booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00001940-20260914_000059,2026-02-27,21:15:00,08:15:00,Southvale Hospitals NHS Trust,Nursing,Obstetrics,Women & Children,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0599-20260914_000059,Stephen Booth-Ball,Ward Capacity Increase,2025-10-26
BR-00001941-20260914_000059,2027-04-23,18:00:00,23:00:00,Riverside Integrated Care NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiologist,Occupational Therapist,6,22.56,28.21,EMP0214-20260914_000059,Dr Stuart Jones,Bank Holiday Cover,2025-11-09
BR-00001942-20260914_000059,2026-12-14,21:00:00,08:00:00,Riverbank General Hospitals NHS Trust,Admin,Pathology,Clinical Support Services,Administrator,Administrator,3,13.33,16.41,EMP0614-20260914_000059,Gordon Khan,Weekend Cover,2025-01-04
BR-00001943-20260914_000059,2026-01-11,06:15:00,13:15:00,Broadfield Clinical Services NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0249-20260914_000059,Georgia Watkins,Additional Patient Safety Cover,2026-09-12
BR-00001944-20260914_000059,2027-07-23,22:45:00,02:45:00,Riverside Integrated Care NHS Trust,AHP,Postnatal Care,Women & Children,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0958-20260914_000059,Oliver Turner-Holland,Weekend Cover,2025-03-30
BR-00001945-20260914_000059,2025-11-13,06:30:00,15:30:00,Eastfield Psychological Services NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,Consultant,CONS,48.72,71.79,EMP0751-20260914_000059,Emma Francis,Sickness Cover,2025-11-21
BR-00001946-20260914_000059,2026-04-14,09:45:00,19:45:00,Southvale Hospitals NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Administrator,Receptionist,3,13.33,16.41,EMP0470-20260914_000059,Mrs Catherine Morris,Bank Holiday Cover,2025-01-20
BR-00001947-20260914_000059,2027-04-07,05:00:00,15:00:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Paediatrics,Women & Children,Physiologist,Speech Therapist,6,22.56,28.21,EMP0127-20260914_000059,Mathew Booth-Richards,Bank Holiday Cover,2025-10-28
BR-00001948-20260914_000059,2027-03-16,15:15:00,18:15:00,Lakeside District Hospitals NHS Trust,Medical,Finance,Corporate Services,SHO,SHO,SHO,23.08,30.77,EMP0956-20260914_000059,Ms Debra Williams,Night Shift Cover,2026-04-02
BR-00001949-20260914_000059,2026-07-16,13:30:00,19:30:00,Broadfield Clinical Services NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP1101-20260914_000059,Hannah Davies,Ward Capacity Increase,2026-07-28
BR-00001950-20260914_000059,2026-01-29,22:00:00,09:00:00,Meadowbrook Community Health NHS Trust,Nursing,Human Resources,Corporate Services,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP0583-20260914_000059,Dr Barry Kirk,Operational Requirement,2026-01-14
BR-00001951-20260914_000059,2027-05-12,10:15:00,17:15:00,Oakridge Community Services NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Data Analyst,Receptionist,3,13.33,16.41,EMP0444-20260914_000059,Mr Nathan Grant,Night Shift Cover,2024-10-23
BR-00001952-20260914_000059,2026-12-23,03:30:00,04:30:00,Eastfield Psychological Services NHS Trust,Nursing,Postnatal Care,Women & Children,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0100-20260914_000059,Stuart Walton,Staff Shortage,2025-07-31
BR-00001953-20260914_000059,2026-05-05,02:45:00,08:45:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Data Analyst,Administrator,3,13.33,16.41,EMP0162-20260914_000059,Ellie Cox,Weekend Cover,2025-03-15
BR-00001954-20260914_000059,2026-05-19,03:45:00,05:45:00,Hillcrest Medical Centres NHS Trust,Admin,Communications,Corporate Services,Administrator,Administrator,3,13.33,16.41,EMP0324-20260914_000059,Mrs Susan Roberts,Operational Requirement,2026-03-18
BR-00001955-20260914_000059,2027-09-01,10:15:00,22:15:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,IT Support,Corporate Services,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0123-20260914_000059,Sally Barnett-Swift,Study Leave Cover,2025-06-21
BR-00001956-20260914_000059,2026-07-05,16:15:00,20:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0983-20260914_000059,Mr Steven West,Annual Leave Cover,2024-10-19
BR-00001957-20260914_000059,2027-07-11,14:00:00,22:00:00,Horizon Integrated Health Partnership NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,GP,SHO,SHO,23.08,30.77,EMP0968-20260914_000059,Gordon Palmer,Unexpected Absence,2025-05-03
BR-00001958-20260914_000059,2026-07-03,00:45:00,01:45:00,Broadfield Clinical Services NHS Trust,AHP,Pathology,Clinical Support Services,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0716-20260914_000059,Toby Mann,Increased Patient Demand,2026-02-07
BR-00001959-20260914_000059,2027-05-16,10:15:00,12:15:00,Hillcrest Medical Centres NHS Trust,Admin,General Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0450-20260914_000059,Emily Tyler,Unexpected Absence,2025-04-26
BR-00001960-20260914_000059,2026-05-26,08:00:00,09:00:00,Southgate Community & Mental Health NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0100-20260914_000059,Maria Harvey,Maternity Leave Cover,2026-09-10
BR-00001961-20260914_000059,2026-07-30,09:00:00,17:00:00,Valleyview Mental Wellness NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Charge Nurse,Healthcare Assistant,2,12.31,14.36,EMP0942-20260914_000059,Leslie Coleman-Lambert,Maternity Leave Cover,2026-08-01
BR-00001962-20260914_000059,2026-01-01,04:30:00,15:30:00,Broadfield Clinical Services NHS Trust,Nursing,Nephrology,Medicine & Acute Care,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0859-20260914_000059,Phillip Hyde,Emergency Cover,2025-07-20
BR-00001963-20260914_000059,2027-07-14,10:00:00,17:00:00,Riverside Integrated Care NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Receptionist,Administrator,3,13.33,16.41,EMP0080-20260914_000059,Ann Young,Unexpected Absence,2024-10-10
BR-00001964-20260914_000059,2026-07-28,00:15:00,01:15:00,Northshire University Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0770-20260914_000059,Beth Khan,Specialist Skills Required,2025-02-20
BR-00001965-20260914_000059,2027-07-24,20:00:00,21:00:00,Broadfield Clinical Services NHS Trust,Medical,Dermatology,Medicine & Acute Care,SHO,FY1/FY2,FY1,18.46,21.54,EMP0286-20260914_000059,Shane Hill,Operational Requirement,2025-03-24
BR-00001966-20260914_000059,2026-12-28,08:15:00,09:15:00,Hillcrest Medical Centres NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0932-20260914_000059,Kathleen Baxter-Thomas,Staff Shortage,2025-08-05
BR-00001967-20260914_000059,2025-12-30,07:30:00,14:30:00,Hillcrest Medical Centres NHS Trust,AHP,Obstetrics,Women & Children,Physiologist,Pharmacist,5,18.97,23.08,EMP0312-20260914_000059,Dr Maureen Baker,Annual Leave Cover,2025-06-17
BR-00001968-20260914_000059,2026-05-13,02:45:00,04:45:00,Horizon Integrated Health Partnership NHS Trust,AHP,Physiotherapy,Clinical Support Services,Occupational Therapist,Physiologist,6,22.56,28.21,EMP0476-20260914_000059,Teresa Evans-White,New Service Requirement,2025-08-02
BR-00001969-20260914_000059,2026-05-15,02:30:00,05:30:00,Broadfield Clinical Services NHS Trust,AHP,Postnatal Care,Women & Children,Occupational Therapist,Radiographer,6,22.56,28.21,EMP0510-20260914_000059,Mrs Lauren Edwards,Increased Patient Demand,2025-03-06
BR-00001970-20260914_000059,2027-04-29,20:00:00,00:00:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0298-20260914_000059,Christine Walker,Annual Leave Cover,2024-11-27
BR-00001971-20260914_000059,2027-06-10,07:30:00,18:30:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Haematology,Medicine & Acute Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0876-20260914_000059,Lucy Walker,Planned Leave Cover,2025-10-29
BR-00001972-20260914_000059,2025-11-16,21:00:00,01:00:00,Lakeside District Hospitals NHS Trust,Admin,Gynaecology,Women & Children,Medical Secretary,Receptionist,3,13.33,16.41,EMP0229-20260914_000059,Nicola Morton,Sickness Cover,2026-09-11
BR-00001973-20260914_000059,2026-02-22,20:00:00,00:00:00,Southgate Community & Mental Health NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Receptionist,Receptionist,3,13.33,16.41,EMP0049-20260914_000059,Dr Eric Allen,Operational Requirement,2026-01-05
BR-00001974-20260914_000059,2026-03-07,04:45:00,11:45:00,Southgate Community & Mental Health NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP1005-20260914_000059,Mrs Paula Goddard,High Acuity Patients,2026-08-06
BR-00001975-20260914_000059,2025-12-27,18:15:00,19:15:00,Southgate Community & Mental Health NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0780-20260914_000059,Dr Jake Thomas,Sickness Cover,2025-05-08
BR-00001976-20260914_000059,2025-09-19,04:45:00,05:45:00,Eastfield Psychological Services NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0700-20260914_000059,Mrs Jade Jarvis,Emergency Cover,2026-02-05
BR-00001977-20260914_000059,2027-06-18,15:45:00,22:45:00,Midlands Central Hospitals NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Administrator,Data Analyst,8A,28.21,35.9,EMP1032-20260914_000059,Ms Fiona Smith,New Service Requirement,2026-05-22
BR-00001978-20260914_000059,2026-12-04,23:00:00,04:00:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP1145-20260914_000059,Amanda Robertson-Weston,Increased Patient Demand,2025-08-09
BR-00001979-20260914_000059,2027-05-02,02:15:00,03:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0961-20260914_000059,Miss Kathryn Ali,New Service Requirement,2024-11-21
BR-00001980-20260914_000059,2026-10-07,23:00:00,11:00:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Pathology,Clinical Support Services,Administrator,Receptionist,3,13.33,16.41,EMP1000-20260914_000059,John Holloway,New Service Requirement,2026-03-29
BR-00001981-20260914_000059,2026-05-02,23:00:00,08:00:00,Riverbank General Hospitals NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0688-20260914_000059,Louise Scott-Hamilton,Sickness Cover,2026-08-09
BR-00001982-20260914_000059,2026-11-01,09:00:00,16:00:00,Lakeside District Hospitals NHS Trust,Medical,Human Resources,Corporate Services,Consultant,SHO,SHO,23.08,30.77,EMP1154-20260914_000059,Dr Graham Kennedy,Sickness Cover,2026-04-28
BR-00001983-20260914_000059,2027-07-24,17:45:00,00:45:00,Broadfield Clinical Services NHS Trust,AHP,Orthopaedics,Surgery & Cancer,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0112-20260914_000059,Damien Williams,High Acuity Patients,2025-02-24
BR-00001984-20260914_000059,2027-06-03,23:00:00,02:00:00,Northshire University Hospitals NHS Trust,AHP,General Surgery,Surgery & Cancer,Physiologist,Physiologist,6,22.56,28.21,EMP0925-20260914_000059,Craig Hill,Bank Holiday Cover,2025-07-01
BR-00001985-20260914_000059,2026-07-10,14:00:00,15:00:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Occupational Therapist,Pharmacist,5,18.97,23.08,EMP0557-20260914_000059,Jodie Cole,Maternity Leave Cover,2025-05-21
BR-00001986-20260914_000059,2027-06-08,08:30:00,14:30:00,Northshire University Hospitals NHS Trust,Admin,Finance,Corporate Services,Administrator,Administrator,3,13.33,16.41,EMP1144-20260914_000059,Joanna Hall,Operational Requirement,2026-07-11
BR-00001987-20260914_000059,2027-07-20,03:30:00,13:30:00,Meadowbrook Community Health NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Administrator,Data Analyst,8A,28.21,35.9,EMP0423-20260914_000059,Marc Collins,Additional Patient Safety Cover,2026-09-13
BR-00001988-20260914_000059,2026-12-15,23:15:00,08:15:00,Westmere Community Health NHS Trust,AHP,Gynaecology,Women & Children,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0545-20260914_000059,Richard Summers-Connor,Sickness Cover,2025-10-20
BR-00001989-20260914_000059,2027-03-16,01:45:00,05:45:00,Valleyview Mental Wellness NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Consultant,Consultant,CONS,48.72,71.79,EMP0377-20260914_000059,Josh Howell-Cooper,Operational Requirement,2024-10-15
BR-00001990-20260914_000059,2025-11-10,09:15:00,14:15:00,Lakeside District Hospitals NHS Trust,Admin,IT Support,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0083-20260914_000059,Andrea Lloyd,Additional Patient Safety Cover,2026-05-28
BR-00001991-20260914_000059,2027-06-14,04:45:00,16:45:00,Broadfield Clinical Services NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,FY1/FY2,GP,GP,46.15,61.54,EMP1007-20260914_000059,Marc Walton-Smith,Training Cover,2026-02-02
BR-00001992-20260914_000059,2026-03-15,09:30:00,10:30:00,Eastfield Psychological Services NHS Trust,Admin,Rheumatology,Medicine & Acute Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0292-20260914_000059,Bryan Rees,Bank Holiday Cover,2025-09-04
BR-00001993-20260914_000059,2025-10-28,18:45:00,23:45:00,Meadowbrook Community Health NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP1021-20260914_000059,Geoffrey Morgan,Planned Leave Cover,2025-07-19
BR-00001994-20260914_000059,2026-10-01,22:00:00,10:00:00,Riverbank General Hospitals NHS Trust,AHP,Obstetrics,Women & Children,Physiologist,Physiotherapist,6,22.56,28.21,EMP1002-20260914_000059,Rosemary Phillips,Specialist Skills Required,2024-11-14
BR-00001995-20260914_000059,2026-04-28,03:30:00,04:30:00,Bluewater Community & Rehabilitation NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP0470-20260914_000059,Sam Hurst,Training Cover,2025-10-30
BR-00001996-20260914_000059,2027-05-10,21:30:00,05:30:00,Westmere Community Health NHS Trust,Admin,Pathology,Clinical Support Services,Medical Secretary,Administrator,3,13.33,16.41,EMP0470-20260914_000059,Danny Lee,Staff Shortage,2025-11-21
BR-00001997-20260914_000059,2027-01-11,13:15:00,15:15:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0512-20260914_000059,Gareth Cox,Night Shift Cover,2025-03-13
BR-00001998-20260914_000059,2026-03-06,02:00:00,07:00:00,Riverbank General Hospitals NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Data Analyst,Administrator,3,13.33,16.41,EMP0499-20260914_000059,Charlene Griffiths,Staff Redeployment,2025-06-08
BR-00001999-20260914_000059,2026-09-13,23:15:00,01:15:00,Eastfield Psychological Services NHS Trust,Nursing,IT Support,Corporate Services,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0646-20260914_000059,John Smith,Staff Shortage,2026-09-10
BR-00002000-20260914_000059,2026-11-13,15:45:00,20:45:00,Hillcrest Medical Centres NHS Trust,Admin,General Surgery,Surgery & Cancer,Administrator,Receptionist,3,13.33,16.41,EMP1151-20260914_000059,Sophie Chambers,Unexpected Absence,2024-11-23
BR-00002001-20260914_000059,2026-09-23,03:15:00,07:15:00,Southvale Hospitals NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Administrator,Medical Secretary,4,15.38,19.49,EMP0877-20260914_000059,Leslie Taylor,Specialist Skills Required,2025-12-06
BR-00002002-20260914_000059,2027-02-18,20:30:00,05:30:00,Northwood Mental Health NHS Trust,Medical,Obstetrics,Women & Children,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0059-20260914_000059,Michelle Martin-Collins,Increased Patient Demand,2025-04-26
BR-00002003-20260914_000059,2026-12-09,22:15:00,04:15:00,Riverside Integrated Care NHS Trust,Nursing,IT Support,Corporate Services,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0115-20260914_000059,Trevor Taylor,Emergency Cover,2024-09-22
BR-00002004-20260914_000059,2026-11-03,09:15:00,21:15:00,Valleyview Mental Wellness NHS Trust,Medical,Radiology,Clinical Support Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0910-20260914_000059,Mr Graham Carter,Training Cover,2025-12-15
BR-00002005-20260914_000059,2025-11-29,18:00:00,01:00:00,Riverbank General Hospitals NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Data Analyst,Receptionist,3,13.33,16.41,EMP0717-20260914_000059,Dorothy Moore,Maternity Leave Cover,2025-05-31
BR-00002006-20260914_000059,2026-06-13,15:00:00,02:00:00,Riverbank General Hospitals NHS Trust,Admin,Respiratory Medicine,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP0956-20260914_000059,Abigail O'Connor,Weekend Cover,2024-12-14
BR-00002007-20260914_000059,2027-07-12,05:15:00,17:15:00,Meadowbrook Community Health NHS Trust,Admin,Radiology,Clinical Support Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0849-20260914_000059,Dr Nathan Walters,Staff Shortage,2025-06-19
BR-00002008-20260914_000059,2027-03-05,17:45:00,03:45:00,Riverbank General Hospitals NHS Trust,Nursing,IT Support,Corporate Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP1125-20260914_000059,Tony Marshall,Planned Leave Cover,2025-06-25
BR-00002009-20260914_000059,2026-12-17,22:00:00,00:00:00,Southvale Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Receptionist,3,13.33,16.41,EMP1017-20260914_000059,Tracy Dickinson,Bank Holiday Cover,2024-10-06
BR-00002010-20260914_000059,2026-06-26,00:00:00,07:00:00,Northwood Mental Health NHS Trust,AHP,Cardiology,Medicine & Acute Care,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0571-20260914_000059,Steven Gilbert,Night Shift Cover,2026-07-28
BR-00002011-20260914_000059,2027-06-26,02:00:00,14:00:00,Hillcrest Medical Centres NHS Trust,Medical,ENT Surgery,Surgery & Cancer,GP,Consultant,CONS,48.72,71.79,EMP0376-20260914_000059,Dorothy Hart,Staff Shortage,2024-09-25
BR-00002012-20260914_000059,2026-06-02,14:30:00,23:30:00,Westmere Community Health NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0818-20260914_000059,Martin Robertson,Staff Redeployment,2025-04-13
BR-00002013-20260914_000059,2027-03-05,16:00:00,23:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Nephrology,Medicine & Acute Care,Consultant,SHO,SHO,23.08,30.77,EMP0906-20260914_000059,Mr Leslie Ward,Maternity Leave Cover,2024-12-03
BR-00002014-20260914_000059,2027-03-08,01:30:00,06:30:00,Lakeside District Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Healthcare Assistant,Senior Staff Nurse,6,22.56,28.21,EMP0026-20260914_000059,Sheila Martin-Andrews,Increased Patient Demand,2025-07-03
BR-00002015-20260914_000059,2027-08-16,22:45:00,09:45:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0215-20260914_000059,Anna Perry,New Service Requirement,2025-12-29
BR-00002016-20260914_000059,2026-08-28,07:45:00,09:45:00,Northshire University Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Radiographer,Pharmacist,5,18.97,23.08,EMP0274-20260914_000059,Ms Beth Martin,Training Cover,2026-02-08
BR-00002017-20260914_000059,2026-11-21,09:30:00,10:30:00,Valleyview Mental Wellness NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0766-20260914_000059,David Riley,New Service Requirement,2026-09-07
BR-00002018-20260914_000059,2027-04-13,20:00:00,00:00:00,Northshire University Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Receptionist,Receptionist,3,13.33,16.41,EMP0719-20260914_000059,Mr Phillip Long,Training Cover,2025-09-02
BR-00002019-20260914_000059,2027-01-03,00:45:00,06:45:00,Riverside Integrated Care NHS Trust,Nursing,Obstetrics,Women & Children,Nursery Nurse,Nursery Nurse,2,12.31,14.36,EMP0591-20260914_000059,Malcolm Grant,Staff Shortage,2025-10-21
BR-00002020-20260914_000059,2026-07-13,08:45:00,16:45:00,Westborough Acute Care NHS Trust,AHP,Pharmacy,Clinical Support Services,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0915-20260914_000059,Ms Katy Booth,Staff Redeployment,2025-09-05
BR-00002021-20260914_000059,2026-09-21,11:00:00,14:00:00,Eastfield Psychological Services NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,GP,SHO,SHO,23.08,30.77,EMP0794-20260914_000059,Bethan Swift,Study Leave Cover,2025-04-06
BR-00002022-20260914_000059,2026-07-11,16:30:00,21:30:00,Westmere Community Health NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0744-20260914_000059,Mr Roy Potter,Maternity Leave Cover,2026-02-05
BR-00002023-20260914_000059,2026-02-15,22:45:00,06:45:00,Meadowbrook Community Health NHS Trust,Admin,Obstetrics,Women & Children,Administrator,Administrator,3,13.33,16.41,EMP1066-20260914_000059,Catherine Lee-Cole,Unexpected Absence,2025-10-09
BR-00002024-20260914_000059,2027-07-19,15:00:00,17:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0868-20260914_000059,Sandra Thomas-Palmer,Sickness Cover,2025-09-29
BR-00002025-20260914_000059,2027-07-29,05:00:00,12:00:00,Broadfield Clinical Services NHS Trust,Medical,Obstetrics,Women & Children,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0347-20260914_000059,Alexandra Jarvis,New Service Requirement,2025-02-23
BR-00002026-20260914_000059,2026-11-17,14:30:00,02:30:00,Hillcrest Medical Centres NHS Trust,AHP,General Surgery,Medicine & Acute Care,Physiologist,Radiographer,6,22.56,28.21,EMP0344-20260914_000059,Martyn Scott,Weekend Cover,2024-11-29
BR-00002027-20260914_000059,2027-01-26,06:00:00,08:00:00,Meadowbrook Community Health NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0733-20260914_000059,Dr Gail King,Annual Leave Cover,2026-04-21
BR-00002028-20260914_000059,2026-12-04,03:00:00,04:00:00,Southvale Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Receptionist,Receptionist,3,13.33,16.41,EMP0830-20260914_000059,Dr Malcolm Webb,High Acuity Patients,2025-01-24
BR-00002029-20260914_000059,2026-02-26,22:45:00,06:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,Registrar,GP,GP,46.15,61.54,EMP0482-20260914_000059,Jacob Green,Maternity Leave Cover,2024-10-05
BR-00002030-20260914_000059,2027-07-23,18:30:00,00:30:00,Southgate Community & Mental Health NHS Trust,Medical,Postnatal Care,Women & Children,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0590-20260914_000059,Mrs Wendy Bryan,High Acuity Patients,2025-10-06
BR-00002031-20260914_000059,2026-09-15,13:30:00,15:30:00,Broadfield Clinical Services NHS Trust,Nursing,Facilities Management,Corporate Services,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0280-20260914_000059,Mr Victor Newton,Maternity Leave Cover,2025-10-29
BR-00002032-20260914_000059,2026-02-22,18:45:00,04:45:00,Eastfield Psychological Services NHS Trust,Admin,Pharmacy,Clinical Support Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP1188-20260914_000059,Dr Christian Robertson,Specialist Skills Required,2025-07-26
BR-00002033-20260914_000059,2027-07-04,20:30:00,05:30:00,Hillcrest Medical Centres NHS Trust,Medical,Occupational Therapy,Clinical Support Services,FY1/FY2,Registrar,SPR,33.33,43.59,EMP1188-20260914_000059,Mrs Paige Reynolds,Increased Patient Demand,2025-03-04
BR-00002034-20260914_000059,2027-02-08,22:00:00,04:00:00,Riverbank General Hospitals NHS Trust,AHP,Obstetrics,Women & Children,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0411-20260914_000059,Katie Smith-Jones,Maternity Leave Cover,2025-03-04
BR-00002035-20260914_000059,2027-01-02,08:15:00,09:15:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Ward Manager,Staff Nurse,5,18.97,23.08,EMP1019-20260914_000059,Dr Marc Taylor,Maternity Leave Cover,2025-08-23
BR-00002036-20260914_000059,2027-06-12,06:45:00,08:45:00,Lakeside District Hospitals NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Data Analyst,Data Analyst,8A,28.21,35.9,EMP1010-20260914_000059,Rosie Robinson,Weekend Cover,2026-08-23
BR-00002037-20260914_000059,2026-09-20,00:30:00,05:30:00,Horizon Integrated Health Partnership NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,GP,Registrar,SPR,33.33,43.59,EMP0724-20260914_000059,Ms Claire Finch,Staff Redeployment,2024-12-30
BR-00002038-20260914_000059,2026-06-11,13:30:00,00:30:00,Northshire University Hospitals NHS Trust,Medical,IT Support,Corporate Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0367-20260914_000059,Scott Evans,Sickness Cover,2025-04-06
BR-00002039-20260914_000059,2026-02-03,08:45:00,12:45:00,Northshire University Hospitals NHS Trust,Nursing,Gynaecology,Women & Children,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0744-20260914_000059,Jeremy Jones,Training Cover,2026-05-03
BR-00002040-20260914_000059,2025-09-20,14:00:00,17:00:00,Southvale Hospitals NHS Trust,Admin,Human Resources,Corporate Services,Data Analyst,Administrator,3,13.33,16.41,EMP0256-20260914_000059,Ronald Ford,Night Shift Cover,2026-05-07
BR-00002041-20260914_000059,2026-05-25,22:00:00,10:00:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Pharmacy,Clinical Support Services,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0764-20260914_000059,Miss Marian Harris,Increased Patient Demand,2025-02-22
