emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,hourly_rate,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0224-20260913_210636,Neil,Hamilton,georgia77@example.com,1997-10-08,0117 4960989,"Flat 13
Jackson Points
East Dorothy
N67 2JY",Male,Valleyview Mental Wellness NHS Trust,Black,Trinidad and Tobago,ILR,Admin,Data Analyst,Medicine & Acute Care,8A,28.8,2016-12-23,2017-01-27,20.0,0.53,GMC,Permanent,Inactive,JN663657,2027-05-22,NH270207,2030-12-20,2027-07-06,2017-01-13
EMP0225-20260913_210636,Geraldine,Power,smithsharon@example.org,1973-09-09,08081570211,"31 Lydia Dale
East Clare
M75 5SR",Female,Lakeside District Hospitals NHS Trust,Asian,India,Dependent,Nursing,Ward Manager,Surgery & Cancer,8A,33.42,2024-02-20,2024-04-02,30.0,0.8,NMC,Permanent,Suspended,IW676177,2031-07-15,ZT325742,2031-05-16,2027-01-28,2024-03-12
EMP0226-20260913_210636,Matthew,Adams,yfletcher@example.org,1973-09-24,+44(0)1154960109,"Studio 71g
Clare Road
East Jason
AL08 6BJ",Female,Meadowbrook Community Health NHS Trust,Mixed,United Kingdom,Dependent,AHP,Physiologist,Surgery & Cancer,6,26.64,2020-02-22,2020-03-21,20.0,0.53,None,Fixed Term,Suspended,QE212757,2031-02-07,OJ879206,2029-09-22,2027-07-13,2020-03-14
EMP0227-20260913_210636,Peter,Quinn,mcleanmaurice@example.org,1965-03-16,+44(0)141 496 0993,"Flat 10G
Marc Trafficway
Sarachester
G5 5WB",Male,Southgate Community & Mental Health NHS Trust,Mixed,Jamaica,ILR,Admin,Receptionist,Clinical Support Services,3,14.7,2019-11-06,2019-12-11,15.0,0.4,None,Permanent,Inactive,PW895378,2029-06-08,FJ836842,2027-08-10,2027-02-26,2019-11-27
EMP0228-20260913_210636,Sharon,Roberts,ellie59@example.net,1974-01-15,(0113) 4960289,"Flat 95a
Miller Squares
Gemmachester
L7W 9GB",Female,Meadowbrook Community Health NHS Trust,Mixed,India,ILR,Admin,Data Analyst,Medicine & Acute Care,8A,34.74,2019-03-07,2019-04-18,37.5,1.0,GMC,Permanent,Inactive,LT647542,2029-04-04,CY204452,2031-05-24,2026-11-06,2019-03-28
EMP0229-20260913_210636,Francesca,Bird,thompsonlaura@example.net,1996-08-11,(0115)4960115,"476 Mason Track
Port Bethany
B1K 6PE",Male,Westmere Community Health NHS Trust,Asian,Japan,Dependent,Nursing,Ward Manager,Critical Care & Anaesthesia,8A,31.09,2017-10-29,2017-12-03,20.0,0.53,NMC,Bank,Inactive,KV572114,2028-10-17,QA994571,2027-01-05,2027-05-19,2017-11-19
EMP0230-20260913_210636,Cameron,Robinson,tperry@example.com,1973-10-21,(0113) 496 0268,"07 Connor Cape
West Ruthview
M78 2DN",Female,Riverbank General Hospitals NHS Trust,Asian,Japan,ILR,Admin,Administrator,Clinical Support Services,3,13.89,2018-05-30,2018-06-27,15.0,0.4,None,Fixed Term,Inactive,BS848410,2027-09-02,WN888552,2027-06-08,2027-06-10,2018-06-20
EMP0231-20260913_210636,Jenna,Howard,ronaldmetcalfe@example.org,2008-02-13,(0113) 4960806,"998 Reed Summit
New Patricia
BS8 9XU",Female,Northshire University Hospitals NHS Trust,Asian,Thailand,British Citizen,AHP,Physiotherapist,Clinical Support Services,6,22.75,2022-11-03,2022-12-15,37.5,1.0,HCPC,Bank,On Leave,EC304081,2030-06-03,ZX877500,2028-10-11,2026-12-30,2022-11-24
EMP0232-20260913_210636,Kayleigh,Hewitt,adrian25@example.org,2008-08-31,01154960913,"432 Jason Well
East Jemmaland
B1 7DQ",Male,Meadowbrook Community Health NHS Trust,Asian,Thailand,Dependent,Medical,SHO,Corporate Services,SHO,23.46,2021-11-13,2021-12-18,18.75,0.5,NMC,Permanent,Active,KI196894,2028-04-29,OZ496656,2030-08-14,2026-12-30,2021-12-04
EMP0233-20260913_210636,Lauren,Lee,kathryn39@example.net,1999-03-31,+44161 4960844,"Studio 35O
Jordan Street
North Declanshire
NR0N 7QS",Male,Northwood Mental Health NHS Trust,Asian,Thailand,Dependent,Nursing,Healthcare Assistant,Emergency & Urgent Care,2,12.83,2021-12-10,2022-01-07,30.0,0.8,NMC,Bank,Active,UK608947,2030-04-22,PF991327,2029-06-09,2027-06-15,2021-12-31
EMP0234-20260913_210636,Alex,Turner,elaine41@example.net,1966-12-04,+44117 4960881,"90 Hunt Shore
New Shannonchester
DH98 7RA",Male,Riverbank General Hospitals NHS Trust,White,United Kingdom,Dependent,AHP,Pharmacist,Emergency & Urgent Care,5,19.51,2021-12-02,2022-01-06,20.0,0.53,HCPC,Fixed Term,On Leave,UW460743,2029-11-06,NK435536,2030-06-04,2026-11-06,2021-12-23
EMP0235-20260913_210636,John,Stephenson,morganlesley@example.com,1965-04-29,0114 496 0618,"Flat 10M
Evans Dale
Alexfurt
L65 2RN",Male,Lakeside District Hospitals NHS Trust,White,New Zealand,Dependent,Medical,FY1/FY2,Clinical Support Services,FY1,18.94,2025-10-28,2025-11-25,18.75,0.5,None,Fixed Term,Active,ZL021622,2031-04-19,UY950951,2030-01-30,2027-01-12,2025-11-18
EMP0236-20260913_210636,Bernard,Day,uodonnell@example.net,2000-04-15,+44(0)151 496 0203,"9 Christopher Causeway
Powellmouth
G11 9PJ",Female,Northwood Mental Health NHS Trust,White,New Zealand,ILR,Medical,Registrar,Women & Children,SPR,41.82,2024-05-07,2024-06-18,30.0,0.8,GMC,Permanent,Active,KD695559,2027-07-19,EG863266,2028-10-01,2027-06-07,2024-05-28
EMP0237-20260913_210636,Nathan,Anderson,russelljason@example.com,1964-07-14,(029)2018927,"Flat 8
Hill Haven
Joannamouth
OX1 1FR",Female,Westmere Community Health NHS Trust,White,New Zealand,Skilled Worker,AHP,Physiologist,Surgery & Cancer,6,26.94,2025-03-18,2025-04-29,15.0,0.4,GMC,Fixed Term,On Leave,LG569722,2029-08-09,LR910361,2028-11-29,2027-01-08,2025-04-08
EMP0238-20260913_210636,John,Norman,valerie49@example.com,2003-09-29,+44(0)114 4960937,"586 Graeme Centers
Campbellstad
S1 4YS",Female,Northshire University Hospitals NHS Trust,Mixed,New Zealand,ILR,Nursing,Nursery Nurse,Surgery & Cancer,2,13.62,2017-04-14,2017-05-26,30.0,0.8,NMC,Bank,Suspended,ON059334,2030-01-26,SJ702002,2030-03-17,2027-08-13,2017-05-05
EMP0239-20260913_210636,Kimberley,Mistry,awallace@example.org,2002-06-12,028 9018 0130,"4 Sharon Harbors
Philipfurt
MK5M 8AY",Male,Southgate Community & Mental Health NHS Trust,Asian,India,Skilled Worker,AHP,Radiographer,Critical Care & Anaesthesia,6,23.18,2020-03-16,2020-04-27,20.0,0.53,HCPC,Permanent,On Leave,MW338179,2030-03-01,GC844316,2028-02-05,2027-05-19,2020-04-06
EMP0240-20260913_210636,Fiona,Carr,zdennis@example.org,1968-04-04,0141 496 0248,"348 Williams Lodge
New Annetteton
EN6 3DB",Female,Riverside Integrated Care NHS Trust,Black,Ghana,ILR,Nursing,Senior Staff Nurse,Surgery & Cancer,6,24.25,2022-05-13,2022-06-24,30.0,0.8,GMC,Fixed Term,Inactive,LI016231,2031-06-10,TD948263,2030-05-05,2027-02-01,2022-06-03
EMP0241-20260913_210636,Malcolm,Phillips,geoffrey04@example.net,1992-08-27,+441614960552,"Studio 97
Nicholls Inlet
Denismouth
N43 7PG",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Nigeria,British Citizen,Medical,Registrar,Corporate Services,SPR,39.36,2025-07-09,2025-08-20,18.75,0.5,None,Permanent,On Leave,KN943655,2030-09-07,FC139651,2031-08-21,2027-06-04,2025-07-30
EMP0242-20260913_210636,Jay,Smith,joanne78@example.com,2000-10-11,+44(0)151 496 0836,"Flat 99d
Jay Lodge
Juliechester
BR7W 8UL",Male,Hillcrest Medical Centres NHS Trust,Asian,Thailand,ILR,Medical,FY1/FY2,Women & Children,FY1,21.18,2026-05-27,2026-06-24,37.5,1.0,HCPC,Fixed Term,On Leave,TV208916,2028-01-15,KV445553,2031-02-22,2027-04-05,2026-06-17
EMP0243-20260913_210636,Margaret,Davis,ksullivan@example.com,2002-05-09,+44(0)118 4960665,"7 Luke Island
North Joyceberg
NE31 9DZ",Male,Northwood Mental Health NHS Trust,Mixed,New Zealand,ILR,AHP,Physiologist,Corporate Services,6,25.39,2020-05-04,2020-06-15,15.0,0.4,HCPC,Fixed Term,Active,GD116892,2031-02-25,OI532045,2028-07-17,2027-04-05,2020-05-25
EMP0244-20260913_210636,Adam,Williams,nigelwatson@example.org,2000-06-30,01632 960088,"Flat 72
Kelly Freeway
Port Simon
B5 6BJ",Female,Oakridge Community Services NHS Trust,Mixed,Canada,ILR,Medical,Consultant,Critical Care & Anaesthesia,CONS,66.73,2025-08-11,2025-09-08,18.75,0.5,None,Bank,Active,RU896522,2030-02-20,VY283713,2026-11-01,2027-09-02,2025-09-01
EMP0245-20260913_210636,Jack,Barker,pfowler@example.com,1967-12-17,(0131)4960973,"Studio 67p
Lynne Village
Dickinsonshire
W8E 7AF",Female,Oakridge Community Services NHS Trust,Black,Barbados,British Citizen,AHP,Physiotherapist,Medicine & Acute Care,6,24.28,2025-09-15,2025-10-27,37.5,1.0,HCPC,Fixed Term,Active,XD220033,2031-05-24,WY320507,2031-01-25,2026-11-25,2025-10-06
EMP0246-20260913_210636,Dale,Dunn,wallacepatricia@example.net,1973-05-05,+44(0)118 496 0278,"7 Gary Union
North Alexander
IM4V 8EZ",Female,Westborough Acute Care NHS Trust,White,Australia,British Citizen,Medical,FY1/FY2,Critical Care & Anaesthesia,FY1,19.16,2019-07-04,2019-08-01,30.0,0.8,HCPC,Permanent,Inactive,MH562074,2029-06-08,IR468005,2028-03-29,2027-05-04,2019-07-25
EMP0247-20260913_210636,Bryan,Hall,uwest@example.com,1995-09-25,+441614960452,"Flat 44f
Lauren Alley
Lake Rosemaryfort
S0 1HG",Female,Eastfield Psychological Services NHS Trust,Asian,China,Skilled Worker,Nursing,Senior Staff Nurse,Corporate Services,6,27.82,2020-02-01,2020-03-14,30.0,0.8,HCPC,Bank,Inactive,ZP229833,2028-08-11,ML257952,2029-09-27,2027-02-08,2020-02-22
EMP0248-20260913_210636,Natasha,Black,dominic71@example.net,1999-07-21,+44(0)161 4960282,"498 Jones Mills
South Jenniferfort
M3 1LX",Female,Bluewater Community & Rehabilitation NHS Trust,Black,Trinidad and Tobago,British Citizen,Nursing,Charge Nurse,Medicine & Acute Care,7,29.82,2024-05-10,2024-06-14,18.75,0.5,None,Permanent,Suspended,TF163237,2029-04-06,FR024982,2029-01-08,2027-03-13,2024-05-31
EMP0249-20260913_210636,Hollie,Gill,liamlee@example.net,1964-06-07,(020) 74960899,"184 Gibson Club
Carolinefurt
S83 1HY",Female,Southvale Hospitals NHS Trust,White,United Kingdom,Skilled Worker,Admin,Medical Secretary,Clinical Support Services,4,15.87,2024-12-18,2025-01-29,30.0,0.8,HCPC,Permanent,Inactive,FZ229692,2028-03-13,JG641911,2027-04-03,2027-02-05,2025-01-08
EMP0250-20260913_210636,Carole,Johnson,fionaclayton@example.com,1970-04-17,0118 496 0343,"9 Moss Flat
New Heatherland
S6 7UH",Male,Northshire University Hospitals NHS Trust,White,Australia,ILR,Admin,Administrator,Clinical Support Services,3,15.69,2019-06-29,2019-08-10,15.0,0.4,None,Permanent,Suspended,RE171599,2030-11-11,IM254197,2028-03-29,2027-04-17,2019-07-20
EMP0251-20260913_210636,Jade,Jennings,leannewarner@example.org,1990-04-26,+44(0)29 2018 0079,"Flat 26
Anne Walk
Knightfurt
TF73 4GA",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Kenya,Skilled Worker,Admin,Medical Secretary,Clinical Support Services,4,15.55,2025-12-22,2026-02-02,18.75,0.5,NMC,Bank,On Leave,PF546156,2029-07-06,UT928938,2027-08-19,2027-03-28,2026-01-12
EMP0252-20260913_210636,Zoe,Lawrence,jonesbethan@example.org,1993-02-06,+44151 4960157,"Flat 98i
George Union
East Mary
YO3 2GW",Female,Midlands Central Hospitals NHS Trust,White,United States,Skilled Worker,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,24.51,2026-07-28,2026-08-25,15.0,0.4,HCPC,Bank,Suspended,OC306541,2030-08-14,LI198159,2030-02-21,2027-01-24,2026-08-18
EMP0253-20260913_210636,Charlie,Lewis,peter93@example.com,1963-08-20,+44113 4960223,"Flat 68
Rees Views
Port Amy
NN2 9GT",Male,Riverside Integrated Care NHS Trust,Mixed,United States,ILR,AHP,Physiologist,Critical Care & Anaesthesia,6,24.27,2019-02-11,2019-03-25,37.5,1.0,None,Permanent,Inactive,PI116104,2028-08-22,WV846096,2029-09-27,2027-05-19,2019-03-04
EMP0254-20260913_210636,Paul,Khan,james33@example.net,1985-08-02,+44292018285,"Flat 95O
Bailey Streets
Warrenport
UB38 0HP",Female,Broadfield Clinical Services NHS Trust,Asian,China,ILR,AHP,Radiographer,Surgery & Cancer,6,24.29,2020-01-28,2020-02-25,15.0,0.4,HCPC,Permanent,Suspended,FY052623,2026-11-27,SY120636,2027-01-22,2027-08-30,2020-02-18
EMP0255-20260913_210636,Roy,Hill,maria94@example.net,1992-12-24,(0191) 4960739,"Flat 8
Lindsey Dam
Allenchester
E65 1PZ",Male,Westborough Acute Care NHS Trust,Mixed,Canada,Dependent,Nursing,Staff Nurse,Women & Children,5,21.55,2023-08-05,2023-09-02,18.75,0.5,NMC,Permanent,Active,UA554270,2030-02-11,UM355244,2028-04-20,2027-02-08,2023-08-26
EMP0256-20260913_210636,Josephine,Doyle,ljordan@example.org,2003-02-15,0161 4960856,"12 Russell Loaf
North Clare
W2C 7UG",Female,Meadowbrook Community Health NHS Trust,Asian,Japan,British Citizen,Admin,Data Analyst,Corporate Services,8A,29.21,2022-08-18,2022-09-15,18.75,0.5,NMC,Bank,Active,KN033752,2029-06-30,RD853130,2027-09-20,2027-06-20,2022-09-08
EMP0257-20260913_210636,Edward,Kent,morganteresa@example.org,2000-11-15,0909 879 0819,"67 Julie Circles
Port Donaldchester
NP66 4TP",Male,Valleyview Mental Wellness NHS Trust,White,United States,ILR,AHP,Radiographer,Surgery & Cancer,6,27.85,2019-10-09,2019-11-06,20.0,0.53,NMC,Bank,Active,AA832611,2030-08-06,XQ851643,2026-12-05,2027-04-02,2019-10-30
EMP0258-20260913_210636,Jane,Sheppard,griffithslee@example.com,1990-01-30,(0909)8790490,"Flat 76j
Claire Courts
Wilkinsontown
N6D 6YP",Male,Northwood Mental Health NHS Trust,Black,South Africa,Skilled Worker,Medical,SHO,Surgery & Cancer,SHO,25.62,2025-12-10,2026-01-21,18.75,0.5,GMC,Bank,Active,WV186644,2027-08-13,EY220506,2028-05-26,2027-08-09,2025-12-31
EMP0259-20260913_210636,Colin,Stanley,charlenemorley@example.com,1999-10-04,0118 4960708,"Flat 9
Taylor Mall
Wardberg
NN6H 3ED",Female,Meadowbrook Community Health NHS Trust,Mixed,Thailand,Dependent,Medical,GP,Emergency & Urgent Care,GP,54.35,2024-04-07,2024-05-12,18.75,0.5,NMC,Permanent,Suspended,DH814567,2027-03-22,UZ941732,2026-10-18,2027-04-09,2024-04-28
EMP0260-20260913_210636,Eric,Tyler,usaunders@example.net,1990-07-06,+44909 8790959,"Flat 80L
Harriet Hills
Smithton
CH46 2XL",Female,Meadowbrook Community Health NHS Trust,Black,Barbados,ILR,Nursing,Healthcare Assistant,Women & Children,2,14.16,2019-05-30,2019-07-11,18.75,0.5,None,Fixed Term,Active,NW501612,2028-12-10,VT058105,2031-07-08,2026-11-10,2019-06-20
EMP0261-20260913_210636,Joel,Thompson,westonclive@example.org,1962-03-13,(0151)4960200,"279 Conor River
Markstad
N8 3DT",Female,Westmere Community Health NHS Trust,Asian,Japan,ILR,Nursing,Nursery Nurse,Women & Children,2,13.04,2024-06-02,2024-07-14,37.5,1.0,NMC,Permanent,Suspended,OL914432,2027-04-12,YX623037,2028-04-15,2027-07-20,2024-06-23
EMP0262-20260913_210636,Norman,Butler,eyoung@example.org,1995-11-06,(0121) 4960874,"3 Fletcher Stravenue
Lewismouth
B0 8LG",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,Dependent,Medical,Consultant,Surgery & Cancer,CONS,55.85,2018-08-16,2018-09-13,30.0,0.8,GMC,Permanent,Inactive,IK280952,2028-11-03,YI158764,2027-03-09,2027-09-07,2018-09-06
EMP0263-20260913_210636,Olivia,Thompson,andrewsbrett@example.com,1968-03-17,+44289018428,"Studio 73
Vincent Bypass
Powellborough
L0K 4NS",Female,Bluewater Community & Rehabilitation NHS Trust,Asian,Japan,Skilled Worker,Nursing,Nursery Nurse,Clinical Support Services,2,12.32,2021-01-22,2021-02-26,37.5,1.0,NMC,Fixed Term,On Leave,BB211033,2030-05-24,SJ465680,2029-09-19,2026-12-11,2021-02-12
EMP0264-20260913_210636,Jill,Allen,lucyreynolds@example.org,1989-10-22,+44(0)28 9018914,"Flat 11r
Jenkins Hills
South Nigel
S67 5GY",Female,Midlands Central Hospitals NHS Trust,Mixed,United Kingdom,British Citizen,Admin,Administrator,Corporate Services,3,16.36,2020-05-15,2020-06-26,20.0,0.53,GMC,Bank,Inactive,FS154066,2029-09-29,UT400190,2026-10-07,2026-11-19,2020-06-05
EMP0265-20260913_210636,Rosemary,Noble,thorpelynn@example.com,1984-12-20,+44(0)8081570831,"118 Callum Plaza
Reesberg
E50 6GR",Female,Northshire University Hospitals NHS Trust,White,Canada,ILR,Admin,Medical Secretary,Emergency & Urgent Care,4,17.89,2019-07-06,2019-08-17,30.0,0.8,HCPC,Fixed Term,Suspended,EO710183,2028-05-25,IW002410,2027-02-01,2026-10-01,2019-07-27
EMP0266-20260913_210636,Stacey,Lee,owen92@example.net,2003-04-10,+44(0)1632 960443,"3 Sarah Summit
West Leonardfurt
HX8N 0LW",Female,Eastfield Psychological Services NHS Trust,Asian,India,ILR,Admin,Administrator,Clinical Support Services,3,14.68,2017-11-19,2017-12-17,20.0,0.53,HCPC,Permanent,Inactive,RL931394,2030-07-23,AM244192,2029-06-30,2027-05-16,2017-12-10
EMP0267-20260913_210636,Joseph,Hartley,hammondjoanne@example.org,1982-04-24,(0113)4960038,"Studio 11Q
Annette Light
Port Debra
E0B 1FJ",Female,Southgate Community & Mental Health NHS Trust,Asian,India,British Citizen,Nursing,Staff Nurse,Emergency & Urgent Care,5,22.41,2018-06-15,2018-07-27,15.0,0.4,HCPC,Permanent,Active,DM530050,2029-05-05,LW334076,2029-01-15,2027-07-17,2018-07-06
EMP0268-20260913_210636,Lisa,Stephens,henryslater@example.net,1999-05-29,(0117) 496 0015,"Studio 32
Susan Creek
Michellefurt
M38 0QP",Male,Meadowbrook Community Health NHS Trust,White,New Zealand,Dependent,Nursing,Charge Nurse,Emergency & Urgent Care,7,32.23,2021-04-07,2021-05-19,20.0,0.53,HCPC,Bank,Inactive,QZ882057,2028-04-18,DR500662,2029-12-16,2027-05-20,2021-04-28
EMP0269-20260913_210636,Melissa,Edwards,jamesnatasha@example.net,1962-03-21,(0115) 4960307,"Flat 65l
Sanders Isle
Singhland
S14 6BL",Female,Hillcrest Medical Centres NHS Trust,Black,Barbados,Dependent,Medical,FY1/FY2,Surgery & Cancer,FY1,18.77,2023-04-01,2023-04-29,18.75,0.5,NMC,Bank,On Leave,XR533248,2026-10-17,FW267266,2031-07-09,2027-05-10,2023-04-22
EMP0270-20260913_210636,Keith,Foster,valexander@example.com,2000-05-11,(0141) 496 0507,"6 Eric Circle
Kimberleyborough
G1 2EG",Female,Westborough Acute Care NHS Trust,Mixed,Trinidad and Tobago,British Citizen,Nursing,Nursery Nurse,Women & Children,2,12.42,2020-06-05,2020-07-03,20.0,0.53,NMC,Fixed Term,Inactive,DY925175,2029-01-22,DA513751,2030-02-19,2027-09-04,2020-06-26
EMP0271-20260913_210636,Colin,Vaughan,brownalice@example.net,1991-05-20,+441314960688,"543 Lewis Creek
Chapmanfurt
BA06 0AP",Female,Horizon Integrated Health Partnership NHS Trust,Asian,China,ILR,Medical,Registrar,Clinical Support Services,SPR,41.98,2022-03-23,2022-05-04,20.0,0.53,GMC,Bank,Inactive,AJ330329,2030-05-30,LY152941,2027-12-11,2027-01-18,2022-04-13
EMP0272-20260913_210636,Russell,Harper,foxconor@example.com,1984-11-19,+44909 879 0146,"8 Rachel Oval
Greenwoodmouth
B95 7YS",Female,Midlands Central Hospitals NHS Trust,Black,Barbados,Skilled Worker,Medical,Registrar,Corporate Services,SPR,33.83,2023-02-26,2023-04-09,20.0,0.53,NMC,Permanent,On Leave,SS948828,2031-06-26,IN794086,2028-11-26,2027-07-17,2023-03-19
EMP0273-20260913_210636,Patrick,Thomas,huntkevin@example.com,1999-12-25,0116 4960350,"203 Davis Shoal
Mandybury
B6 5EB",Male,Southvale Hospitals NHS Trust,White,United Kingdom,Skilled Worker,Nursing,Nursery Nurse,Emergency & Urgent Care,2,13.66,2016-09-17,2016-10-15,18.75,0.5,None,Bank,Active,VS072349,2030-11-25,XS893051,2030-10-13,2026-10-07,2016-10-08
EMP0274-20260913_210636,David,White,yharris@example.com,1973-02-25,+44(0)118 4960395,"30 Diane Branch
South Ann
S36 3AA",Male,Riverside Integrated Care NHS Trust,Asian,India,Dependent,Medical,SHO,Medicine & Acute Care,SHO,27.57,2025-04-04,2025-05-02,37.5,1.0,NMC,Fixed Term,Active,UP436680,2026-11-13,NY414872,2030-08-18,2027-03-25,2025-04-25
EMP0275-20260913_210636,Molly,Pearce,nigelblake@example.net,1991-01-07,02074960247,"Flat 44v
Mitchell Street
Cunninghamburgh
SG7 0DU",Female,Oakridge Community Services NHS Trust,Black,Jamaica,Skilled Worker,AHP,Physiologist,Surgery & Cancer,6,26.76,2017-12-30,2018-02-10,30.0,0.8,HCPC,Bank,Suspended,YU376767,2028-08-13,CB560170,2029-11-06,2026-10-24,2018-01-20
EMP0276-20260913_210636,Cameron,Savage,harry05@example.com,2001-05-19,+44121 4960010,"Studio 96
Marie Springs
East Shirleyfurt
PO3W 6UA",Male,Riverbank General Hospitals NHS Trust,Asian,Japan,British Citizen,Admin,Medical Secretary,Critical Care & Anaesthesia,4,17.76,2018-08-22,2018-10-03,15.0,0.4,NMC,Bank,Inactive,CV143797,2029-01-02,RF114803,2031-01-18,2027-01-13,2018-09-12
EMP0277-20260913_210636,Christine,Green,normanlydia@example.org,1969-01-26,020 7946 0182,"26 Smith Springs
North Abigailbury
B30 2FB",Female,Westborough Acute Care NHS Trust,Black,Trinidad and Tobago,British Citizen,AHP,Physiologist,Women & Children,6,23.66,2026-08-22,2026-09-19,37.5,1.0,NMC,Permanent,Suspended,RK085304,2028-11-14,CD789560,2030-09-11,2027-07-28,2026-09-12
EMP0278-20260913_210636,Lorraine,Lees,atkinsonchristopher@example.net,1974-05-20,01514960567,"Studio 38p
White Garden
Sheilahaven
KY07 1WJ",Male,Midlands Central Hospitals NHS Trust,Black,Barbados,British Citizen,Admin,Receptionist,Emergency & Urgent Care,3,13.53,2026-04-28,2026-05-26,15.0,0.4,GMC,Fixed Term,Active,FC066943,2028-12-21,EJ277364,2029-04-16,2026-11-29,2026-05-19
EMP0279-20260913_210636,Tony,Moore,clifford68@example.net,1999-07-18,0117 496 0987,"3 Griffiths Islands
East Iainside
DY8 3XN",Male,Riverbank General Hospitals NHS Trust,Mixed,Jamaica,Skilled Worker,AHP,Pharmacist,Critical Care & Anaesthesia,5,20.47,2023-02-16,2023-03-30,30.0,0.8,NMC,Fixed Term,On Leave,NG770983,2030-05-29,WI697109,2026-11-23,2027-06-06,2023-03-09
EMP0280-20260913_210636,Shane,Begum,millerkyle@example.net,2003-11-24,+44191 496 0890,"Flat 4
Irene Shoals
East Ben
N4J 0HN",Male,Eastfield Psychological Services NHS Trust,Mixed,United States,British Citizen,Medical,Registrar,Medicine & Acute Care,SPR,35.5,2019-04-30,2019-06-11,15.0,0.4,None,Fixed Term,Suspended,GS410564,2030-12-18,BE070661,2031-02-06,2026-11-24,2019-05-21
EMP0281-20260913_210636,Hannah,Fraser,helenanderson@example.org,2002-10-24,(0131)4960814,"382 Mohammed Cliff
Reestown
L02 0RQ",Male,Eastfield Psychological Services NHS Trust,Asian,Japan,Skilled Worker,AHP,Radiographer,Clinical Support Services,6,26.04,2020-10-05,2020-11-16,15.0,0.4,HCPC,Bank,Inactive,EK191488,2029-02-02,DN101444,2028-12-13,2027-07-09,2020-10-26
EMP0282-20260913_210636,Zoe,Richards,collinsmohamed@example.org,1991-01-30,+44(0)113 4960229,"Studio 2
Colin Burgs
West Janeland
L8S 8FY",Male,Broadfield Clinical Services NHS Trust,Mixed,Canada,Dependent,Admin,Medical Secretary,Surgery & Cancer,4,17.75,2024-05-18,2024-06-29,18.75,0.5,None,Fixed Term,Active,SZ546560,2027-05-14,DH535853,2026-09-28,2027-06-09,2024-06-08
EMP0283-20260913_210636,Nathan,Martin,gordon35@example.net,1960-12-01,+44(0)117 4960317,"179 Lewis Gateway
South Richardton
OX16 0RZ",Male,Westborough Acute Care NHS Trust,Mixed,United States,Skilled Worker,AHP,Physiotherapist,Medicine & Acute Care,6,24.37,2024-07-21,2024-08-25,18.75,0.5,GMC,Fixed Term,Inactive,FE225908,2029-01-05,MY770499,2027-10-04,2027-01-31,2024-08-11
EMP0284-20260913_210636,Natasha,Bibi,uturner@example.com,1964-06-03,(0118)4960410,"Studio 3
Jones Avenue
East Iainfurt
TF1E 9YL",Female,Horizon Integrated Health Partnership NHS Trust,Black,Jamaica,Skilled Worker,Medical,FY1/FY2,Emergency & Urgent Care,FY1,18.49,2016-10-10,2016-11-14,37.5,1.0,NMC,Permanent,On Leave,VE794078,2029-02-21,JJ837763,2028-11-05,2026-12-03,2016-10-31
EMP0285-20260913_210636,Scott,Jackson,oconnorrussell@example.org,2006-03-11,+44(0)29 2018726,"76 Price Highway
Chapmanstad
DT1 0AX",Male,Broadfield Clinical Services NHS Trust,Asian,India,Dependent,Medical,FY1/FY2,Surgery & Cancer,FY1,20.08,2021-07-28,2021-09-01,30.0,0.8,None,Fixed Term,Suspended,LJ802383,2029-06-02,KX773183,2031-04-07,2027-07-27,2021-08-18
EMP0286-20260913_210636,Jayne,West,emmasmart@example.net,1986-01-10,+441314960920,"Studio 70W
Peter Vista
Dunnfurt
B6S 3YG",Female,Westborough Acute Care NHS Trust,Asian,India,Skilled Worker,AHP,Physiotherapist,Women & Children,6,26.94,2017-10-30,2017-12-04,37.5,1.0,NMC,Fixed Term,On Leave,NG470746,2030-11-09,PH623242,2031-05-03,2027-06-13,2017-11-20
EMP0287-20260913_210636,Derek,White,katherine54@example.net,1969-12-11,(0909)8790930,"58 Paula Orchard
Bethburgh
E0 0WP",Male,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Canada,Dependent,Nursing,Senior Staff Nurse,Corporate Services,6,25.12,2018-03-09,2018-04-06,15.0,0.4,NMC,Permanent,Inactive,CD914701,2029-09-22,OI946770,2030-08-19,2026-09-30,2018-03-30
EMP0288-20260913_210636,Alan,White,nicola68@example.com,1983-07-20,01154960682,"96 Jeremy Isle
Gallaghertown
W47 0QF",Female,Southvale Hospitals NHS Trust,White,Australia,British Citizen,Medical,Consultant,Surgery & Cancer,CONS,60.78,2019-12-09,2020-01-20,30.0,0.8,NMC,Permanent,Suspended,FS134529,2028-08-22,AN645794,2030-01-04,2026-12-31,2019-12-30
