Employee ID,first_name,last_name,email,DOB,Telephone,Address,Gender,Trust,Ethnicity,Nationality,Visa Status,Staff Group,Role,Division,Ward,Grade,Salary,Hire Date,Contract Start,Weekly Hours,FTE,Registration Type,Contract Type,Employment Status,Registration Number,NI Number,Registration Expiry Date,DBS Expiry Date,Mandatory Training Completion Date,Mandatory Training Expiry Date,Profile Date
EMP0276,Sara,Wyatt,yjames@example.org,1961-01-02,029 2018 0930,"748 Allan Fort
Elliotland
E0 1TE",Male,Eastfield Psychological Services NHS Trust,Mixed,Australia,British Citizen,Nursing,Healthcare Assistant,Emergency & Urgent Care,Emergency Department,2,26462,2024-08-05,2024-09-09,18.75,0.5,None,Permanent,Suspended,ZR689381,UD314680,2029-03-18,2030-01-21,2025-10-18,2027-03-30,2024-08-26
EMP0277,Catherine,Lawrence,darren87@example.org,1979-02-10,+44(0)117 4960315,"Flat 71
Ryan Isle
West Craighaven
SE1 3DH",Female,Bluewater Community & Rehabilitation NHS Trust,Black,South Africa,Dependent,Nursing,Staff Nurse,Clinical Support Services,Radiology,5,42550,2023-12-24,2024-01-21,30.0,0.8,GMC,Bank,Suspended,VH105276,BJ208803,2029-10-11,2030-10-16,2026-07-31,2027-04-27,2024-01-14
EMP0278,Frederick,Fletcher,bennettmartyn@example.com,1966-11-18,+441184960261,"62 James Port
Lindseyland
E18 0JJ",Male,Meadowbrook Community Health NHS Trust,White,United Kingdom,British Citizen,Admin,Administrator,Critical Care & Anaesthesia,Pain Management,3,27651,2018-02-15,2018-03-22,30.0,0.8,HCPC,Permanent,On Leave,ZP846464,GO232537,2029-05-28,2027-08-13,2025-12-17,2027-03-15,2018-03-08
EMP0279,Amelia,Smith,burkejulia@example.com,1991-04-22,(0121) 4960873,"Studio 81
Rhodes Fort
Loweville
SM18 9NQ",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,China,Skilled Worker,AHP,Speech Therapist,Corporate Services,Finance,6,52019,2024-09-18,2024-10-30,18.75,0.5,NMC,Fixed Term,On Leave,BB035847,AQ751872,2031-05-08,2027-05-06,2026-07-02,2026-09-17,2024-10-09
EMP0280,Leslie,Hardy,patriciablack@example.com,1968-06-10,+44(0)3069990931,"Flat 8
Price Spur
South Hayleybury
PL8A 6QJ",Female,Greenhaven Acute & Specialist Care NHS Trust,White,Australia,Dependent,Nursing,Nursery Nurse,Medicine & Acute Care,Acute Medicine,2,25424,2024-05-25,2024-06-22,20.0,0.53,None,Permanent,Suspended,RR636307,NY759131,2028-02-08,2027-01-02,2026-08-26,2027-07-10,2024-06-15
EMP0281,Jessica,Campbell,bradley79@example.com,1966-08-18,+44118 496 0900,"Studio 32d
Joshua Mountains
Port Shannon
M9 3NR",Female,Bluewater Community & Rehabilitation NHS Trust,Asian,China,Skilled Worker,Medical,Registrar,Corporate Services,Facilities Management,SPR,69285,2021-05-25,2021-06-22,15.0,0.4,GMC,Fixed Term,On Leave,RY181555,IF691110,2029-11-21,2028-04-15,2026-01-30,2026-11-23,2021-06-15
EMP0282,Jordan,Burton,rgriffiths@example.net,1965-01-17,0117 496 0662,"8 Turner Isle
Smithborough
W55 3HN",Female,Meadowbrook Community Health NHS Trust,Black,Trinidad and Tobago,ILR,Admin,Administrator,Medicine & Acute Care,Dermatology,3,29243,2023-02-27,2023-04-03,18.75,0.5,GMC,Permanent,Inactive,RF166305,EE763738,2030-01-09,2029-02-02,2026-09-01,2026-11-30,2023-03-20
EMP0283,Jean,Barnes,colinwalsh@example.com,1985-03-27,01632 960308,"Studio 33C
Francesca Ridge
Lake Richardside
G6S 1HS",Female,Riverside Integrated Care NHS Trust,Asian,China,Skilled Worker,Medical,SHO,Clinical Support Services,Radiology,SHO,51838,2019-12-18,2020-01-29,18.75,0.5,HCPC,Permanent,Suspended,KC749499,GI285733,2030-10-27,2029-06-29,2026-08-03,2027-05-08,2020-01-08
EMP0284,Leon,Cameron,mauricerobinson@example.org,1982-06-08,+44(0)151 496 0799,"Studio 14f
Dorothy Turnpike
Curtisfort
BT4P 4PB",Male,Riverside Integrated Care NHS Trust,Asian,China,Skilled Worker,AHP,Occupational Therapist,Surgery & Cancer,ENT Surgery,6,48270,2022-05-04,2022-06-15,37.5,1.0,None,Permanent,Active,VW927626,OI034047,2026-09-16,2030-04-21,2026-05-05,2027-01-24,2022-05-25
EMP0285,Donna,Farrell,frussell@example.org,1972-01-09,(0306) 9990656,"2 Smith Stravenue
West Albert
WC7X 7NQ",Female,Valleyview Mental Wellness NHS Trust,Mixed,Nigeria,ILR,Medical,Consultant,Surgery & Cancer,Neurosurgery,CONS,98616,2017-01-04,2017-02-01,15.0,0.4,None,Permanent,On Leave,PK916792,WI202977,2030-06-21,2027-07-30,2026-01-19,2026-11-01,2017-01-25
EMP0286,Maureen,Marsden,hunterkathryn@example.org,1996-12-10,03069990891,"Studio 59
Johnson Pines
Geraldside
G9E 0EB",Male,Riverbank General Hospitals NHS Trust,Asian,China,ILR,AHP,Speech Therapist,Emergency & Urgent Care,Emergency Department,6,47987,2024-07-27,2024-08-24,18.75,0.5,NMC,Bank,Active,DP442800,CW635134,2028-11-21,2029-08-31,2025-11-21,2026-10-27,2024-08-17
EMP0287,Helen,Warren,jason79@example.com,2003-04-16,+44(0)20 7496 0441,"7 Kyle Shoals
Lake Paul
JE2B 1NF",Male,Midlands Central Hospitals NHS Trust,Black,Trinidad and Tobago,British Citizen,Admin,Receptionist,Critical Care & Anaesthesia,Intensive Care Unit,3,26581,2023-09-10,2023-10-15,15.0,0.4,HCPC,Permanent,Active,DC287079,BL867274,2027-07-22,2029-11-14,2025-10-15,2027-08-20,2023-10-01
EMP0288,Bethan,Green,cburrows@example.com,1998-10-14,+44(0)118 496 0753,"Studio 34
Marian Shore
Ruthview
NW6 1UB",Male,Eastfield Psychological Services NHS Trust,Mixed,United Kingdom,British Citizen,Nursing,Staff Nurse,Surgery & Cancer,Breast Surgery,5,41458,2017-01-01,2017-02-12,37.5,1.0,NMC,Fixed Term,Active,XK117468,BX224073,2030-07-05,2029-07-15,2025-10-08,2027-08-30,2017-01-22
EMP0289,Georgina,Poole,ewalker@example.org,1996-04-11,01174960896,"907 Mandy Falls
South Clifford
L3T 6WJ",Female,Lakeside District Hospitals NHS Trust,Black,Trinidad and Tobago,Dependent,Medical,GP,Corporate Services,IT Support,GP,99168,2021-08-25,2021-10-06,30.0,0.8,GMC,Permanent,Active,OO748846,IR054071,2028-12-05,2030-02-03,2025-10-26,2026-12-30,2021-09-15
EMP0290,Mohamed,Miah,guy16@example.com,1987-04-29,+4429 2018557,"399 Stewart Inlet
Port Timothyview
E98 4NF",Male,Oakridge Community Services NHS Trust,Black,Barbados,Skilled Worker,AHP,Occupational Therapist,Women & Children,Obstetrics,6,49254,2025-12-03,2026-01-07,37.5,1.0,HCPC,Bank,On Leave,ML001025,HO385555,2026-11-03,2030-04-03,2025-11-02,2027-04-17,2025-12-24
EMP0291,Maria,Reynolds,moorejosephine@example.com,1969-11-18,+44(0)29 2018 0603,"535 Lee Canyon
Benjaminfort
BR5 0UN",Female,Riverbank General Hospitals NHS Trust,Black,Trinidad and Tobago,Skilled Worker,Admin,Administrator,Surgery & Cancer,Breast Surgery,3,29833,2024-05-03,2024-06-14,15.0,0.4,HCPC,Fixed Term,On Leave,GZ142600,NK651853,2027-07-09,2029-05-07,2025-11-20,2027-02-25,2024-05-24
EMP0292,Danielle,Watson,keithrhodes@example.org,2003-11-23,(0116) 4960499,"Studio 11
Richards Mountains
Lake Charlie
ML98 1LU",Female,Westborough Acute Care NHS Trust,Asian,Thailand,British Citizen,Medical,SHO,Emergency & Urgent Care,Emergency Department,SHO,56975,2021-11-13,2021-12-11,15.0,0.4,NMC,Permanent,Active,ZI445562,PM128634,2027-10-08,2031-01-13,2026-07-19,2027-07-02,2021-12-04
EMP0293,Jeffrey,Cooper,johnsonleslie@example.net,2003-06-09,+44116 4960270,"2 Watson Branch
North Shannon
M47 1SH",Female,Valleyview Mental Wellness NHS Trust,Asian,India,British Citizen,Admin,Administrator,Medicine & Acute Care,Acute Medicine,3,28423,2025-09-22,2025-10-20,18.75,0.5,GMC,Bank,Suspended,HJ116286,LB005122,2028-03-14,2031-04-24,2026-06-13,2026-11-26,2025-10-13
EMP0294,Trevor,Williams,irenecooper@example.org,1993-06-04,01632 960 619,"594 Charlene Inlet
New Luke
SN2H 8AP",Male,Northshire University Hospitals NHS Trust,Black,Nigeria,ILR,Admin,Data Analyst,Surgery & Cancer,ENT Surgery,8A,55973,2022-06-03,2022-07-01,20.0,0.53,HCPC,Fixed Term,Suspended,HS336430,ST096609,2031-06-12,2026-10-17,2026-07-01,2027-06-14,2022-06-24
EMP0295,Caroline,Atkins,nathan99@example.org,1995-05-07,(0118)4960038,"Flat 9
Jones Unions
South Beth
SR0V 7SY",Female,Eastfield Psychological Services NHS Trust,Mixed,South Africa,Dependent,Medical,Registrar,Critical Care & Anaesthesia,Pain Management,SPR,70088,2022-11-09,2022-12-14,15.0,0.4,NMC,Permanent,Active,MY398888,YK486878,2031-04-22,2031-06-15,2026-09-02,2026-10-15,2022-11-30
EMP0296,Charlie,Howarth,natalie36@example.org,1971-04-20,+44(0)1632 960 387,"Flat 9
Norman Union
Rebeccaside
G0 7PT",Female,Eastfield Psychological Services NHS Trust,White,New Zealand,Dependent,AHP,Physiotherapist,Emergency & Urgent Care,Minor Injuries Unit,6,49440,2022-03-09,2022-04-06,15.0,0.4,NMC,Bank,Active,CU192129,LU443749,2028-05-12,2029-04-20,2026-06-15,2026-09-27,2022-03-30
EMP0297,Lorraine,Wheeler,brettwilkins@example.com,2005-07-22,(0909) 8790117,"507 Wayne Forges
South Hannahton
BH17 6GL",Female,Northshire University Hospitals NHS Trust,Black,Trinidad and Tobago,Skilled Worker,Nursing,Ward Manager,Corporate Services,Facilities Management,8A,58170,2019-11-20,2020-01-01,30.0,0.8,NMC,Permanent,Inactive,QU176121,JY834056,2028-07-27,2029-09-05,2026-08-25,2026-11-19,2019-12-11
EMP0298,Hollie,Stevenson,fthomson@example.net,2007-03-01,01164960056,"8 Pearce Junctions
Port Jeremystad
E0F 3LX",Male,Horizon Integrated Health Partnership NHS Trust,Black,Nigeria,British Citizen,AHP,Pharmacist,Women & Children,Obstetrics,5,37494,2016-12-28,2017-02-01,18.75,0.5,None,Fixed Term,On Leave,RF360316,KL702119,2030-01-17,2029-05-16,2026-08-18,2026-10-08,2017-01-18
EMP0299,Hilary,Hill,susanfinch@example.com,1971-10-16,0115 4960603,"Flat 86
Chelsea Curve
Port Ameliaport
FK2E 0SG",Male,Broadfield Clinical Services NHS Trust,Asian,Thailand,Skilled Worker,Medical,Consultant,Corporate Services,Facilities Management,CONS,136795,2025-09-28,2025-11-02,30.0,0.8,NMC,Bank,On Leave,JA113198,AW293572,2031-05-03,2029-03-14,2026-04-26,2027-04-09,2025-10-19
EMP0300,Carly,Singh,rachael65@example.com,2006-08-27,0118 496 0650,"Studio 34Y
Walker Isle
Wilsonburgh
N54 9UY",Female,Horizon Integrated Health Partnership NHS Trust,White,New Zealand,British Citizen,AHP,Physiotherapist,Medicine & Acute Care,General Surgery,6,46585,2022-05-28,2022-06-25,15.0,0.4,None,Fixed Term,Suspended,KQ976350,EY389210,2028-09-09,2031-07-13,2026-06-04,2027-01-23,2022-06-18
EMP0301,Lucy,Rees,nicholas04@example.com,2001-02-03,+44(0)114 4960608,"Flat 79
Samuel Place
South Chloeburgh
PL57 1GZ",Female,Oakridge Community Services NHS Trust,Asian,Japan,British Citizen,Medical,GP,Surgery & Cancer,Orthopaedics,GP,90974,2017-01-26,2017-03-02,15.0,0.4,None,Fixed Term,Inactive,EJ100663,WL445948,2027-10-14,2028-10-31,2026-08-18,2026-12-20,2017-02-16
EMP0302,Kimberley,Porter,margaret90@example.net,1996-01-16,+441214960521,"798 Derek Haven
Lake Stewart
N9 7LQ",Female,Eastmoor Teaching Hospitals NHS Trust,Asian,India,ILR,Admin,Receptionist,Emergency & Urgent Care,Emergency Department,3,30050,2021-05-15,2021-06-26,18.75,0.5,None,Permanent,Suspended,RJ245147,QF792465,2030-09-08,2027-04-05,2025-11-06,2027-07-15,2021-06-05
EMP0303,Ann,Harper,byrnetina@example.com,2000-09-03,+441314960423,"04 Oliver Island
East Ruthhaven
IG7X 5QE",Male,Valleyview Mental Wellness NHS Trust,White,Australia,British Citizen,Nursing,Ward Manager,Critical Care & Anaesthesia,Pain Management,8A,65007,2021-06-03,2021-07-01,20.0,0.53,NMC,Bank,Inactive,SO729043,JL596989,2027-06-03,2028-05-02,2026-04-13,2027-01-30,2021-06-24
EMP0304,Jessica,Davies,benpearson@example.com,2006-10-17,(0909) 8790431,"06 Steven Isle
New Katie
G8 0AF",Female,Oakridge Community Services NHS Trust,Asian,India,British Citizen,Admin,Receptionist,Clinical Support Services,Radiology,3,31268,2021-08-09,2021-09-13,37.5,1.0,None,Permanent,On Leave,LX687544,BI440606,2028-01-02,2030-09-17,2026-02-04,2026-09-20,2021-08-30
EMP0305,Terry,Martin,dennis47@example.com,1993-12-02,01914960868,"06 Adam Coves
Lake Leon
G9G 3LF",Female,Westmere Community Health NHS Trust,Asian,China,British Citizen,Nursing,Nursery Nurse,Surgery & Cancer,Colorectal Surgery,2,25059,2017-01-20,2017-02-17,18.75,0.5,None,Bank,Active,UK934615,RP794803,2029-10-16,2028-10-16,2026-07-20,2027-09-11,2017-02-10
EMP0306,Josephine,Shah,danielphillips@example.net,1997-08-01,+44117 496 0203,"3 Burns Island
Oliverfurt
S1 2SX",Male,Northwood Mental Health NHS Trust,Mixed,Thailand,British Citizen,AHP,Radiographer,Surgery & Cancer,General Surgery,6,44785,2019-09-05,2019-10-03,20.0,0.53,None,Bank,Suspended,PB699921,LY864206,2029-06-23,2030-08-03,2026-02-06,2027-07-16,2019-09-26
EMP0307,Valerie,Jones,terencehodgson@example.com,1984-03-22,+44(0)9098790778,"Flat 45
Teresa Parkway
Newmanburgh
G1W 1UE",Male,Southgate Community & Mental Health NHS Trust,Mixed,United States,Skilled Worker,Medical,Consultant,Clinical Support Services,Pathology,CONS,112619,2017-12-29,2018-02-09,30.0,0.8,NMC,Permanent,Active,UZ488168,CQ448467,2026-11-29,2030-12-14,2025-10-18,2027-01-28,2018-01-19
EMP0308,Sara,Harper,awilliams@example.com,2003-02-24,+44(0)20 74960298,"Studio 7
Sullivan Course
Lake Arthurhaven
M3H 1GW",Male,Riverside Integrated Care NHS Trust,Mixed,Kenya,British Citizen,Nursing,Nursery Nurse,Clinical Support Services,Physiotherapy,2,24200,2021-08-06,2021-09-03,18.75,0.5,None,Permanent,Suspended,GY995777,UM710145,2031-07-16,2029-10-20,2025-12-26,2027-03-25,2021-08-27
EMP0309,Amy,Murphy,miahaimee@example.net,1980-01-20,+44(0)1414960588,"Flat 37l
Clive Club
East Craig
WA0 4TB",Male,Horizon Integrated Health Partnership NHS Trust,Asian,Japan,ILR,AHP,Occupational Therapist,Clinical Support Services,Pharmacy,6,53512,2021-05-12,2021-06-23,37.5,1.0,HCPC,Permanent,Suspended,WD223843,WO618308,2028-10-13,2027-10-29,2026-04-21,2027-01-13,2021-06-02
EMP0310,Lindsey,Stokes,kellycallum@example.org,1967-03-23,+441414960673,"3 Jones Neck
North Lynn
DG7 5YP",Male,Southvale Hospitals NHS Trust,Mixed,Barbados,Skilled Worker,Medical,FY1/FY2,Medicine & Acute Care,Acute Medicine,FY1,36002,2025-03-20,2025-04-17,15.0,0.4,NMC,Fixed Term,Inactive,XM358348,QD170807,2029-01-23,2028-08-11,2026-06-26,2027-02-12,2025-04-10
EMP0311,Norman,Bray,jackshaw@example.com,1979-01-06,(0306) 9990857,"355 Katie Crossroad
West Rachael
TA6 6XQ",Female,Oakridge Community Services NHS Trust,Mixed,Nigeria,British Citizen,Nursing,Nursery Nurse,Surgery & Cancer,ENT Surgery,2,27973,2024-12-13,2025-01-24,18.75,0.5,None,Bank,On Leave,DN888317,KY374552,2029-12-07,2030-07-25,2025-09-29,2027-01-13,2025-01-03
EMP0312,Abbie,Evans,jacquelinehall@example.net,2005-08-18,+44(0)191 496 0464,"Flat 21
Stephen Plains
East Hugh
NE3R 0TG",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Jamaica,Skilled Worker,Medical,GP,Clinical Support Services,Physiotherapy,GP,90553,2026-08-03,2026-09-07,15.0,0.4,GMC,Fixed Term,Inactive,NE114138,HZ053969,2031-04-23,2027-06-08,2026-04-21,2027-02-01,2026-08-24
EMP0313,Maureen,Randall,zoe81@example.com,2000-08-13,+44(0)909 879 0786,"Studio 43K
Mathew Park
Karlport
CW3W 1DG",Female,Midlands Central Hospitals NHS Trust,Asian,Japan,Dependent,Medical,Registrar,Women & Children,Obstetrics,SPR,78023,2021-03-11,2021-04-08,18.75,0.5,GMC,Bank,Suspended,XN348769,HD060405,2028-07-04,2031-09-01,2026-02-22,2027-01-22,2021-04-01
EMP0314,Douglas,White,bjohnson@example.org,1991-03-02,+44(0)121 496 0192,"Flat 60e
Vincent Circle
Port Sandraview
EN24 7ZB",Female,Riverbank General Hospitals NHS Trust,Black,Jamaica,ILR,AHP,Pharmacist,Corporate Services,Human Resources,5,42872,2025-04-29,2025-06-03,15.0,0.4,NMC,Fixed Term,Suspended,ER220738,ND930428,2030-06-08,2029-03-22,2025-09-26,2027-05-31,2025-05-20
EMP0315,Kenneth,Hope,berryeric@example.com,1976-04-07,(0113) 496 0869,"21 Townsend Views
New Ritaland
KY2V 5LY",Male,Lakeside District Hospitals NHS Trust,Asian,China,ILR,Medical,FY1/FY2,Clinical Support Services,Pathology,FY1,41468,2022-10-08,2022-11-05,37.5,1.0,HCPC,Fixed Term,On Leave,OI390905,GU608612,2030-07-20,2031-01-28,2026-02-22,2026-10-27,2022-10-29
EMP0316,George,Williams,hendersonlisa@example.net,2005-05-18,+44306 999 0195,"Studio 63
Gareth Heights
Kentbury
N85 7LU",Male,Westmere Community Health NHS Trust,Asian,Thailand,Skilled Worker,Nursing,Healthcare Assistant,Medicine & Acute Care,Cardiology,2,27920,2020-10-20,2020-11-24,15.0,0.4,GMC,Bank,Inactive,IB846395,AZ409590,2030-05-06,2029-03-04,2026-01-04,2027-03-30,2020-11-10
EMP0317,Garry,Thorpe,smithdennis@example.com,1972-05-20,01144960790,"8 Scott Harbors
West Benjaminport
SM4M 3AY",Female,Eastmoor Teaching Hospitals NHS Trust,Mixed,Barbados,British Citizen,Nursing,Healthcare Assistant,Women & Children,Postnatal Care,2,25754,2024-02-13,2024-03-19,37.5,1.0,None,Bank,Suspended,EK002380,HZ109651,2031-05-17,2028-07-06,2025-11-10,2027-03-17,2024-03-05
EMP0318,Jeffrey,May,blackfrank@example.net,1974-06-15,0141 496 0574,"Studio 2
Griffiths Terrace
Lake Charlotteland
BH1X 9JE",Male,Bluewater Community & Rehabilitation NHS Trust,Black,Ghana,British Citizen,Nursing,Nursery Nurse,Emergency & Urgent Care,Emergency Department,2,27819,2026-03-01,2026-03-29,37.5,1.0,NMC,Fixed Term,Suspended,KQ874509,NK956671,2029-03-21,2030-07-29,2026-08-25,2027-02-03,2026-03-22
EMP0319,Wendy,Glover,leesjessica@example.org,1998-01-12,+44(0)909 8790381,"76 Price Neck
New Jenna
MK7W 6TT",Male,Eastmoor Teaching Hospitals NHS Trust,Black,Jamaica,Skilled Worker,Nursing,Nursery Nurse,Women & Children,Gynaecology,2,26735,2018-03-13,2018-04-24,37.5,1.0,None,Fixed Term,On Leave,GZ676528,RB599032,2030-04-15,2028-05-05,2026-05-08,2026-11-20,2018-04-03
EMP0320,Stephen,Russell,marcus46@example.org,1980-03-03,+44(0)117 496 0445,"Flat 4
Charlene Skyway
South Joanne
E16 9FD",Male,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Canada,British Citizen,Admin,Administrator,Women & Children,Postnatal Care,3,31530,2019-10-11,2019-11-15,20.0,0.53,None,Bank,Suspended,KP659513,BW699989,2030-10-06,2028-02-11,2026-09-08,2027-01-15,2019-11-01
EMP0321,Helen,Fleming,maureen93@example.com,1977-12-26,+44(0)115 496 0079,"Studio 56
Jay Mountain
Whiteport
BS4N 1RL",Male,Horizon Integrated Health Partnership NHS Trust,Mixed,Ghana,Dependent,Medical,GP,Critical Care & Anaesthesia,Anaesthesia,GP,115076,2023-08-02,2023-09-13,37.5,1.0,None,Fixed Term,On Leave,WS592787,VK686827,2028-07-23,2030-06-01,2026-06-19,2026-10-16,2023-08-23
EMP0322,Naomi,Jenkins,ben92@example.org,1995-09-17,+44(0)113 4960474,"12 Scott Shore
New Bethanyfort
B13 4QA",Female,Bluewater Community & Rehabilitation NHS Trust,White,Australia,British Citizen,Nursing,Ward Manager,Medicine & Acute Care,Rheumatology,8A,59503,2020-11-19,2020-12-31,30.0,0.8,HCPC,Fixed Term,Active,JX593961,JQ830051,2028-09-02,2029-05-23,2026-04-02,2027-07-31,2020-12-10
EMP0323,Peter,Kemp,wardpamela@example.com,2008-09-11,+44808 1570175,"30 Middleton Junction
Jacquelinemouth
GY00 4PE",Female,Eastmoor Teaching Hospitals NHS Trust,Mixed,Ghana,Dependent,Nursing,Healthcare Assistant,Surgery & Cancer,Breast Surgery,2,24247,2020-06-26,2020-08-07,20.0,0.53,NMC,Fixed Term,Active,ZX850059,XW872840,2028-06-03,2029-11-17,2025-10-05,2026-12-26,2020-07-17
EMP0324,Ashleigh,Ward,leanne17@example.com,1976-04-24,0118 4960013,"956 Roger Unions
New Geraldburgh
L4B 7FG",Female,Bluewater Community & Rehabilitation NHS Trust,Black,South Africa,British Citizen,AHP,Physiologist,Corporate Services,Communications,6,46440,2022-08-03,2022-09-07,37.5,1.0,HCPC,Fixed Term,On Leave,TB046944,PL749960,2028-08-16,2028-06-21,2025-09-25,2026-11-25,2022-08-24
EMP0325,Bethan,Lord,wadams@example.net,1986-12-28,(0161) 4960779,"Studio 18o
Russell Spur
Lydiahaven
RG13 3US",Female,Northshire University Hospitals NHS Trust,Mixed,United States,British Citizen,Nursing,Charge Nurse,Emergency & Urgent Care,Emergency Department,7,57560,2022-03-16,2022-04-20,37.5,1.0,HCPC,Permanent,Suspended,OS805478,IQ205120,2026-11-20,2029-02-15,2026-07-21,2026-10-07,2022-04-06
EMP0326,Gary,Donnelly,jacquelinedavies@example.org,1969-08-25,(0141)4960712,"7 Singh Tunnel
Port Rogerberg
B81 3BX",Male,Oakridge Community Services NHS Trust,Asian,Japan,Skilled Worker,Medical,GP,Medicine & Acute Care,General Surgery,GP,113360,2025-09-30,2025-11-11,15.0,0.4,None,Fixed Term,Suspended,NX582997,QS250700,2029-02-09,2030-11-29,2026-05-27,2026-10-30,2025-10-21
EMP0327,Leanne,Brown,sthomas@example.org,2007-02-18,+44(0)292018533,"74 Alex Hills
Lake Gavin
N0 2NS",Female,Northwood Mental Health NHS Trust,Mixed,Canada,British Citizen,Admin,Medical Secretary,Corporate Services,Communications,4,32385,2019-03-15,2019-04-26,20.0,0.53,HCPC,Bank,Active,AS911127,TW235882,2027-07-03,2031-06-05,2026-06-21,2027-06-19,2019-04-05
EMP0328,Emma,Cross,owenricky@example.net,1990-05-01,+44(0)118 4960229,"598 Iain Streets
Michaelborough
HU5B 7RD",Female,Hillcrest Medical Centres NHS Trust,Asian,China,Skilled Worker,Admin,Data Analyst,Critical Care & Anaesthesia,Pain Management,8A,68819,2021-04-26,2021-06-07,20.0,0.53,HCPC,Bank,Suspended,WT837474,IC696590,2030-05-12,2031-08-31,2026-09-04,2027-03-03,2021-05-17
EMP0329,Lynda,Patel,kerrygill@example.com,2008-03-09,+4429 2018911,"957 McCarthy Keys
Port Marc
SG50 1UA",Female,Southgate Community & Mental Health NHS Trust,Mixed,Australia,ILR,Admin,Data Analyst,Surgery & Cancer,General Surgery,8A,57701,2016-11-04,2016-12-02,15.0,0.4,HCPC,Fixed Term,On Leave,QU465613,JR214264,2028-06-30,2031-02-10,2026-05-30,2027-07-11,2016-11-25
EMP0330,Michelle,Skinner,carterlynda@example.com,1996-04-02,+44(0)20 74960643,"Studio 5
Barnes Mountain
Richardsonborough
N7K 3ZL",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Kenya,British Citizen,AHP,Speech Therapist,Critical Care & Anaesthesia,Anaesthesia,6,46367,2017-06-05,2017-07-10,18.75,0.5,HCPC,Permanent,Suspended,XC947756,IW797001,2029-04-28,2028-06-08,2026-02-25,2027-07-12,2017-06-26
EMP0331,Andrew,Smith,wendy88@example.net,1964-05-20,+44(0)1632960794,"Studio 2
Wallace Key
Port Kevin
CM8 6BX",Male,Riverside Integrated Care NHS Trust,Asian,China,Dependent,Admin,Administrator,Critical Care & Anaesthesia,Intensive Care Unit,3,29550,2026-07-26,2026-08-30,30.0,0.8,NMC,Permanent,Suspended,AD668672,AX978955,2028-06-26,2030-03-02,2025-09-16,2026-10-31,2026-08-16
EMP0332,Jane,Kay,holdenclifford@example.org,1968-04-28,+44141 4960863,"Studio 15l
Janet River
Lake Frances
NG33 1LJ",Female,Southvale Hospitals NHS Trust,Asian,China,ILR,Medical,GP,Corporate Services,Human Resources,GP,109482,2019-12-24,2020-02-04,37.5,1.0,GMC,Fixed Term,Active,JJ662611,QT385394,2026-10-19,2027-05-17,2026-01-30,2027-06-28,2020-01-14
EMP0333,Michael,Clarke,kbarton@example.net,2003-05-14,(0151) 4960113,"Flat 64
Williams Ports
Port Ricky
S1 8NN",Female,Westmere Community Health NHS Trust,Asian,India,Skilled Worker,AHP,Occupational Therapist,Women & Children,Paediatrics,6,49042,2025-04-22,2025-06-03,30.0,0.8,NMC,Permanent,Suspended,NS594031,RQ420692,2028-05-28,2031-01-29,2026-03-31,2027-03-21,2025-05-13
EMP0334,Jade,Williams,mauriceharrison@example.org,1981-04-14,(0115) 496 0590,"22 Lisa Orchard
Millerchester
N90 6PW",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Trinidad and Tobago,Dependent,Admin,Receptionist,Medicine & Acute Care,Acute Medicine,3,31230,2026-01-19,2026-03-02,37.5,1.0,None,Fixed Term,Active,YC061147,HY050070,2030-05-12,2031-04-01,2025-10-05,2027-09-10,2026-02-09
EMP0335,Lesley,Williams,deanwilkinson@example.net,2001-07-21,(029)2018326,"9 Crawford Lodge
Geoffreyland
M8B 4HP",Female,Horizon Integrated Health Partnership NHS Trust,Black,Kenya,ILR,AHP,Physiotherapist,Surgery & Cancer,General Surgery,6,48446,2022-04-10,2022-05-22,18.75,0.5,HCPC,Permanent,Suspended,CY428445,ZJ094323,2027-05-21,2028-11-13,2026-05-20,2027-08-12,2022-05-01
EMP0336,Jodie,Butler,zspencer@example.net,1998-04-05,+44(0)1914960428,"712 Whitehouse Island
Port Paula
HX2E 7FP",Female,Valleyview Mental Wellness NHS Trust,White,New Zealand,Dependent,Medical,GP,Women & Children,Obstetrics,GP,113727,2024-10-16,2024-11-27,15.0,0.4,GMC,Bank,Inactive,WF520171,FY368912,2031-05-29,2031-01-01,2026-05-20,2026-11-08,2024-11-06
EMP0337,Gerard,Kay,carolethomas@example.org,1972-06-24,(0909) 8790731,"5 Craig Junctions
Bowenburgh
HU60 1BJ",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,South Africa,British Citizen,Medical,Consultant,Critical Care & Anaesthesia,Intensive Care Unit,CONS,114305,2023-05-06,2023-06-17,20.0,0.53,HCPC,Bank,On Leave,ZH082700,ZL657430,2026-10-10,2030-08-30,2025-10-18,2027-05-02,2023-05-27
