booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00000726-20260916_215328,2027-01-20,06:45:00,11:45:00,Riverside Integrated Care NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Pharmacist,Physiologist,6,22.56,28.21,EMP0483-20260916_215328,Mr Christian Thompson,Specialist Skills Required,2026-01-22
BR-00000727-20260916_215328,2026-12-07,17:30:00,19:30:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0660-20260916_215328,Steven Allan,Night Shift Cover,2024-11-03
BR-00000728-20260916_215328,2026-11-03,14:30:00,18:30:00,Westborough Acute Care NHS Trust,Medical,Oncology,Medicine & Acute Care,Registrar,Consultant,CONS,48.72,71.79,EMP0682-20260916_215328,Mr Charles Woods,Maternity Leave Cover,2025-09-09
BR-00000729-20260916_215328,2027-03-14,05:45:00,07:45:00,Westborough Acute Care NHS Trust,Medical,Orthopaedics,Surgery & Cancer,GP,GP,GP,46.15,61.54,EMP0799-20260916_215328,Miss Kimberley Winter,Ward Capacity Increase,2024-11-12
BR-00000730-20260916_215328,2025-12-31,11:00:00,19:00:00,Southvale Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,GP,FY1/FY2,FY1,18.46,21.54,EMP0321-20260916_215328,Ms Georgia Quinn,Increased Patient Demand,2024-12-12
BR-00000731-20260916_215328,2027-08-01,22:45:00,07:45:00,Southvale Hospitals NHS Trust,AHP,Obstetrics,Women & Children,Physiologist,Radiographer,6,22.56,28.21,EMP0849-20260916_215328,Molly West,Ward Capacity Increase,2025-07-16
BR-00000732-20260916_215328,2026-05-05,05:15:00,14:15:00,Northwood Mental Health NHS Trust,AHP,Physiotherapy,Clinical Support Services,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0290-20260916_215328,Stanley Perry,Training Cover,2024-09-19
BR-00000733-20260916_215328,2027-07-22,03:15:00,04:15:00,Riverside Integrated Care NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP0538-20260916_215328,Dr Valerie Chandler,Emergency Cover,2026-01-27
BR-00000734-20260916_215328,2025-11-28,23:00:00,05:00:00,Valleyview Mental Wellness NHS Trust,Medical,IT Support,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0256-20260916_215328,Mr Vincent Hill,Study Leave Cover,2026-04-19
BR-00000735-20260916_215328,2026-02-28,13:30:00,15:30:00,Hillcrest Medical Centres NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,SHO,SHO,23.08,30.77,EMP0866-20260916_215328,Lynda Carpenter,New Service Requirement,2025-10-11
BR-00000736-20260916_215328,2026-03-05,06:00:00,08:00:00,Southvale Hospitals NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Administrator,3,13.33,16.41,EMP0050-20260916_215328,Julia Summers-Parker,Study Leave Cover,2026-09-12
BR-00000737-20260916_215328,2025-11-23,18:45:00,21:45:00,Hillcrest Medical Centres NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Receptionist,Data Analyst,8A,28.21,35.9,EMP0127-20260916_215328,Miss Emily Green,New Service Requirement,2026-02-23
BR-00000738-20260916_215328,2027-05-18,00:45:00,06:45:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0279-20260916_215328,Mr Adrian Fowler,Study Leave Cover,2026-05-26
BR-00000739-20260916_215328,2027-08-05,00:45:00,07:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Orthopaedics,Surgery & Cancer,FY1/FY2,GP,GP,46.15,61.54,EMP0409-20260916_215328,Dr Terence Armstrong,Annual Leave Cover,2025-09-07
BR-00000740-20260916_215328,2025-11-24,11:15:00,12:15:00,Westmere Community Health NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,GP,Registrar,SPR,33.33,43.59,EMP1022-20260916_215328,Hazel Ahmed-Jones,Staff Redeployment,2025-09-13
BR-00000741-20260916_215328,2026-06-12,22:00:00,10:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Obstetrics,Women & Children,SHO,Registrar,SPR,33.33,43.59,EMP1027-20260916_215328,Donald Hunter,Night Shift Cover,2026-02-26
BR-00000742-20260916_215328,2026-06-09,07:00:00,08:00:00,Southvale Hospitals NHS Trust,Medical,Neurosurgery,Surgery & Cancer,GP,FY1/FY2,FY1,18.46,21.54,EMP0015-20260916_215328,Vincent Fletcher,Staff Redeployment,2025-10-07
BR-00000743-20260916_215328,2027-08-03,03:15:00,04:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Infectious Diseases,Medicine & Acute Care,GP,Consultant,CONS,48.72,71.79,EMP0368-20260916_215328,Dr Annette Smith,Increased Patient Demand,2026-01-17
BR-00000744-20260916_215328,2027-08-25,12:30:00,13:30:00,Oakridge Community Services NHS Trust,Admin,Nephrology,Medicine & Acute Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0589-20260916_215328,Ms Hazel Brooks,Annual Leave Cover,2026-03-06
BR-00000745-20260916_215328,2027-04-03,03:45:00,08:45:00,Westmere Community Health NHS Trust,Medical,Radiology,Clinical Support Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0386-20260916_215328,Stephen Spencer,Staff Redeployment,2024-09-18
BR-00000746-20260916_215328,2027-02-15,13:30:00,21:30:00,Lakeside District Hospitals NHS Trust,Nursing,Cardiology,Medicine & Acute Care,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0182-20260916_215328,Mr Jeremy Morgan,Unexpected Absence,2026-01-03
BR-00000747-20260916_215328,2026-03-19,01:00:00,10:00:00,Riverside Integrated Care NHS Trust,Medical,Physiotherapy,Clinical Support Services,Consultant,GP,GP,46.15,61.54,EMP0370-20260916_215328,Miss Ruth Patel,Emergency Cover,2026-01-04
BR-00000748-20260916_215328,2027-07-21,22:30:00,02:30:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0417-20260916_215328,Melanie Sheppard,Study Leave Cover,2024-10-29
BR-00000749-20260916_215328,2027-08-10,09:00:00,10:00:00,Broadfield Clinical Services NHS Trust,Admin,Gynaecology,Women & Children,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP1183-20260916_215328,Lynn Sutton-Webb,Sickness Cover,2025-05-01
BR-00000750-20260916_215328,2027-01-20,01:15:00,07:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Radiology,Clinical Support Services,Medical Secretary,Administrator,3,13.33,16.41,EMP0474-20260916_215328,Dawn Cook,Staff Shortage,2025-09-18
BR-00000751-20260916_215328,2026-12-29,17:45:00,19:45:00,Oakridge Community Services NHS Trust,AHP,Rheumatology,Medicine & Acute Care,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0119-20260916_215328,Timothy Roberts,Sickness Cover,2025-03-31
BR-00000752-20260916_215328,2026-08-22,19:00:00,06:00:00,Northwood Mental Health NHS Trust,AHP,Physiotherapy,Clinical Support Services,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0934-20260916_215328,Janet Morgan,Operational Requirement,2026-05-25
BR-00000753-20260916_215328,2027-08-17,20:00:00,21:00:00,Meadowbrook Community Health NHS Trust,AHP,Finance,Corporate Services,Radiographer,Pharmacist,5,18.97,23.08,EMP0979-20260916_215328,Shaun Naylor,Emergency Cover,2025-07-29
BR-00000754-20260916_215328,2025-12-16,23:45:00,08:45:00,Westborough Acute Care NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1032-20260916_215328,Brandon Cox,Additional Patient Safety Cover,2025-09-29
BR-00000755-20260916_215328,2026-01-01,06:15:00,16:15:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Communications,Corporate Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0843-20260916_215328,Kathryn Green,Study Leave Cover,2024-09-27
BR-00000756-20260916_215328,2026-07-22,15:15:00,19:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Postnatal Care,Women & Children,Medical Secretary,Administrator,3,13.33,16.41,EMP0716-20260916_215328,Sharon Ward,Unexpected Absence,2024-12-12
BR-00000757-20260916_215328,2026-03-16,18:30:00,02:30:00,Riverside Integrated Care NHS Trust,Nursing,IT Support,Corporate Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0263-20260916_215328,Catherine Clark,Additional Patient Safety Cover,2026-07-22
BR-00000758-20260916_215328,2026-07-01,00:00:00,12:00:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Finance,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0746-20260916_215328,Kayleigh Wright,Increased Patient Demand,2026-03-12
BR-00000759-20260916_215328,2027-01-04,10:45:00,19:45:00,Riverbank General Hospitals NHS Trust,AHP,Breast Surgery,Surgery & Cancer,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0406-20260916_215328,Dr Trevor Smith,Unexpected Absence,2024-11-07
BR-00000760-20260916_215328,2027-02-27,09:00:00,10:00:00,Riverbank General Hospitals NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0016-20260916_215328,Aaron Edwards,Weekend Cover,2025-01-14
BR-00000761-20260916_215328,2027-05-07,01:45:00,10:45:00,Northwood Mental Health NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0477-20260916_215328,Marc Black,Training Cover,2026-07-28
BR-00000762-20260916_215328,2026-03-01,18:45:00,00:45:00,Hillcrest Medical Centres NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0570-20260916_215328,Mr Joel Roberts,Ward Capacity Increase,2025-08-31
BR-00000763-20260916_215328,2027-01-15,08:15:00,16:15:00,Southvale Hospitals NHS Trust,Nursing,Neurosurgery,Surgery & Cancer,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0618-20260916_215328,Charlie Evans,Annual Leave Cover,2026-05-13
BR-00000764-20260916_215328,2027-08-24,12:15:00,00:15:00,Meadowbrook Community Health NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Consultant,SHO,SHO,23.08,30.77,EMP1060-20260916_215328,Dr Lewis Watts,Operational Requirement,2025-01-11
BR-00000765-20260916_215328,2026-01-23,01:30:00,08:30:00,Riverside Integrated Care NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Physiologist,Radiographer,6,22.56,28.21,EMP0487-20260916_215328,Mrs Sylvia Stewart,Ward Capacity Increase,2026-05-11
BR-00000766-20260916_215328,2026-02-20,08:15:00,17:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Pharmacy,Clinical Support Services,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0605-20260916_215328,Sylvia Griffiths-Grant,Study Leave Cover,2025-03-26
BR-00000767-20260916_215328,2026-10-12,14:45:00,17:45:00,Westborough Acute Care NHS Trust,AHP,Physiotherapy,Clinical Support Services,Occupational Therapist,Pharmacist,5,18.97,23.08,EMP0455-20260916_215328,Nicole Richards,Staff Shortage,2024-12-22
BR-00000768-20260916_215328,2026-04-28,03:45:00,07:45:00,Riverbank General Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Data Analyst,Administrator,3,13.33,16.41,EMP0828-20260916_215328,Mrs Brenda Anderson,High Acuity Patients,2024-11-20
BR-00000769-20260916_215328,2027-06-29,03:00:00,15:00:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Administrator,Medical Secretary,4,15.38,19.49,EMP0864-20260916_215328,Rachael Adams,Increased Patient Demand,2025-06-15
BR-00000770-20260916_215328,2027-06-20,07:00:00,12:00:00,Eastfield Psychological Services NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP0996-20260916_215328,Gary Davies,Ward Capacity Increase,2025-12-03
BR-00000771-20260916_215328,2027-01-29,07:45:00,15:45:00,Lakeside District Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0718-20260916_215328,Trevor Cooke,Annual Leave Cover,2025-09-17
BR-00000772-20260916_215328,2027-05-25,21:15:00,02:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Pathology,Clinical Support Services,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0328-20260916_215328,Nigel Fowler,Night Shift Cover,2025-03-07
BR-00000773-20260916_215328,2026-11-18,16:15:00,02:15:00,Westborough Acute Care NHS Trust,Admin,Postnatal Care,Women & Children,Administrator,Administrator,3,13.33,16.41,EMP0555-20260916_215328,Kyle Collins,Operational Requirement,2025-09-29
BR-00000774-20260916_215328,2025-12-14,07:00:00,14:00:00,Midlands Central Hospitals NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,FY1/FY2,Consultant,CONS,48.72,71.79,EMP1150-20260916_215328,Dr Tom Watts,Planned Leave Cover,2025-09-11
BR-00000775-20260916_215328,2027-05-04,22:30:00,06:30:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Postnatal Care,Women & Children,Registrar,Consultant,CONS,48.72,71.79,EMP1084-20260916_215328,Jayne Williams,Unexpected Absence,2025-10-19
BR-00000776-20260916_215328,2027-03-03,09:30:00,19:30:00,Meadowbrook Community Health NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Nursery Nurse,Nursery Nurse,2,12.31,14.36,EMP0920-20260916_215328,Dr Suzanne Davies,Sickness Cover,2025-08-08
BR-00000777-20260916_215328,2025-10-08,10:30:00,12:30:00,Horizon Integrated Health Partnership NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0296-20260916_215328,Andrew Wright,Increased Patient Demand,2024-09-28
BR-00000778-20260916_215328,2026-05-17,05:00:00,17:00:00,Southgate Community & Mental Health NHS Trust,AHP,Paediatrics,Women & Children,Physiologist,Physiologist,6,22.56,28.21,EMP0218-20260916_215328,Jean Richardson,Training Cover,2025-11-14
BR-00000779-20260916_215328,2027-05-29,15:00:00,21:00:00,Lakeside District Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Receptionist,Data Analyst,8A,28.21,35.9,EMP0944-20260916_215328,Ian Moore,New Service Requirement,2025-05-19
BR-00000780-20260916_215328,2026-11-17,09:30:00,21:30:00,Hillcrest Medical Centres NHS Trust,Admin,Dermatology,Medicine & Acute Care,Receptionist,Medical Secretary,4,15.38,19.49,EMP1190-20260916_215328,Laura Peacock,Planned Leave Cover,2024-09-21
BR-00000781-20260916_215328,2026-08-20,05:15:00,11:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0172-20260916_215328,Tom Evans,Bank Holiday Cover,2025-03-19
BR-00000782-20260916_215328,2026-03-24,16:15:00,00:15:00,Westborough Acute Care NHS Trust,Medical,ENT Surgery,Surgery & Cancer,Consultant,Consultant,CONS,48.72,71.79,EMP0786-20260916_215328,Lauren Davey,Increased Patient Demand,2025-05-27
BR-00000783-20260916_215328,2026-12-28,19:45:00,00:45:00,Northshire University Hospitals NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0987-20260916_215328,Dr Steven Gardner,Increased Patient Demand,2025-08-28
BR-00000784-20260916_215328,2026-05-09,20:45:00,02:45:00,Riverbank General Hospitals NHS Trust,Medical,Facilities Management,Corporate Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0466-20260916_215328,Georgia Burrows-Walters,Operational Requirement,2026-01-16
BR-00000785-20260916_215328,2027-03-05,14:15:00,20:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0728-20260916_215328,Dr Bethany Kaur,New Service Requirement,2026-02-23
BR-00000786-20260916_215328,2027-09-09,14:45:00,19:45:00,Broadfield Clinical Services NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0756-20260916_215328,Dr Beverley Grant,Bank Holiday Cover,2026-08-28
BR-00000787-20260916_215328,2027-07-12,03:15:00,13:15:00,Midlands Central Hospitals NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0083-20260916_215328,Marcus Archer-Patel,Bank Holiday Cover,2025-06-15
BR-00000788-20260916_215328,2025-12-26,05:45:00,06:45:00,Hillcrest Medical Centres NHS Trust,Admin,Infectious Diseases,Medicine & Acute Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0238-20260916_215328,Christine Davies-Saunders,Ward Capacity Increase,2024-10-26
BR-00000789-20260916_215328,2025-11-04,02:30:00,06:30:00,Riverbank General Hospitals NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0320-20260916_215328,Claire Wilson,Weekend Cover,2026-05-09
BR-00000790-20260916_215328,2026-10-08,02:45:00,09:45:00,Riverside Integrated Care NHS Trust,Admin,Facilities Management,Corporate Services,Administrator,Administrator,3,13.33,16.41,EMP0443-20260916_215328,Dr Sharon Thomas,Sickness Cover,2026-01-10
BR-00000791-20260916_215328,2027-06-06,22:00:00,10:00:00,Riverside Integrated Care NHS Trust,Medical,Gynaecology,Women & Children,FY1/FY2,SHO,SHO,23.08,30.77,EMP0040-20260916_215328,Shannon Holland,Staff Redeployment,2025-05-11
BR-00000792-20260916_215328,2025-10-04,19:45:00,05:45:00,Midlands Central Hospitals NHS Trust,AHP,Cardiology,Medicine & Acute Care,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0856-20260916_215328,Ms Janet Ford,New Service Requirement,2025-11-19
BR-00000793-20260916_215328,2026-09-17,09:00:00,19:00:00,Westborough Acute Care NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,SHO,Registrar,SPR,33.33,43.59,EMP0558-20260916_215328,Dr Benjamin Byrne,Weekend Cover,2026-02-14
BR-00000794-20260916_215328,2027-05-27,23:00:00,05:00:00,Westmere Community Health NHS Trust,AHP,Finance,Corporate Services,Physiotherapist,Radiographer,6,22.56,28.21,EMP0413-20260916_215328,Declan Rose,Bank Holiday Cover,2025-01-08
BR-00000795-20260916_215328,2025-10-14,01:30:00,10:30:00,Eastfield Psychological Services NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Administrator,Receptionist,3,13.33,16.41,EMP0979-20260916_215328,Mrs Lynn Jarvis,Planned Leave Cover,2025-02-28
BR-00000796-20260916_215328,2026-10-30,07:30:00,12:30:00,Oakridge Community Services NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,SHO,FY1/FY2,FY1,18.46,21.54,EMP0049-20260916_215328,Miss Marian Ferguson,Specialist Skills Required,2024-10-08
BR-00000797-20260916_215328,2026-10-18,17:00:00,22:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,General Surgery,Surgery & Cancer,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0427-20260916_215328,Ms Lynne Walters,Emergency Cover,2026-09-12
BR-00000798-20260916_215328,2026-04-27,11:15:00,21:15:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0692-20260916_215328,Mr Danny Moore,Staff Redeployment,2026-08-05
BR-00000799-20260916_215328,2026-06-06,03:00:00,06:00:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Data Analyst,Administrator,3,13.33,16.41,EMP0199-20260916_215328,Victor Clayton-Curtis,Maternity Leave Cover,2025-10-30
BR-00000800-20260916_215328,2026-06-01,17:00:00,19:00:00,Lakeside District Hospitals NHS Trust,Admin,Oncology,Medicine & Acute Care,Administrator,Medical Secretary,4,15.38,19.49,EMP0596-20260916_215328,Miss Katy Owens,Planned Leave Cover,2026-06-08
BR-00000801-20260916_215328,2027-07-10,00:30:00,11:30:00,Northshire University Hospitals NHS Trust,AHP,Geriatrics,Medicine & Acute Care,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0798-20260916_215328,Mr Danny Brown,Staff Shortage,2026-07-20
BR-00000802-20260916_215328,2025-11-29,14:45:00,19:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Finance,Corporate Services,Registrar,Registrar,SPR,33.33,43.59,EMP1153-20260916_215328,Norman Page,Increased Patient Demand,2025-08-23
BR-00000803-20260916_215328,2027-08-23,01:45:00,03:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0486-20260916_215328,Shannon Burrows-Freeman,Unexpected Absence,2026-06-21
BR-00000804-20260916_215328,2027-06-15,04:00:00,07:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Acute Medicine,Medicine & Acute Care,GP,GP,GP,46.15,61.54,EMP0982-20260916_215328,Clifford Allen,Specialist Skills Required,2025-01-11
BR-00000805-20260916_215328,2026-05-23,23:45:00,08:45:00,Meadowbrook Community Health NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0446-20260916_215328,James Herbert,Annual Leave Cover,2024-12-30
BR-00000806-20260916_215328,2026-06-02,01:00:00,09:00:00,Broadfield Clinical Services NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,FY1/FY2,GP,GP,46.15,61.54,EMP1040-20260916_215328,Dr Justin Houghton,Sickness Cover,2026-02-04
BR-00000807-20260916_215328,2026-05-23,21:15:00,07:15:00,Valleyview Mental Wellness NHS Trust,Medical,ENT Surgery,Surgery & Cancer,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0464-20260916_215328,Dr Steven Smith,Planned Leave Cover,2026-09-11
BR-00000808-20260916_215328,2025-09-23,16:00:00,17:00:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,General Surgery,Medicine & Acute Care,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0301-20260916_215328,Dr Alan Bell,High Acuity Patients,2026-06-26
BR-00000809-20260916_215328,2026-04-01,10:30:00,22:30:00,Southvale Hospitals NHS Trust,Medical,Cardiology,Medicine & Acute Care,SHO,GP,GP,46.15,61.54,EMP0976-20260916_215328,Ann Hamilton,Planned Leave Cover,2026-01-19
BR-00000810-20260916_215328,2027-03-05,01:45:00,04:45:00,Bluewater Community & Rehabilitation NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Physiologist,Physiologist,6,22.56,28.21,EMP0505-20260916_215328,Dr Kieran Mellor,Maternity Leave Cover,2026-05-29
BR-00000811-20260916_215328,2026-01-24,20:30:00,00:30:00,Oakridge Community Services NHS Trust,Medical,Radiology,Clinical Support Services,GP,FY1/FY2,FY1,18.46,21.54,EMP0629-20260916_215328,Chloe John-Macdonald,Increased Patient Demand,2026-02-27
BR-00000812-20260916_215328,2027-06-01,11:15:00,21:15:00,Westmere Community Health NHS Trust,Medical,General Surgery,Surgery & Cancer,Registrar,Consultant,CONS,48.72,71.79,EMP0184-20260916_215328,Dr Andrea Powell,Training Cover,2025-05-07
BR-00000813-20260916_215328,2026-11-04,06:15:00,15:15:00,Meadowbrook Community Health NHS Trust,Medical,Dermatology,Medicine & Acute Care,Registrar,Registrar,SPR,33.33,43.59,EMP0985-20260916_215328,Louise Hutchinson,Operational Requirement,2026-08-16
BR-00000814-20260916_215328,2026-12-03,21:30:00,09:30:00,Broadfield Clinical Services NHS Trust,Medical,Gynaecology,Women & Children,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0702-20260916_215328,Mrs Hilary Price,Increased Patient Demand,2025-07-16
BR-00000815-20260916_215328,2027-02-01,06:00:00,17:00:00,Meadowbrook Community Health NHS Trust,Admin,Acute Medicine,Medicine & Acute Care,Administrator,Medical Secretary,4,15.38,19.49,EMP0919-20260916_215328,Norman Cooper-Brown,Staff Shortage,2025-03-14
BR-00000816-20260916_215328,2026-08-27,18:00:00,21:00:00,Northwood Mental Health NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0060-20260916_215328,Sheila Stephenson,Planned Leave Cover,2026-04-02
BR-00000817-20260916_215328,2026-08-05,19:30:00,21:30:00,Riverside Integrated Care NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0942-20260916_215328,Dr Norman Gray,Staff Redeployment,2024-12-28
BR-00000818-20260916_215328,2025-10-25,23:30:00,03:30:00,Northwood Mental Health NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Radiographer,Physiotherapist,6,22.56,28.21,EMP0784-20260916_215328,Cheryl Morgan,Study Leave Cover,2025-06-02
BR-00000819-20260916_215328,2027-05-04,04:30:00,12:30:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Infectious Diseases,Medicine & Acute Care,GP,SHO,SHO,23.08,30.77,EMP0585-20260916_215328,Dr Martyn Hewitt,Night Shift Cover,2025-10-09
BR-00000820-20260916_215328,2027-05-27,13:00:00,17:00:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Administrator,Administrator,3,13.33,16.41,EMP0591-20260916_215328,Victor Woods,Sickness Cover,2024-12-18
BR-00000821-20260916_215328,2026-07-07,16:30:00,03:30:00,Northshire University Hospitals NHS Trust,Medical,Neurosurgery,Surgery & Cancer,Consultant,GP,GP,46.15,61.54,EMP0309-20260916_215328,Mr Maurice Davies,Increased Patient Demand,2026-05-01
BR-00000822-20260916_215328,2027-02-28,08:30:00,12:30:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Speech Therapist,Physiologist,6,22.56,28.21,EMP1133-20260916_215328,Dr Owen Carroll,New Service Requirement,2025-12-27
BR-00000823-20260916_215328,2027-02-14,08:30:00,12:30:00,Southgate Community & Mental Health NHS Trust,Medical,Neurosurgery,Surgery & Cancer,Consultant,SHO,SHO,23.08,30.77,EMP0366-20260916_215328,Alice Nicholson,Sickness Cover,2026-04-25
BR-00000824-20260916_215328,2026-01-04,08:00:00,13:00:00,Horizon Integrated Health Partnership NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0226-20260916_215328,Michael Thomas,Staff Shortage,2025-09-11
BR-00000825-20260916_215328,2026-05-01,01:30:00,07:30:00,Riverbank General Hospitals NHS Trust,Medical,Finance,Corporate Services,SHO,Registrar,SPR,33.33,43.59,EMP1111-20260916_215328,Joan Hawkins-Shaw,Operational Requirement,2025-07-16
BR-00000826-20260916_215328,2025-12-06,01:45:00,03:45:00,Riverside Integrated Care NHS Trust,Admin,Communications,Corporate Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0728-20260916_215328,Dawn Williams-Thompson,Specialist Skills Required,2024-12-21
BR-00000827-20260916_215328,2027-07-06,13:30:00,18:30:00,Southvale Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0820-20260916_215328,Dr Michelle Stewart,Training Cover,2024-10-07
