booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00003110-20260916_214726,2026-12-09,13:15:00,18:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP0061-20260916_214726,Mr Christopher Barker,New Service Requirement,2026-08-04
BR-00003111-20260916_214726,2027-03-22,05:45:00,10:45:00,Westmere Community Health NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0978-20260916_214726,Dr Josh Holland,Ward Capacity Increase,2025-04-07
BR-00003112-20260916_214726,2026-10-30,15:00:00,22:00:00,Northshire University Hospitals NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Administrator,Receptionist,3,13.33,16.41,EMP0255-20260916_214726,Gareth Powell-Connolly,Additional Patient Safety Cover,2025-03-03
BR-00003113-20260916_214726,2025-09-19,22:30:00,06:30:00,Meadowbrook Community Health NHS Trust,Nursing,Radiology,Clinical Support Services,Ward Manager,Senior Staff Nurse,6,22.56,28.21,EMP1042-20260916_214726,Harry Smith,Weekend Cover,2026-08-01
BR-00003114-20260916_214726,2026-11-07,17:45:00,00:45:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Obstetrics,Women & Children,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0235-20260916_214726,Barbara Taylor,Study Leave Cover,2025-12-22
BR-00003115-20260916_214726,2027-01-09,14:00:00,22:00:00,Westborough Acute Care NHS Trust,Nursing,Rheumatology,Medicine & Acute Care,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0369-20260916_214726,Max Ali,Training Cover,2024-10-06
BR-00003116-20260916_214726,2026-04-10,02:00:00,09:00:00,Valleyview Mental Wellness NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP0242-20260916_214726,Mohamed Thomas,Staff Shortage,2025-06-22
BR-00003117-20260916_214726,2026-01-16,09:45:00,11:45:00,Lakeside District Hospitals NHS Trust,Medical,General Surgery,Surgery & Cancer,Registrar,GP,GP,46.15,61.54,EMP0185-20260916_214726,Tracey Allen,Study Leave Cover,2025-11-12
BR-00003118-20260916_214726,2027-08-05,23:00:00,04:00:00,Northwood Mental Health NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Consultant,SHO,SHO,23.08,30.77,EMP0434-20260916_214726,Dr Robert O'Neill,Ward Capacity Increase,2025-07-23
BR-00003119-20260916_214726,2027-06-29,14:30:00,15:30:00,Riverside Integrated Care NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0667-20260916_214726,Danielle Bell-Lewis,Bank Holiday Cover,2026-03-23
BR-00003120-20260916_214726,2026-07-18,06:15:00,11:15:00,Riverside Integrated Care NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0017-20260916_214726,Jacqueline Akhtar,Planned Leave Cover,2025-07-28
BR-00003121-20260916_214726,2026-03-04,03:30:00,04:30:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Receptionist,Administrator,3,13.33,16.41,EMP0312-20260916_214726,Lydia Palmer,Operational Requirement,2025-11-13
BR-00003122-20260916_214726,2027-08-01,18:45:00,20:45:00,Westmere Community Health NHS Trust,Admin,Physiotherapy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0220-20260916_214726,Lorraine Harris,Bank Holiday Cover,2026-01-25
BR-00003123-20260916_214726,2026-08-07,06:45:00,18:45:00,Southvale Hospitals NHS Trust,Nursing,Respiratory Medicine,Medicine & Acute Care,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0018-20260916_214726,Diane Charlton,Planned Leave Cover,2025-08-05
BR-00003124-20260916_214726,2026-02-24,04:00:00,14:00:00,Westmere Community Health NHS Trust,Medical,Pharmacy,Clinical Support Services,GP,Registrar,SPR,33.33,43.59,EMP0758-20260916_214726,Mr Mohammed Evans,Unexpected Absence,2025-04-05
BR-00003125-20260916_214726,2026-06-11,10:45:00,20:45:00,Valleyview Mental Wellness NHS Trust,Nursing,Orthopaedics,Surgery & Cancer,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0084-20260916_214726,Jordan Taylor,Training Cover,2026-01-04
BR-00003126-20260916_214726,2026-10-06,07:30:00,08:30:00,Eastfield Psychological Services NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0044-20260916_214726,Trevor Hurst,Ward Capacity Increase,2025-11-08
BR-00003127-20260916_214726,2027-03-24,07:15:00,16:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Charge Nurse,Healthcare Assistant,2,12.31,14.36,EMP0765-20260916_214726,Anna Smith,Training Cover,2024-12-22
BR-00003128-20260916_214726,2026-02-05,01:45:00,08:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,GP,GP,GP,46.15,61.54,EMP0169-20260916_214726,Dr Alice Brookes,Training Cover,2025-08-24
BR-00003129-20260916_214726,2026-03-30,15:30:00,22:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Haematology,Medicine & Acute Care,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0905-20260916_214726,Kyle Harris,High Acuity Patients,2025-09-06
BR-00003130-20260916_214726,2027-03-22,13:00:00,21:00:00,Southgate Community & Mental Health NHS Trust,Admin,Human Resources,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0103-20260916_214726,Katy Coates,Maternity Leave Cover,2024-10-02
BR-00003131-20260916_214726,2026-03-23,03:45:00,13:45:00,Meadowbrook Community Health NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0520-20260916_214726,Ms Paula Hughes,Sickness Cover,2026-07-18
BR-00003132-20260916_214726,2025-12-05,04:30:00,15:30:00,Westmere Community Health NHS Trust,Admin,Postnatal Care,Women & Children,Administrator,Medical Secretary,4,15.38,19.49,EMP0480-20260916_214726,Dr Jasmine Wood,Annual Leave Cover,2026-01-12
BR-00003133-20260916_214726,2027-08-01,19:15:00,00:15:00,Midlands Central Hospitals NHS Trust,AHP,Dermatology,Medicine & Acute Care,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0386-20260916_214726,Patricia Knight-Wright,Training Cover,2025-05-31
BR-00003134-20260916_214726,2026-02-07,10:30:00,12:30:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Pharmacy,Clinical Support Services,Consultant,Consultant,CONS,48.72,71.79,EMP0781-20260916_214726,Gordon Davies,Planned Leave Cover,2026-01-12
BR-00003135-20260916_214726,2026-10-30,05:15:00,17:15:00,Midlands Central Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,FY1/FY2,GP,GP,46.15,61.54,EMP0192-20260916_214726,Derek Evans,Weekend Cover,2025-09-08
BR-00003136-20260916_214726,2027-03-28,20:45:00,23:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Infectious Diseases,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0199-20260916_214726,Gordon Baldwin-Barker,Annual Leave Cover,2025-08-29
BR-00003137-20260916_214726,2026-06-29,17:30:00,20:30:00,Horizon Integrated Health Partnership NHS Trust,Admin,Facilities Management,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP1070-20260916_214726,Patrick Edwards-Brookes,Planned Leave Cover,2024-10-20
BR-00003138-20260916_214726,2025-11-04,08:15:00,09:15:00,Lakeside District Hospitals NHS Trust,AHP,Communications,Corporate Services,Physiologist,Physiologist,6,22.56,28.21,EMP0600-20260916_214726,Jordan Nash-Johnson,Ward Capacity Increase,2025-12-08
BR-00003139-20260916_214726,2027-08-13,06:45:00,15:45:00,Lakeside District Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Administrator,Administrator,3,13.33,16.41,EMP0155-20260916_214726,Melissa Jordan,Emergency Cover,2024-11-23
BR-00003140-20260916_214726,2026-08-27,23:00:00,10:00:00,Oakridge Community Services NHS Trust,Nursing,Finance,Corporate Services,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0938-20260916_214726,Dr Yvonne Wilkins,Specialist Skills Required,2025-02-07
BR-00003141-20260916_214726,2026-11-05,03:45:00,13:45:00,Midlands Central Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Radiographer,Physiologist,6,22.56,28.21,EMP0703-20260916_214726,Joshua Edwards,High Acuity Patients,2025-04-10
BR-00003142-20260916_214726,2027-05-22,19:30:00,06:30:00,Westmere Community Health NHS Trust,Nursing,Gynaecology,Women & Children,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0658-20260916_214726,Marian Stone-Coles,Sickness Cover,2025-12-29
BR-00003143-20260916_214726,2026-11-30,22:45:00,02:45:00,Horizon Integrated Health Partnership NHS Trust,AHP,Gynaecology,Women & Children,Physiologist,Pharmacist,5,18.97,23.08,EMP0428-20260916_214726,Dr Linda Walters,Bank Holiday Cover,2026-04-23
BR-00003144-20260916_214726,2027-04-10,19:00:00,01:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0029-20260916_214726,Vanessa Schofield-Greenwood,Bank Holiday Cover,2026-07-08
BR-00003145-20260916_214726,2026-04-27,09:30:00,17:30:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Pharmacist,Physiotherapist,6,22.56,28.21,EMP1142-20260916_214726,Jonathan Bates,Increased Patient Demand,2025-02-11
BR-00003146-20260916_214726,2026-03-22,00:15:00,06:15:00,Southgate Community & Mental Health NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP1058-20260916_214726,Harriet Edwards-Stokes,Emergency Cover,2024-09-26
BR-00003147-20260916_214726,2026-02-17,00:45:00,07:45:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,General Surgery,Surgery & Cancer,Physiotherapist,Physiologist,6,22.56,28.21,EMP0927-20260916_214726,Grace Heath-Watts,Maternity Leave Cover,2026-06-01
BR-00003148-20260916_214726,2026-03-31,07:45:00,18:45:00,Oakridge Community Services NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0813-20260916_214726,Mrs Jade Carroll,Maternity Leave Cover,2026-04-18
BR-00003149-20260916_214726,2025-12-03,08:00:00,10:00:00,Hillcrest Medical Centres NHS Trust,Medical,Radiology,Clinical Support Services,SHO,Registrar,SPR,33.33,43.59,EMP1055-20260916_214726,Miss Kerry Walters,Bank Holiday Cover,2025-11-04
BR-00003150-20260916_214726,2027-08-17,12:45:00,20:45:00,Riverside Integrated Care NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0056-20260916_214726,Kerry Mahmood,New Service Requirement,2026-08-18
BR-00003151-20260916_214726,2026-07-18,19:15:00,21:15:00,Westmere Community Health NHS Trust,Admin,Pharmacy,Clinical Support Services,Receptionist,Administrator,3,13.33,16.41,EMP0907-20260916_214726,Sharon Forster,Ward Capacity Increase,2024-11-01
BR-00003152-20260916_214726,2027-02-07,11:45:00,12:45:00,Eastfield Psychological Services NHS Trust,Nursing,Paediatrics,Women & Children,Healthcare Assistant,Nursery Nurse,2,12.31,14.36,EMP0315-20260916_214726,Ms Rachael Walker,Bank Holiday Cover,2026-05-19
BR-00003153-20260916_214726,2027-02-22,10:00:00,19:00:00,Hillcrest Medical Centres NHS Trust,Admin,Pharmacy,Clinical Support Services,Administrator,Medical Secretary,4,15.38,19.49,EMP0056-20260916_214726,Samantha Riley,Maternity Leave Cover,2024-10-26
BR-00003154-20260916_214726,2027-04-27,10:15:00,19:15:00,Valleyview Mental Wellness NHS Trust,AHP,Breast Surgery,Surgery & Cancer,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0562-20260916_214726,Trevor Price,Study Leave Cover,2025-06-30
BR-00003155-20260916_214726,2027-01-12,18:45:00,21:45:00,Hillcrest Medical Centres NHS Trust,Admin,Radiology,Clinical Support Services,Administrator,Receptionist,3,13.33,16.41,EMP1053-20260916_214726,Francesca Smith-Ward,New Service Requirement,2025-11-13
BR-00003156-20260916_214726,2027-07-13,02:00:00,11:00:00,Eastfield Psychological Services NHS Trust,Nursing,Neurology,Medicine & Acute Care,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0629-20260916_214726,Dr Neil Harvey,High Acuity Patients,2026-05-20
BR-00003157-20260916_214726,2026-12-23,11:00:00,18:00:00,Riverbank General Hospitals NHS Trust,AHP,Postnatal Care,Women & Children,Physiotherapist,Physiotherapist,6,22.56,28.21,EMP0182-20260916_214726,Dr Leon O'Donnell,Increased Patient Demand,2025-07-22
BR-00003158-20260916_214726,2027-04-26,14:00:00,21:00:00,Oakridge Community Services NHS Trust,Admin,Pharmacy,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0742-20260916_214726,Sian Parry-Smith,Annual Leave Cover,2024-09-21
BR-00003159-20260916_214726,2026-09-17,15:15:00,18:15:00,Northwood Mental Health NHS Trust,Nursing,Postnatal Care,Women & Children,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0259-20260916_214726,Miss Kathleen Morgan,High Acuity Patients,2025-03-30
BR-00003160-20260916_214726,2026-05-17,16:00:00,03:00:00,Midlands Central Hospitals NHS Trust,Nursing,Paediatrics,Women & Children,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0161-20260916_214726,Glen Thomson,Operational Requirement,2024-11-29
BR-00003161-20260916_214726,2027-05-30,07:00:00,16:00:00,Riverside Integrated Care NHS Trust,Admin,Cardiology,Medicine & Acute Care,Receptionist,Data Analyst,8A,28.21,35.9,EMP0685-20260916_214726,Ms Lisa Edwards,Maternity Leave Cover,2025-05-27
BR-00003162-20260916_214726,2026-12-21,14:00:00,22:00:00,Southvale Hospitals NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Radiographer,Radiographer,6,22.56,28.21,EMP0715-20260916_214726,Victor Taylor-Williams,Weekend Cover,2025-12-06
BR-00003163-20260916_214726,2026-03-27,14:30:00,22:30:00,Horizon Integrated Health Partnership NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0887-20260916_214726,Mr Matthew Taylor,Unexpected Absence,2025-03-14
BR-00003164-20260916_214726,2026-03-08,19:00:00,01:00:00,Oakridge Community Services NHS Trust,Nursing,Gynaecology,Women & Children,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0914-20260916_214726,Adam Goodwin,Specialist Skills Required,2025-05-11
BR-00003165-20260916_214726,2027-01-02,20:15:00,05:15:00,Riverbank General Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1104-20260916_214726,Edward Harrison,Night Shift Cover,2025-09-25
BR-00003166-20260916_214726,2025-10-23,15:30:00,03:30:00,Riverside Integrated Care NHS Trust,AHP,IT Support,Corporate Services,Physiologist,Occupational Therapist,6,22.56,28.21,EMP0547-20260916_214726,Alan Johnson,Sickness Cover,2026-06-04
BR-00003167-20260916_214726,2026-10-25,05:15:00,06:15:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Administrator,Medical Secretary,4,15.38,19.49,EMP0448-20260916_214726,Dylan Evans-Turner,Weekend Cover,2026-03-13
BR-00003168-20260916_214726,2026-03-19,15:00:00,21:00:00,Horizon Integrated Health Partnership NHS Trust,Nursing,General Surgery,Medicine & Acute Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0103-20260916_214726,Geraldine Simmons,New Service Requirement,2026-01-30
BR-00003169-20260916_214726,2027-03-20,10:15:00,16:15:00,Midlands Central Hospitals NHS Trust,Medical,Paediatrics,Women & Children,GP,Consultant,CONS,48.72,71.79,EMP1055-20260916_214726,Norman Harrison,Ward Capacity Increase,2026-08-27
BR-00003170-20260916_214726,2026-05-29,19:00:00,20:00:00,Westborough Acute Care NHS Trust,Nursing,Facilities Management,Corporate Services,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0789-20260916_214726,Harriet Williamson,New Service Requirement,2026-03-25
BR-00003171-20260916_214726,2026-03-14,19:15:00,00:15:00,Meadowbrook Community Health NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Radiographer,Physiologist,6,22.56,28.21,EMP1094-20260916_214726,Lynne Cooper,Weekend Cover,2025-04-16
BR-00003172-20260916_214726,2026-09-19,13:15:00,17:15:00,Oakridge Community Services NHS Trust,Admin,Communications,Corporate Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0398-20260916_214726,Jennifer Dean,Bank Holiday Cover,2025-09-02
BR-00003173-20260916_214726,2025-11-10,17:30:00,20:30:00,Riverside Integrated Care NHS Trust,Admin,Infectious Diseases,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP1024-20260916_214726,Tina Dale,Maternity Leave Cover,2026-06-05
BR-00003174-20260916_214726,2026-01-08,07:45:00,19:45:00,Lakeside District Hospitals NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,Consultant,GP,GP,46.15,61.54,EMP0959-20260916_214726,Caroline Bell,High Acuity Patients,2025-12-09
BR-00003175-20260916_214726,2026-03-07,22:45:00,01:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,Consultant,Consultant,CONS,48.72,71.79,EMP0997-20260916_214726,Lorraine Hewitt-Smith,Weekend Cover,2026-04-16
BR-00003176-20260916_214726,2027-05-15,09:30:00,17:30:00,Eastfield Psychological Services NHS Trust,AHP,General Surgery,Medicine & Acute Care,Physiologist,Speech Therapist,6,22.56,28.21,EMP0370-20260916_214726,Dr Geraldine Doyle,Study Leave Cover,2026-08-17
BR-00003177-20260916_214726,2026-11-28,00:45:00,08:45:00,Oakridge Community Services NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0132-20260916_214726,Joanna Jones,Training Cover,2026-07-19
BR-00003178-20260916_214726,2026-11-26,10:15:00,15:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Postnatal Care,Women & Children,Radiographer,Pharmacist,5,18.97,23.08,EMP1028-20260916_214726,Mr Julian Green,Increased Patient Demand,2025-10-28
BR-00003179-20260916_214726,2027-08-17,16:45:00,02:45:00,Hillcrest Medical Centres NHS Trust,Medical,ENT Surgery,Surgery & Cancer,FY1/FY2,Consultant,CONS,48.72,71.79,EMP1077-20260916_214726,Stacey Murphy,Training Cover,2026-07-10
BR-00003180-20260916_214726,2026-01-14,23:45:00,08:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Finance,Corporate Services,Registrar,Registrar,SPR,33.33,43.59,EMP1089-20260916_214726,Janice Owen,Sickness Cover,2025-10-04
BR-00003181-20260916_214726,2027-02-03,22:30:00,08:30:00,Midlands Central Hospitals NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,Consultant,GP,GP,46.15,61.54,EMP0996-20260916_214726,Stuart Wilson,Staff Shortage,2024-11-16
BR-00003182-20260916_214726,2027-09-01,05:30:00,14:30:00,Southgate Community & Mental Health NHS Trust,Medical,Facilities Management,Corporate Services,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0143-20260916_214726,Donna Jackson-Saunders,Weekend Cover,2025-01-07
BR-00003183-20260916_214726,2026-08-14,19:15:00,21:15:00,Westborough Acute Care NHS Trust,Nursing,Neurology,Medicine & Acute Care,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0611-20260916_214726,Mr Denis Hill,Additional Patient Safety Cover,2025-07-27
BR-00003184-20260916_214726,2026-09-17,19:30:00,07:30:00,Westborough Acute Care NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Ward Manager,Staff Nurse,5,18.97,23.08,EMP1007-20260916_214726,Cheryl Lloyd,Study Leave Cover,2026-07-20
BR-00003185-20260916_214726,2027-08-26,09:00:00,20:00:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Communications,Corporate Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0057-20260916_214726,Yvonne Hewitt,New Service Requirement,2025-08-02
BR-00003186-20260916_214726,2026-06-26,06:30:00,15:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1022-20260916_214726,Dr Frederick Gardiner,Sickness Cover,2024-09-21
BR-00003187-20260916_214726,2026-09-15,06:00:00,10:00:00,Oakridge Community Services NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Medical Secretary,Administrator,3,13.33,16.41,EMP1165-20260916_214726,Marian Wallis,Training Cover,2026-07-01
BR-00003188-20260916_214726,2026-01-13,21:30:00,04:30:00,Southgate Community & Mental Health NHS Trust,Medical,Postnatal Care,Women & Children,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0440-20260916_214726,Mohamed Goodwin,Annual Leave Cover,2025-07-29
BR-00003189-20260916_214726,2025-11-26,11:45:00,15:45:00,Southgate Community & Mental Health NHS Trust,Nursing,Gynaecology,Women & Children,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0383-20260916_214726,Elizabeth Watkins,Specialist Skills Required,2025-06-01
BR-00003190-20260916_214726,2027-05-08,08:15:00,15:15:00,Northwood Mental Health NHS Trust,AHP,Neurology,Medicine & Acute Care,Pharmacist,Pharmacist,5,18.97,23.08,EMP0737-20260916_214726,Rosie Sims,Planned Leave Cover,2025-03-16
BR-00003191-20260916_214726,2026-08-19,00:45:00,09:45:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0354-20260916_214726,Janet Hill,Annual Leave Cover,2026-03-09
BR-00003192-20260916_214726,2026-11-29,16:45:00,19:45:00,Riverside Integrated Care NHS Trust,Medical,Geriatrics,Medicine & Acute Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0234-20260916_214726,Denise Birch-Barlow,Unexpected Absence,2025-04-20
BR-00003193-20260916_214726,2025-12-25,00:30:00,07:30:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0302-20260916_214726,Brian Ellis-Kirk,Bank Holiday Cover,2025-09-19
BR-00003194-20260916_214726,2027-06-01,04:45:00,14:45:00,Broadfield Clinical Services NHS Trust,AHP,Pathology,Clinical Support Services,Physiologist,Speech Therapist,6,22.56,28.21,EMP1193-20260916_214726,Bradley Hartley,Staff Shortage,2026-07-25
BR-00003195-20260916_214726,2025-10-12,05:45:00,14:45:00,Midlands Central Hospitals NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Pharmacist,Physiologist,6,22.56,28.21,EMP0521-20260916_214726,Hayley Collins,Ward Capacity Increase,2025-05-15
BR-00003196-20260916_214726,2026-01-07,06:00:00,07:00:00,Eastfield Psychological Services NHS Trust,Admin,General Surgery,Surgery & Cancer,Data Analyst,Administrator,3,13.33,16.41,EMP1069-20260916_214726,Arthur Hill,Maternity Leave Cover,2026-05-04
BR-00003197-20260916_214726,2027-04-10,18:45:00,03:45:00,Southvale Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,GP,SHO,SHO,23.08,30.77,EMP0697-20260916_214726,Dr Kevin Lawrence,Training Cover,2026-08-01
BR-00003198-20260916_214726,2026-12-17,04:45:00,08:45:00,Southgate Community & Mental Health NHS Trust,Medical,Radiology,Clinical Support Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP1013-20260916_214726,Leanne Hussain,High Acuity Patients,2024-09-30
BR-00003199-20260916_214726,2026-11-24,00:00:00,04:00:00,Southvale Hospitals NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Data Analyst,Administrator,3,13.33,16.41,EMP0979-20260916_214726,Dr Gerard King,Study Leave Cover,2026-03-25
BR-00003200-20260916_214726,2026-12-08,14:30:00,01:30:00,Northwood Mental Health NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Radiographer,Physiotherapist,6,22.56,28.21,EMP0437-20260916_214726,Louis Hayward,Training Cover,2026-09-13
BR-00003201-20260916_214726,2026-07-25,23:45:00,04:45:00,Broadfield Clinical Services NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0537-20260916_214726,Mr Owen Dyer,Operational Requirement,2024-11-23
BR-00003202-20260916_214726,2027-08-11,11:00:00,16:00:00,Midlands Central Hospitals NHS Trust,Admin,Postnatal Care,Women & Children,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0925-20260916_214726,Daniel Waters,Ward Capacity Increase,2025-11-07
BR-00003203-20260916_214726,2027-08-31,18:15:00,06:15:00,Riverside Integrated Care NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,Registrar,Consultant,CONS,48.72,71.79,EMP0020-20260916_214726,Duncan Osborne,Sickness Cover,2025-03-12
BR-00003204-20260916_214726,2027-08-30,21:00:00,05:00:00,Oakridge Community Services NHS Trust,Nursing,General Surgery,Medicine & Acute Care,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP1038-20260916_214726,Dr Garry Webster,New Service Requirement,2025-02-17
BR-00003205-20260916_214726,2026-09-09,11:45:00,21:45:00,Valleyview Mental Wellness NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0874-20260916_214726,Billy Hayes,Increased Patient Demand,2024-12-22
BR-00003206-20260916_214726,2026-07-27,02:45:00,13:45:00,Southgate Community & Mental Health NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0588-20260916_214726,Joel Jones,Night Shift Cover,2024-11-20
BR-00003207-20260916_214726,2026-05-01,12:15:00,18:15:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Receptionist,Receptionist,3,13.33,16.41,EMP0290-20260916_214726,Eleanor Bailey-Rose,Staff Shortage,2025-06-07
BR-00003208-20260916_214726,2026-11-24,06:30:00,07:30:00,Southgate Community & Mental Health NHS Trust,Admin,Finance,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0531-20260916_214726,Martyn Price,Staff Shortage,2025-07-02
BR-00003209-20260916_214726,2026-08-06,15:00:00,16:00:00,Southgate Community & Mental Health NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1195-20260916_214726,Mrs Jayne Barker,Ward Capacity Increase,2025-10-13
BR-00003210-20260916_214726,2026-04-12,10:15:00,13:15:00,Riverbank General Hospitals NHS Trust,AHP,Communications,Corporate Services,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0645-20260916_214726,Mrs Lynda Harper,Maternity Leave Cover,2026-08-11
BR-00003211-20260916_214726,2026-07-16,19:15:00,05:15:00,Riverbank General Hospitals NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0770-20260916_214726,Mr Henry Perkins,Sickness Cover,2026-04-09
