booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00001760-20260913_210636,2026-11-22,15:45:00,02:45:00,Meadowbrook Community Health NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP1030-20260913_210636,Sian Woods,Weekend Cover,2024-10-30
BR-00001761-20260913_210636,2026-03-17,10:45:00,17:45:00,Westborough Acute Care NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0964-20260913_210636,Jason Ward,High Acuity Patients,2025-05-09
BR-00001762-20260913_210636,2027-07-21,13:30:00,15:30:00,Hillcrest Medical Centres NHS Trust,Medical,Occupational Therapy,Clinical Support Services,GP,GP,GP,46.15,61.54,EMP0208-20260913_210636,Ruth Walker-Morgan,Staff Redeployment,2026-04-02
BR-00001763-20260913_210636,2027-01-28,18:15:00,20:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,General Surgery,Surgery & Cancer,Ward Manager,Staff Nurse,5,18.97,23.08,EMP1048-20260913_210636,Sandra Rogers,Additional Patient Safety Cover,2024-11-25
BR-00001764-20260913_210636,2026-02-03,14:45:00,22:45:00,Westborough Acute Care NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0947-20260913_210636,Dr George Ellis,Operational Requirement,2024-10-29
BR-00001765-20260913_210636,2025-12-18,21:45:00,03:45:00,Riverbank General Hospitals NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0603-20260913_210636,Carolyn Jones,Bank Holiday Cover,2025-09-23
BR-00001766-20260913_210636,2027-04-22,16:30:00,00:30:00,Eastfield Psychological Services NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiologist,Physiologist,6,22.56,28.21,EMP0463-20260913_210636,Mr Toby McLean,Sickness Cover,2026-07-24
BR-00001767-20260913_210636,2026-08-13,09:00:00,15:00:00,Southvale Hospitals NHS Trust,Admin,Human Resources,Corporate Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP1025-20260913_210636,Jade Lewis,Specialist Skills Required,2025-06-29
BR-00001768-20260913_210636,2026-07-22,13:15:00,14:15:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0522-20260913_210636,Katherine Nicholson,Training Cover,2026-06-27
BR-00001769-20260913_210636,2027-02-19,20:30:00,07:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Breast Surgery,Surgery & Cancer,SHO,GP,GP,46.15,61.54,EMP0469-20260913_210636,Nigel Harris,Annual Leave Cover,2026-06-20
BR-00001770-20260913_210636,2027-05-23,21:15:00,00:15:00,Westmere Community Health NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,GP,SHO,SHO,23.08,30.77,EMP1148-20260913_210636,Miss Maria Wright,New Service Requirement,2024-11-25
BR-00001771-20260913_210636,2026-07-15,04:00:00,05:00:00,Meadowbrook Community Health NHS Trust,Admin,Oncology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0727-20260913_210636,Karen Brown,Increased Patient Demand,2026-05-28
BR-00001772-20260913_210636,2026-10-27,12:45:00,19:45:00,Southvale Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0442-20260913_210636,Paige Watkins-Holland,Training Cover,2025-05-05
BR-00001773-20260913_210636,2026-11-28,06:30:00,16:30:00,Westmere Community Health NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Physiologist,Physiotherapist,6,22.56,28.21,EMP0991-20260913_210636,Ian Whitehouse,Night Shift Cover,2025-08-03
BR-00001774-20260913_210636,2025-12-08,23:45:00,08:45:00,Midlands Central Hospitals NHS Trust,Admin,Cardiology,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP1021-20260913_210636,Lorraine Ward,Emergency Cover,2026-09-03
BR-00001775-20260913_210636,2025-09-30,18:00:00,00:00:00,Riverbank General Hospitals NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0383-20260913_210636,Gemma Blackburn-Jones,New Service Requirement,2026-04-11
BR-00001776-20260913_210636,2027-03-21,22:30:00,23:30:00,Oakridge Community Services NHS Trust,Admin,General Surgery,Surgery & Cancer,Receptionist,Administrator,3,13.33,16.41,EMP0030-20260913_210636,Mandy Mason-Adams,Staff Redeployment,2024-10-10
BR-00001777-20260913_210636,2026-03-10,09:00:00,14:00:00,Meadowbrook Community Health NHS Trust,Nursing,Obstetrics,Women & Children,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0364-20260913_210636,Elliot Bradshaw,Emergency Cover,2025-08-04
BR-00001778-20260913_210636,2027-08-09,03:30:00,07:30:00,Westmere Community Health NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Consultant,Consultant,CONS,48.72,71.79,EMP0791-20260913_210636,Henry Bates,Annual Leave Cover,2026-08-02
BR-00001779-20260913_210636,2027-07-05,22:00:00,04:00:00,Eastfield Psychological Services NHS Trust,Admin,Postnatal Care,Women & Children,Receptionist,Administrator,3,13.33,16.41,EMP0848-20260913_210636,Dr Bradley Harper,Additional Patient Safety Cover,2026-06-11
BR-00001780-20260913_210636,2025-12-10,17:45:00,02:45:00,Northshire University Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP0359-20260913_210636,Debra Morgan,Annual Leave Cover,2025-03-27
BR-00001781-20260913_210636,2027-04-19,22:45:00,01:45:00,Northwood Mental Health NHS Trust,AHP,Obstetrics,Women & Children,Radiographer,Speech Therapist,6,22.56,28.21,EMP0499-20260913_210636,Jayne Brooks,Additional Patient Safety Cover,2025-01-30
BR-00001782-20260913_210636,2026-12-26,00:00:00,11:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,GP,SHO,SHO,23.08,30.77,EMP0665-20260913_210636,Wendy Stone,Annual Leave Cover,2025-08-14
BR-00001783-20260913_210636,2025-11-19,14:45:00,19:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Postnatal Care,Women & Children,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0385-20260913_210636,James Griffiths,Operational Requirement,2026-01-12
BR-00001784-20260913_210636,2027-04-08,15:30:00,00:30:00,Westborough Acute Care NHS Trust,Nursing,Neurology,Medicine & Acute Care,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0081-20260913_210636,Dr Nathan Thomas,Planned Leave Cover,2026-02-24
BR-00001785-20260913_210636,2027-03-11,14:15:00,01:15:00,Hillcrest Medical Centres NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Data Analyst,Receptionist,3,13.33,16.41,EMP0822-20260913_210636,Mr Ronald Carr,Specialist Skills Required,2024-10-19
BR-00001786-20260913_210636,2026-03-06,08:15:00,13:15:00,Broadfield Clinical Services NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP0226-20260913_210636,Eric Jones,Planned Leave Cover,2026-03-04
BR-00001787-20260913_210636,2025-10-08,13:30:00,21:30:00,Broadfield Clinical Services NHS Trust,Admin,Postnatal Care,Women & Children,Data Analyst,Administrator,3,13.33,16.41,EMP0095-20260913_210636,Mr Stuart Gray,Unexpected Absence,2025-08-28
BR-00001788-20260913_210636,2027-07-16,05:00:00,16:00:00,Meadowbrook Community Health NHS Trust,AHP,Postnatal Care,Women & Children,Occupational Therapist,Pharmacist,5,18.97,23.08,EMP1153-20260913_210636,Jayne Davies-Thompson,Unexpected Absence,2026-03-14
BR-00001789-20260913_210636,2026-10-28,00:45:00,08:45:00,Hillcrest Medical Centres NHS Trust,Medical,Endocrinology,Medicine & Acute Care,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0256-20260913_210636,Judith Read,Staff Shortage,2026-08-01
BR-00001790-20260913_210636,2027-05-17,15:30:00,00:30:00,Northwood Mental Health NHS Trust,Medical,Pharmacy,Clinical Support Services,Consultant,Consultant,CONS,48.72,71.79,EMP0877-20260913_210636,Janet Read,Annual Leave Cover,2025-12-27
BR-00001791-20260913_210636,2026-05-07,13:15:00,14:15:00,Northwood Mental Health NHS Trust,Admin,Dermatology,Medicine & Acute Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0869-20260913_210636,Mrs Leanne Johnson,Ward Capacity Increase,2026-08-29
BR-00001792-20260913_210636,2026-02-26,00:00:00,11:00:00,Southvale Hospitals NHS Trust,Medical,Pathology,Clinical Support Services,Registrar,Registrar,SPR,33.33,43.59,EMP0901-20260913_210636,Mrs Grace Walters,High Acuity Patients,2026-06-07
BR-00001793-20260913_210636,2027-07-28,02:30:00,12:30:00,Southvale Hospitals NHS Trust,Nursing,Pathology,Clinical Support Services,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0055-20260913_210636,Bradley Dawson,Specialist Skills Required,2025-01-02
BR-00001794-20260913_210636,2027-09-03,15:30:00,21:30:00,Lakeside District Hospitals NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0253-20260913_210636,Judith Coleman-Brennan,Unexpected Absence,2026-02-17
BR-00001795-20260913_210636,2026-01-03,16:00:00,23:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0107-20260913_210636,Harriet Cox,Increased Patient Demand,2024-12-12
BR-00001796-20260913_210636,2026-11-08,09:15:00,15:15:00,Lakeside District Hospitals NHS Trust,Nursing,Radiology,Clinical Support Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0141-20260913_210636,Gemma Quinn-Stephenson,Weekend Cover,2024-12-04
BR-00001797-20260913_210636,2027-05-04,23:15:00,11:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Physiotherapist,Physiotherapist,6,22.56,28.21,EMP0878-20260913_210636,Joyce Hicks,Weekend Cover,2026-03-30
BR-00001798-20260913_210636,2027-05-09,14:45:00,02:45:00,Broadfield Clinical Services NHS Trust,Admin,Communications,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0921-20260913_210636,Frank Davies,Specialist Skills Required,2026-01-22
BR-00001799-20260913_210636,2027-01-24,11:30:00,20:30:00,Westmere Community Health NHS Trust,AHP,Paediatrics,Women & Children,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0104-20260913_210636,Rosie Duncan,Night Shift Cover,2026-07-22
BR-00001800-20260913_210636,2027-05-09,17:45:00,00:45:00,Hillcrest Medical Centres NHS Trust,AHP,Facilities Management,Corporate Services,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP1196-20260913_210636,Sean Butler,Annual Leave Cover,2024-10-18
BR-00001801-20260913_210636,2027-02-13,22:00:00,06:00:00,Riverbank General Hospitals NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,Registrar,Registrar,SPR,33.33,43.59,EMP0568-20260913_210636,Dr Ashleigh Berry,Staff Redeployment,2026-01-05
BR-00001802-20260913_210636,2026-05-25,23:45:00,11:45:00,Southvale Hospitals NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Administrator,Medical Secretary,4,15.38,19.49,EMP1183-20260913_210636,Timothy Jones,Emergency Cover,2026-08-10
BR-00001803-20260913_210636,2026-06-12,01:30:00,11:30:00,Hillcrest Medical Centres NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0513-20260913_210636,Dale Barnes,Staff Redeployment,2026-04-17
BR-00001804-20260913_210636,2025-10-30,06:00:00,17:00:00,Westborough Acute Care NHS Trust,Admin,Radiology,Clinical Support Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0921-20260913_210636,Jacob Robinson,High Acuity Patients,2024-11-24
BR-00001805-20260913_210636,2026-01-25,03:45:00,09:45:00,Eastfield Psychological Services NHS Trust,Medical,Gynaecology,Women & Children,GP,Consultant,CONS,48.72,71.79,EMP0636-20260913_210636,Dr Karl Blackburn,Bank Holiday Cover,2025-10-01
BR-00001806-20260913_210636,2027-08-11,05:45:00,08:45:00,Northshire University Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Occupational Therapist,6,22.56,28.21,EMP1083-20260913_210636,Mrs Christine Hobbs,Annual Leave Cover,2026-07-30
BR-00001807-20260913_210636,2027-03-16,15:45:00,18:45:00,Eastfield Psychological Services NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0708-20260913_210636,Paul Moore,Annual Leave Cover,2026-01-03
BR-00001808-20260913_210636,2027-02-07,15:45:00,18:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,IT Support,Corporate Services,GP,FY1/FY2,FY1,18.46,21.54,EMP0772-20260913_210636,Maurice Walker,Annual Leave Cover,2026-08-01
BR-00001809-20260913_210636,2027-05-14,11:15:00,21:15:00,Westmere Community Health NHS Trust,AHP,Communications,Corporate Services,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0292-20260913_210636,Shirley Page,Additional Patient Safety Cover,2025-01-07
BR-00001810-20260913_210636,2027-04-16,18:00:00,04:00:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Radiology,Clinical Support Services,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0454-20260913_210636,Lewis King-Evans,Maternity Leave Cover,2026-07-16
BR-00001811-20260913_210636,2027-03-18,17:00:00,19:00:00,Oakridge Community Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,GP,GP,46.15,61.54,EMP0622-20260913_210636,Nicole Burgess-Jennings,Staff Redeployment,2025-07-16
BR-00001812-20260913_210636,2026-10-09,06:45:00,13:45:00,Southvale Hospitals NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0453-20260913_210636,Ms Hazel Ali,Operational Requirement,2025-06-10
BR-00001813-20260913_210636,2025-10-22,18:30:00,00:30:00,Riverside Integrated Care NHS Trust,Admin,Pathology,Clinical Support Services,Data Analyst,Administrator,3,13.33,16.41,EMP0188-20260913_210636,Ms Janet Shah,New Service Requirement,2025-11-29
BR-00001814-20260913_210636,2026-04-30,19:30:00,05:30:00,Westborough Acute Care NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP1173-20260913_210636,Elaine Atkins,Training Cover,2025-12-29
BR-00001815-20260913_210636,2027-04-14,15:30:00,22:30:00,Westmere Community Health NHS Trust,AHP,Nephrology,Medicine & Acute Care,Radiographer,Pharmacist,5,18.97,23.08,EMP1014-20260913_210636,Ricky Greenwood,Staff Shortage,2026-01-22
BR-00001816-20260913_210636,2025-10-02,05:15:00,13:15:00,Meadowbrook Community Health NHS Trust,Nursing,Postnatal Care,Women & Children,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0958-20260913_210636,Albert Smith-Howells,Maternity Leave Cover,2025-09-24
BR-00001817-20260913_210636,2027-06-17,14:45:00,22:45:00,Horizon Integrated Health Partnership NHS Trust,AHP,Pathology,Clinical Support Services,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1093-20260913_210636,Mr Maurice Jones,Night Shift Cover,2026-05-23
BR-00001818-20260913_210636,2027-07-24,16:00:00,00:00:00,Southvale Hospitals NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1109-20260913_210636,Mr Joel Bibi,Planned Leave Cover,2026-02-03
BR-00001819-20260913_210636,2026-03-23,21:15:00,00:15:00,Oakridge Community Services NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Physiotherapist,Pharmacist,5,18.97,23.08,EMP0021-20260913_210636,Callum Fraser,High Acuity Patients,2026-03-21
BR-00001820-20260913_210636,2027-04-18,23:00:00,04:00:00,Southgate Community & Mental Health NHS Trust,Medical,IT Support,Corporate Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0561-20260913_210636,Dr Scott Collins,Increased Patient Demand,2025-10-16
BR-00001821-20260913_210636,2027-09-04,19:15:00,02:15:00,Northshire University Hospitals NHS Trust,Medical,Gynaecology,Women & Children,FY1/FY2,GP,GP,46.15,61.54,EMP1200-20260913_210636,Carl Wade-Whitehouse,Training Cover,2026-03-24
BR-00001822-20260913_210636,2026-07-15,20:00:00,02:00:00,Northwood Mental Health NHS Trust,AHP,Cardiology,Medicine & Acute Care,Radiographer,Speech Therapist,6,22.56,28.21,EMP1091-20260913_210636,Damian Edwards,Maternity Leave Cover,2025-10-14
BR-00001823-20260913_210636,2027-08-03,14:15:00,00:15:00,Valleyview Mental Wellness NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Administrator,Data Analyst,8A,28.21,35.9,EMP1145-20260913_210636,Ms Beverley Lee,Weekend Cover,2024-11-16
BR-00001824-20260913_210636,2027-06-17,17:30:00,19:30:00,Valleyview Mental Wellness NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0308-20260913_210636,Ms Jenna Davis,Sickness Cover,2025-11-01
BR-00001825-20260913_210636,2027-01-27,19:15:00,20:15:00,Meadowbrook Community Health NHS Trust,Nursing,Finance,Corporate Services,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0712-20260913_210636,Gail Dodd,Bank Holiday Cover,2025-10-25
BR-00001826-20260913_210636,2027-02-16,23:45:00,07:45:00,Meadowbrook Community Health NHS Trust,AHP,Obstetrics,Women & Children,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0329-20260913_210636,Dr Douglas Wallace,Staff Shortage,2025-08-16
BR-00001827-20260913_210636,2026-12-17,17:15:00,04:15:00,Hillcrest Medical Centres NHS Trust,Medical,Orthopaedics,Surgery & Cancer,Registrar,FY1/FY2,FY1,18.46,21.54,EMP1009-20260913_210636,Graham Fleming,Staff Redeployment,2024-09-27
BR-00001828-20260913_210636,2027-08-11,17:15:00,05:15:00,Oakridge Community Services NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Receptionist,Data Analyst,8A,28.21,35.9,EMP0735-20260913_210636,Patricia Brown,New Service Requirement,2025-11-14
BR-00001829-20260913_210636,2027-08-19,10:15:00,15:15:00,Northshire University Hospitals NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0539-20260913_210636,Samantha Gray,Increased Patient Demand,2025-08-14
BR-00001830-20260913_210636,2027-03-10,03:30:00,13:30:00,Lakeside District Hospitals NHS Trust,Medical,Finance,Corporate Services,FY1/FY2,SHO,SHO,23.08,30.77,EMP0592-20260913_210636,Patrick Pugh,Annual Leave Cover,2025-10-27
BR-00001831-20260913_210636,2027-06-08,23:30:00,05:30:00,Broadfield Clinical Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,GP,SHO,SHO,23.08,30.77,EMP0840-20260913_210636,Mr Frederick Young,Study Leave Cover,2026-06-14
BR-00001832-20260913_210636,2027-05-13,14:00:00,02:00:00,Northshire University Hospitals NHS Trust,AHP,Physiotherapy,Clinical Support Services,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP1098-20260913_210636,Sylvia Potts,Operational Requirement,2026-02-16
BR-00001833-20260913_210636,2026-12-19,21:15:00,05:15:00,Midlands Central Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0724-20260913_210636,Beverley Howells,Annual Leave Cover,2025-10-25
BR-00001834-20260913_210636,2026-09-04,10:15:00,22:15:00,Westborough Acute Care NHS Trust,Medical,Paediatrics,Women & Children,Registrar,GP,GP,46.15,61.54,EMP0509-20260913_210636,Owen Ball,Ward Capacity Increase,2026-01-25
BR-00001835-20260913_210636,2026-10-16,06:15:00,10:15:00,Northwood Mental Health NHS Trust,Nursing,Pharmacy,Clinical Support Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0515-20260913_210636,Paige Thomas,Planned Leave Cover,2024-09-18
BR-00001836-20260913_210636,2025-11-27,10:30:00,21:30:00,Eastfield Psychological Services NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Radiographer,Physiologist,6,22.56,28.21,EMP1090-20260913_210636,Clive O'Connor,Staff Shortage,2026-08-24
BR-00001837-20260913_210636,2026-11-24,01:45:00,05:45:00,Southgate Community & Mental Health NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,SHO,FY1/FY2,FY1,18.46,21.54,EMP0310-20260913_210636,Marcus Howarth,Operational Requirement,2025-02-21
BR-00001838-20260913_210636,2027-07-24,13:45:00,19:45:00,Riverbank General Hospitals NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0165-20260913_210636,Mrs Carole Harris,Staff Redeployment,2025-09-01
BR-00001839-20260913_210636,2025-09-22,12:15:00,17:15:00,Valleyview Mental Wellness NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Receptionist,Administrator,3,13.33,16.41,EMP0615-20260913_210636,Chloe Johnston,High Acuity Patients,2025-04-24
BR-00001840-20260913_210636,2026-06-12,06:15:00,14:15:00,Lakeside District Hospitals NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Physiotherapist,Pharmacist,5,18.97,23.08,EMP0791-20260913_210636,Connor Lord,Study Leave Cover,2025-09-04
BR-00001841-20260913_210636,2026-04-02,05:30:00,06:30:00,Westmere Community Health NHS Trust,AHP,General Surgery,Medicine & Acute Care,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0810-20260913_210636,Ms Laura Wood,Night Shift Cover,2026-05-16
BR-00001842-20260913_210636,2026-09-09,22:15:00,23:15:00,Valleyview Mental Wellness NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,FY1/FY2,GP,GP,46.15,61.54,EMP0644-20260913_210636,Barry Kirby,Bank Holiday Cover,2026-07-25
BR-00001843-20260913_210636,2027-08-16,11:15:00,13:15:00,Meadowbrook Community Health NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0774-20260913_210636,Samuel Dawson-Roberts,Staff Shortage,2026-07-11
BR-00001844-20260913_210636,2027-07-29,02:15:00,08:15:00,Riverbank General Hospitals NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0920-20260913_210636,Dr Gerard Robinson,Weekend Cover,2025-09-05
BR-00001845-20260913_210636,2026-03-23,20:30:00,05:30:00,Westborough Acute Care NHS Trust,Nursing,Postnatal Care,Women & Children,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0134-20260913_210636,Mark Blackburn,Ward Capacity Increase,2026-01-02
BR-00001846-20260913_210636,2027-02-03,15:15:00,03:15:00,Northshire University Hospitals NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0522-20260913_210636,Thomas Bolton,Sickness Cover,2025-12-27
BR-00001847-20260913_210636,2027-08-27,17:45:00,19:45:00,Oakridge Community Services NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,GP,SHO,SHO,23.08,30.77,EMP1140-20260913_210636,Mandy Smith,Staff Shortage,2024-11-09
BR-00001848-20260913_210636,2025-12-21,07:00:00,19:00:00,Eastfield Psychological Services NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0582-20260913_210636,Frank Mason-Giles,Staff Redeployment,2026-05-12
BR-00001849-20260913_210636,2026-09-25,03:15:00,06:15:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0949-20260913_210636,Frances Hodgson-Booth,Additional Patient Safety Cover,2025-04-25
BR-00001850-20260913_210636,2025-10-10,17:15:00,01:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0573-20260913_210636,Dr Paul Sharpe,Maternity Leave Cover,2025-07-15
BR-00001851-20260913_210636,2026-06-17,05:00:00,11:00:00,Southgate Community & Mental Health NHS Trust,Nursing,Obstetrics,Women & Children,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0616-20260913_210636,Mr Callum Kennedy,Study Leave Cover,2025-05-07
BR-00001852-20260913_210636,2026-01-06,10:15:00,13:15:00,Riverbank General Hospitals NHS Trust,Admin,Gynaecology,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0648-20260913_210636,Lydia Richards,Sickness Cover,2025-11-04
BR-00001853-20260913_210636,2026-02-19,18:30:00,23:30:00,Lakeside District Hospitals NHS Trust,AHP,Pathology,Clinical Support Services,Physiologist,Physiotherapist,6,22.56,28.21,EMP0134-20260913_210636,Miss Janice Herbert,Increased Patient Demand,2024-09-17
BR-00001854-20260913_210636,2026-08-29,02:00:00,07:00:00,Lakeside District Hospitals NHS Trust,Nursing,Postnatal Care,Women & Children,Ward Manager,Ward Manager,8A,28.21,35.9,EMP1087-20260913_210636,Max Howard-Taylor,Sickness Cover,2025-07-09
BR-00001855-20260913_210636,2027-05-13,07:00:00,13:00:00,Westborough Acute Care NHS Trust,Medical,IT Support,Corporate Services,GP,GP,GP,46.15,61.54,EMP0911-20260913_210636,Mrs Zoe Carey,Study Leave Cover,2026-07-02
BR-00001856-20260913_210636,2026-01-28,21:30:00,02:30:00,Valleyview Mental Wellness NHS Trust,Nursing,Finance,Corporate Services,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0194-20260913_210636,Hayley Nash,Operational Requirement,2026-09-09
BR-00001857-20260913_210636,2026-08-09,09:00:00,12:00:00,Broadfield Clinical Services NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0728-20260913_210636,Jessica Farrell,Training Cover,2024-11-21
BR-00001858-20260913_210636,2026-01-21,06:30:00,18:30:00,Riverbank General Hospitals NHS Trust,Nursing,ENT Surgery,Surgery & Cancer,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0678-20260913_210636,Lynda Harris,Annual Leave Cover,2025-07-26
BR-00001859-20260913_210636,2026-11-04,23:45:00,03:45:00,Southgate Community & Mental Health NHS Trust,Nursing,Haematology,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0567-20260913_210636,Hollie Carr,Ward Capacity Increase,2025-03-19
BR-00001860-20260913_210636,2026-07-22,08:15:00,18:15:00,Westborough Acute Care NHS Trust,AHP,Facilities Management,Corporate Services,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0746-20260913_210636,Oliver Sanderson,Maternity Leave Cover,2025-10-04
BR-00001861-20260913_210636,2027-05-21,07:45:00,16:45:00,Lakeside District Hospitals NHS Trust,Medical,Facilities Management,Corporate Services,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0117-20260913_210636,Grace Watson,Training Cover,2025-06-16
