emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,hourly_rate,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0309-20260913_210742,Tina,Johnson,wwalker@example.org,1977-08-14,+44(0)29 2018 0792,"59 Saunders Alley
Jackhaven
M81 0RT",Female,Southgate Community & Mental Health NHS Trust,Black,Kenya,Dependent,AHP,Occupational Therapist,Surgery & Cancer,6,23.21,2018-11-11,2018-12-09,20.0,0.53,GMC,Fixed Term,Suspended,KK858758,2027-11-07,HS916948,2030-05-09,2027-05-26,2018-12-02
EMP0310-20260913_210742,Frank,Jones,rpollard@example.org,1987-09-30,(0191) 4960064,"Flat 4
Rees Ways
New Jonathan
L1 7PN",Female,Riverbank General Hospitals NHS Trust,Black,Ghana,Skilled Worker,Medical,GP,Emergency & Urgent Care,GP,57.5,2026-02-28,2026-04-04,20.0,0.53,None,Fixed Term,Suspended,MV890662,2031-08-12,LV691997,2029-12-25,2026-09-13,2026-03-21
EMP0311-20260913_210742,Jane,Hawkins,oburton@example.com,1961-09-30,01134960416,"138 Francis Village
Shaunland
CA7 2EG",Female,Valleyview Mental Wellness NHS Trust,Mixed,Kenya,Dependent,Medical,Registrar,Women & Children,SPR,36.34,2018-03-05,2018-04-09,30.0,0.8,HCPC,Bank,Suspended,OD959365,2028-04-05,VU898262,2029-04-02,2026-09-20,2018-03-26
EMP0312-20260913_210742,Danielle,Wood,cliffordburgess@example.net,1996-03-15,+443069990129,"3 Jones Streets
Port Hayleybury
G1D 2BA",Female,Hillcrest Medical Centres NHS Trust,White,United Kingdom,Skilled Worker,Medical,GP,Clinical Support Services,GP,49.73,2025-01-22,2025-02-19,15.0,0.4,None,Permanent,Active,XY488836,2028-03-27,MK755516,2029-09-03,2026-11-01,2025-02-12
EMP0313-20260913_210742,Joyce,Jones,charlessmith@example.net,2003-08-01,(0808) 157 0888,"594 Rosemary Mall
Lydiahaven
GY78 0FH",Male,Southvale Hospitals NHS Trust,Asian,Japan,ILR,AHP,Speech Therapist,Clinical Support Services,6,26.71,2017-10-26,2017-11-23,18.75,0.5,None,Permanent,On Leave,JO183472,2028-04-02,CR401542,2027-02-16,2027-08-12,2017-11-16
EMP0314-20260913_210742,Gail,Brown,dylanmatthews@example.org,1968-01-27,(0141)4960554,"Flat 42
Anne Garden
Lorraineland
L2 1SH",Female,Northwood Mental Health NHS Trust,White,United Kingdom,ILR,AHP,Occupational Therapist,Clinical Support Services,6,23.71,2024-03-03,2024-04-07,20.0,0.53,GMC,Bank,Suspended,LP451186,2026-12-22,LP082039,2027-11-22,2026-11-03,2024-03-24
EMP0315-20260913_210742,Rachel,Gibbons,robin75@example.org,1961-01-18,(0114)4960529,"Studio 7
Walker Dale
East Daniel
L4S 7NL",Male,Southvale Hospitals NHS Trust,Black,Kenya,British Citizen,Admin,Administrator,Surgery & Cancer,3,14.83,2023-04-19,2023-05-24,18.75,0.5,HCPC,Bank,Active,HT388449,2030-04-30,XN046968,2029-06-09,2027-01-22,2023-05-10
EMP0316-20260913_210742,Jasmine,Riley,derekarcher@example.org,1992-05-21,+44(0)115 4960475,"Flat 9
Fiona Locks
Lake Amber
TF32 8HU",Female,Valleyview Mental Wellness NHS Trust,Asian,India,ILR,AHP,Physiologist,Women & Children,6,22.63,2020-01-12,2020-02-16,37.5,1.0,None,Bank,Suspended,CD279659,2031-03-11,LD908231,2030-06-23,2027-09-09,2020-02-02
EMP0317-20260913_210742,Joel,Simpson,clifford71@example.com,1984-03-03,(0191) 4960116,"477 Albert Rest
North Ashleymouth
CV2 1YL",Female,Riverbank General Hospitals NHS Trust,White,United States,Dependent,Medical,SHO,Emergency & Urgent Care,SHO,29.52,2019-06-07,2019-07-12,18.75,0.5,NMC,Bank,On Leave,FS652183,2029-12-24,LT434261,2027-05-20,2026-10-14,2019-06-28
EMP0318-20260913_210742,Amy,Fisher,dunnjohn@example.net,1987-07-30,028 9018 0630,"Studio 57
Nicole Point
Port Sallyhaven
E4 8RA",Male,Bluewater Community & Rehabilitation NHS Trust,White,Canada,Skilled Worker,Medical,SHO,Women & Children,SHO,29.73,2026-01-06,2026-02-17,18.75,0.5,NMC,Bank,Active,XR452878,2030-03-26,IW273120,2028-05-26,2027-07-04,2026-01-27
EMP0319-20260913_210742,Bernard,Ward,williamscarol@example.org,1998-01-05,+441632 960461,"8 Harrison Ville
Douglasmouth
TQ5M 6RF",Male,Eastmoor Teaching Hospitals NHS Trust,Asian,China,British Citizen,Admin,Receptionist,Clinical Support Services,3,15.78,2022-11-09,2022-12-14,20.0,0.53,GMC,Fixed Term,Active,ZG844651,2029-11-24,RW602467,2027-09-14,2027-07-15,2022-11-30
EMP0320-20260913_210742,Russell,Clark,kerrfrederick@example.com,2000-07-24,01144960306,"906 Russell Crossing
West Anna
EX6 1PT",Female,Southvale Hospitals NHS Trust,Mixed,India,Skilled Worker,Medical,GP,Critical Care & Anaesthesia,GP,47.62,2023-12-17,2024-01-21,20.0,0.53,None,Permanent,Inactive,WG469717,2031-04-16,WC457484,2028-04-26,2027-07-31,2024-01-07
EMP0321-20260913_210742,Marie,Jones,kirstyhayward@example.net,1978-03-11,(0121)4960253,"Studio 81s
Holly Run
Macdonaldfort
EN49 4ZR",Female,Meadowbrook Community Health NHS Trust,Mixed,South Africa,ILR,Admin,Receptionist,Women & Children,3,14.79,2019-05-18,2019-06-22,18.75,0.5,NMC,Permanent,Inactive,SN659055,2030-12-18,ZE502377,2027-11-30,2026-12-01,2019-06-08
EMP0322-20260913_210742,Marcus,Davies,gbanks@example.com,1997-04-27,+44(0)289018263,"Studio 40q
Marc Ranch
Lake Brendahaven
TD2 1RX",Male,Hillcrest Medical Centres NHS Trust,White,New Zealand,British Citizen,Medical,Consultant,Critical Care & Anaesthesia,CONS,56.04,2018-09-12,2018-10-10,37.5,1.0,HCPC,Fixed Term,Suspended,EI376180,2028-11-12,UA855224,2029-03-16,2027-06-26,2018-10-03
EMP0323-20260913_210742,Bernard,Scott,karl42@example.net,1988-04-20,+44(0)118 4960692,"788 Janet Heights
New Beverley
S8 6NX",Male,Eastmoor Teaching Hospitals NHS Trust,White,Canada,ILR,Medical,FY1/FY2,Surgery & Cancer,FY1,21.28,2020-07-12,2020-08-16,20.0,0.53,None,Fixed Term,Inactive,FZ131668,2030-07-31,DS258276,2031-02-14,2026-10-23,2020-08-02
EMP0324-20260913_210742,Grace,Patel,nicholashayes@example.net,1977-12-02,0191 4960109,"659 Griffiths Place
Gordonview
RM6H 7XD",Male,Northshire University Hospitals NHS Trust,Mixed,India,ILR,AHP,Occupational Therapist,Emergency & Urgent Care,6,22.92,2021-03-11,2021-04-15,15.0,0.4,GMC,Permanent,Inactive,YB658539,2029-12-24,DO243459,2029-11-27,2027-04-29,2021-04-01
EMP0325-20260913_210742,Daniel,Allan,christine55@example.net,1973-05-14,+44(0)115 4960435,"987 Ann Harbors
Anneberg
G51 9FB",Male,Oakridge Community Services NHS Trust,Mixed,Canada,Dependent,Nursing,Nursery Nurse,Emergency & Urgent Care,2,12.87,2026-04-07,2026-05-12,15.0,0.4,None,Bank,Active,LB783215,2030-09-02,FU101018,2028-10-24,2027-07-20,2026-04-28
EMP0326-20260913_210742,Roger,Hardy,dannylaw@example.net,1984-08-23,+44(0)115 4960479,"2 Jackson Cliff
Brownview
CO7E 8FQ",Female,Meadowbrook Community Health NHS Trust,Mixed,India,Skilled Worker,Medical,Consultant,Medicine & Acute Care,CONS,65.35,2025-03-11,2025-04-22,15.0,0.4,GMC,Bank,Active,WH832535,2029-07-14,DO825509,2027-11-02,2027-02-03,2025-04-01
EMP0327-20260913_210742,Mohamed,Davies,staceyfreeman@example.com,1982-10-26,(028) 9018 0248,"262 Georgina Avenue
Port Gillian
E7 1WD",Male,Bluewater Community & Rehabilitation NHS Trust,White,United Kingdom,ILR,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,12.73,2025-12-30,2026-02-03,18.75,0.5,None,Fixed Term,Active,SD468689,2029-05-08,KX730974,2027-04-14,2027-04-13,2026-01-20
EMP0328-20260913_210742,Georgia,Nicholson,darrenfarrell@example.org,1993-08-18,(0151) 496 0449,"267 Dobson Islands
South Stacey
BH1 4HE",Female,Valleyview Mental Wellness NHS Trust,Mixed,Thailand,Dependent,Nursing,Senior Staff Nurse,Critical Care & Anaesthesia,6,27.12,2024-02-19,2024-03-25,20.0,0.53,HCPC,Fixed Term,On Leave,EK557855,2031-06-02,KG087987,2030-10-09,2027-08-23,2024-03-11
EMP0329-20260913_210742,Marilyn,Whitehouse,pkennedy@example.com,1979-01-20,+442074960008,"096 Roger Grove
West Graeme
CW8W 7EJ",Male,Horizon Integrated Health Partnership NHS Trust,Black,South Africa,British Citizen,Nursing,Charge Nurse,Medicine & Acute Care,7,26.95,2021-01-10,2021-02-21,20.0,0.53,NMC,Fixed Term,Inactive,CI635829,2029-03-05,RZ895635,2031-01-08,2027-07-15,2021-01-31
EMP0330-20260913_210742,Sarah,Reid,tracey61@example.net,2004-04-16,(0121) 4960177,"Studio 28
James Field
Port Patriciaview
HU3 7PE",Female,Riverside Integrated Care NHS Trust,Mixed,Trinidad and Tobago,Dependent,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,22.88,2024-02-27,2024-04-02,18.75,0.5,NMC,Permanent,On Leave,OT936232,2028-07-20,SR006352,2031-06-17,2027-01-16,2024-03-19
EMP0331-20260913_210742,Amelia,Wade,francismarian@example.org,1991-08-29,(01632)960124,"76 Mitchell Skyway
Russellberg
E7 6TH",Male,Southvale Hospitals NHS Trust,White,United States,ILR,Admin,Administrator,Medicine & Acute Care,3,14.88,2023-01-24,2023-02-21,18.75,0.5,None,Fixed Term,Inactive,LC366451,2031-07-22,KS774704,2029-06-25,2026-10-04,2023-02-14
EMP0332-20260913_210742,Victoria,Owen,pdavies@example.org,1966-09-01,+44(0)116 4960149,"Flat 70
Josh Ports
West Adrian
SK2V 0GU",Male,Hillcrest Medical Centres NHS Trust,Black,Trinidad and Tobago,Dependent,Nursing,Ward Manager,Surgery & Cancer,8A,33.22,2018-07-06,2018-08-10,20.0,0.53,GMC,Bank,Active,WU885234,2029-04-23,EW161782,2027-03-03,2027-01-10,2018-07-27
EMP0333-20260913_210742,Glen,Hussain,grantconnor@example.org,1963-03-22,0808 157 0953,"Studio 38d
Hopkins Bridge
Clarkeberg
E61 4XX",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,British Citizen,Nursing,Healthcare Assistant,Corporate Services,2,12.46,2025-07-16,2025-08-20,37.5,1.0,None,Bank,Active,EL231230,2029-06-06,OO247562,2029-12-29,2027-02-02,2025-08-06
EMP0334-20260913_210742,Hazel,Taylor,sandra86@example.net,1964-04-29,029 2018038,"132 Webster Islands
Marionfurt
B30 7UF",Male,Northwood Mental Health NHS Trust,White,United States,ILR,Nursing,Nursery Nurse,Surgery & Cancer,2,13.98,2019-07-19,2019-08-23,15.0,0.4,GMC,Bank,Inactive,LO446734,2026-10-01,BN777198,2029-11-18,2027-05-20,2019-08-09
EMP0335-20260913_210742,Anne,Williams,qtownsend@example.org,1991-03-02,0306 9990954,"Flat 7
Long Gardens
Port Mohammedview
SR0N 1JT",Female,Northshire University Hospitals NHS Trust,Black,South Africa,ILR,Medical,FY1/FY2,Emergency & Urgent Care,FY1,20.35,2026-05-14,2026-06-18,37.5,1.0,GMC,Permanent,Suspended,UB700183,2031-03-20,BU321880,2029-05-31,2027-06-03,2026-06-04
EMP0336-20260913_210742,Nicole,Parry,nblack@example.com,1989-12-27,+44289018642,"4 Stanley Dam
Rosieburgh
SW1 1AT",Female,Horizon Integrated Health Partnership NHS Trust,Mixed,China,Skilled Worker,Medical,SHO,Clinical Support Services,SHO,23.85,2018-07-27,2018-09-07,37.5,1.0,None,Bank,Active,AX648035,2031-02-22,GB074931,2030-03-02,2027-05-04,2018-08-17
EMP0337-20260913_210742,Glenn,Hall,rosemary52@example.net,2005-08-25,(0808)1570199,"39 Diana Dale
Lake Laura
BL0N 0PW",Male,Valleyview Mental Wellness NHS Trust,White,Canada,Dependent,AHP,Occupational Therapist,Emergency & Urgent Care,6,24.57,2023-09-30,2023-11-11,37.5,1.0,GMC,Permanent,Inactive,TA307130,2029-01-16,TZ175179,2031-02-14,2027-02-03,2023-10-21
EMP0338-20260913_210742,Jeffrey,Knight,stephaniehopkins@example.com,2008-09-11,0151 4960973,"Studio 7
Brown Course
South Mary
SW38 4HS",Female,Meadowbrook Community Health NHS Trust,White,New Zealand,British Citizen,Admin,Receptionist,Clinical Support Services,3,14.96,2018-04-21,2018-06-02,20.0,0.53,NMC,Permanent,On Leave,VX912992,2030-01-12,YE782330,2030-08-13,2027-06-09,2018-05-12
EMP0339-20260913_210742,Cameron,O'Neill,ikennedy@example.com,1999-06-08,(01632)960441,"4 Ball Cliffs
Port Sara
YO0P 5XU",Male,Greenhaven Acute & Specialist Care NHS Trust,White,United States,Dependent,Medical,SHO,Surgery & Cancer,SHO,24.57,2024-02-19,2024-04-01,37.5,1.0,HCPC,Bank,Inactive,QN634432,2030-07-15,SS048234,2029-08-23,2027-07-31,2024-03-11
EMP0340-20260913_210742,Duncan,Davis,damien13@example.com,1989-01-20,+449098790385,"Flat 98U
Bethany Orchard
East Ellie
HU9V 8SU",Male,Northshire University Hospitals NHS Trust,Black,Jamaica,British Citizen,Medical,GP,Critical Care & Anaesthesia,GP,54.2,2016-10-21,2016-11-25,30.0,0.8,HCPC,Fixed Term,Inactive,HP400142,2028-04-21,KL122888,2030-05-06,2027-09-01,2016-11-11
EMP0341-20260913_210742,Diane,Baxter,oliver82@example.org,1974-12-18,0117 4960337,"Studio 15v
Thomas Valleys
Port Allanside
BS7 1EU",Male,Southvale Hospitals NHS Trust,White,United States,Skilled Worker,Medical,Consultant,Surgery & Cancer,CONS,49.85,2023-04-12,2023-05-17,15.0,0.4,HCPC,Bank,Active,TC748496,2028-12-30,YY643041,2027-12-11,2026-10-20,2023-05-03
EMP0342-20260913_210742,Tracey,Evans,jonesmark@example.net,2003-01-08,0141 4960592,"Studio 4
Mandy Turnpike
Bradshawberg
BS9M 3FE",Female,Northwood Mental Health NHS Trust,Asian,India,Dependent,AHP,Physiotherapist,Women & Children,6,25.61,2024-12-18,2025-01-22,30.0,0.8,GMC,Fixed Term,On Leave,RI685629,2027-08-04,GN323474,2029-12-21,2027-04-25,2025-01-08
EMP0343-20260913_210742,Jasmine,Cox,evanslouis@example.com,1974-12-25,(0116)4960468,"3 Bradley Viaduct
North Pamela
TW2Y 0RR",Male,Horizon Integrated Health Partnership NHS Trust,Black,Barbados,Skilled Worker,Admin,Administrator,Medicine & Acute Care,3,14.53,2019-09-24,2019-10-22,15.0,0.4,None,Permanent,Inactive,QX010390,2027-11-22,EY014707,2029-06-14,2027-04-21,2019-10-15
EMP0344-20260913_210742,Nicola,Fuller,joycegill@example.net,1963-12-02,0191 498 0587,"Studio 63
Kayleigh Inlet
Lake Paulaton
N7W 8SJ",Male,Meadowbrook Community Health NHS Trust,White,United States,British Citizen,Nursing,Nursery Nurse,Medicine & Acute Care,2,13.52,2025-11-01,2025-12-06,18.75,0.5,GMC,Permanent,Suspended,AC087710,2027-09-16,OW075014,2030-06-08,2027-06-18,2025-11-22
EMP0345-20260913_210742,June,Jones,natashajames@example.com,1986-10-15,(0131)4960396,"42 Carter Crossing
Mohamedview
E71 9QH",Female,Lakeside District Hospitals NHS Trust,Mixed,Trinidad and Tobago,Skilled Worker,Admin,Medical Secretary,Surgery & Cancer,4,16.84,2026-03-23,2026-04-27,37.5,1.0,None,Fixed Term,Active,FX380888,2027-03-16,DI727492,2031-04-20,2027-02-11,2026-04-13
EMP0346-20260913_210742,Barry,Briggs,louis49@example.com,1989-05-10,+44(0)114 4960358,"9 Taylor Street
Andreamouth
S3K 8SJ",Female,Oakridge Community Services NHS Trust,Black,Nigeria,Skilled Worker,Admin,Receptionist,Emergency & Urgent Care,3,14.23,2019-06-24,2019-07-29,15.0,0.4,None,Bank,Suspended,XD143294,2027-02-01,DN019308,2030-03-25,2027-05-21,2019-07-15
EMP0347-20260913_210742,Lydia,Hunt,lowesuzanne@example.com,1995-06-05,+44(0)909 879 0704,"671 Cox Walk
Andrewberg
TQ08 4JR",Female,Eastfield Psychological Services NHS Trust,Black,Nigeria,Skilled Worker,AHP,Physiologist,Corporate Services,6,27.77,2021-10-30,2021-12-11,15.0,0.4,None,Permanent,Active,OY434174,2030-05-13,VE924772,2028-07-27,2027-07-20,2021-11-20
EMP0348-20260913_210742,Janice,Collins,gholloway@example.com,1998-10-05,(0115)4960723,"Flat 11j
Griffiths Plains
North Teresatown
B32 1PZ",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,Dependent,AHP,Physiotherapist,Surgery & Cancer,6,25.72,2019-04-16,2019-05-21,18.75,0.5,HCPC,Fixed Term,Active,FB215809,2027-12-10,TV130536,2028-09-01,2027-07-02,2019-05-07
EMP0349-20260913_210742,Nicholas,Dunn,wellsdouglas@example.net,1972-08-20,(0808)1570006,"9 Jordan Viaduct
Port Davidborough
GY0E 4TZ",Male,Riverside Integrated Care NHS Trust,Mixed,Canada,ILR,Admin,Data Analyst,Women & Children,8A,31.33,2021-06-15,2021-07-20,15.0,0.4,None,Bank,On Leave,FZ637807,2028-07-30,LN731238,2030-08-21,2027-01-23,2021-07-06
EMP0350-20260913_210742,Leonard,Graham,dianedoyle@example.com,1973-01-30,(0909) 8790179,"35 Joseph Plaza
Lake Edward
L2A 7JG",Female,Hillcrest Medical Centres NHS Trust,Asian,Thailand,Dependent,Medical,Registrar,Critical Care & Anaesthesia,SPR,37.83,2026-04-21,2026-05-19,15.0,0.4,None,Bank,Suspended,WI927498,2028-08-22,NZ389307,2028-12-29,2027-04-27,2026-05-12
EMP0351-20260913_210742,Damien,Russell,amylewis@example.com,2001-11-11,+44191 4960399,"21 Alexander Flat
Mohammedstad
M09 2WU",Male,Westborough Acute Care NHS Trust,White,United Kingdom,British Citizen,AHP,Radiographer,Emergency & Urgent Care,6,25.41,2026-09-07,2026-10-12,20.0,0.53,GMC,Bank,Inactive,BZ672758,2028-07-23,WG142475,2030-12-06,2027-04-27,2026-09-28
EMP0352-20260913_210742,Pamela,Clark,hallclive@example.net,1964-08-03,0131 4960882,"Studio 73
Lewis Crossroad
Spencerburgh
M3 0PJ",Female,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Ghana,ILR,Admin,Receptionist,Clinical Support Services,3,15.51,2026-04-21,2026-05-19,18.75,0.5,HCPC,Fixed Term,Inactive,TE047161,2031-04-19,JF307581,2026-10-08,2026-12-05,2026-05-12
EMP0353-20260913_210742,Bruce,Smith,yhunt@example.com,1992-03-31,0118 496 0652,"Studio 0
Bennett Springs
South Jamietown
N0T 0TR",Male,Oakridge Community Services NHS Trust,Black,Barbados,British Citizen,Nursing,Ward Manager,Emergency & Urgent Care,8A,29.45,2018-03-18,2018-04-22,37.5,1.0,None,Fixed Term,Suspended,SR532461,2028-09-23,ZP683923,2027-07-12,2027-05-03,2018-04-08
EMP0354-20260913_210742,Alexander,Cook,lorrainebrown@example.com,1976-05-11,+44(0)1174960258,"97 Fleming Brook
Lake Raymond
DG23 1UL",Male,Riverbank General Hospitals NHS Trust,Asian,India,Dependent,Medical,FY1/FY2,Emergency & Urgent Care,FY1,20.12,2018-04-13,2018-05-25,30.0,0.8,GMC,Fixed Term,On Leave,DV006769,2026-11-22,SG086013,2027-10-17,2027-08-28,2018-05-04
EMP0355-20260913_210742,Diane,Clark,philip50@example.net,1991-01-26,+44(0)191 4960124,"Studio 7
Billy Stravenue
Smithchester
G12 6LX",Male,Northshire University Hospitals NHS Trust,Black,Trinidad and Tobago,Dependent,Nursing,Ward Manager,Corporate Services,8A,33.7,2022-01-22,2022-02-19,30.0,0.8,NMC,Permanent,Suspended,PD133280,2028-01-09,KT426690,2030-07-22,2026-11-10,2022-02-12
EMP0356-20260913_210742,Sharon,Thorpe,fgreen@example.net,1983-07-12,(028) 9018 0904,"Flat 55
Smith Square
Port Mathewfort
E00 2GT",Male,Westborough Acute Care NHS Trust,Black,Kenya,ILR,AHP,Physiologist,Clinical Support Services,6,27.38,2017-03-20,2017-04-17,20.0,0.53,GMC,Permanent,On Leave,UI338468,2028-02-05,KT273909,2027-03-04,2027-02-28,2017-04-10
EMP0357-20260913_210742,Dale,Wallace,eric93@example.org,1960-10-11,+44(0)141 496 0252,"97 King Fork
North Hilary
CB2 4ZG",Female,Westmere Community Health NHS Trust,White,United Kingdom,Skilled Worker,Medical,GP,Clinical Support Services,GP,61.29,2026-05-20,2026-07-01,18.75,0.5,NMC,Bank,Suspended,JI453852,2026-10-13,DA263789,2027-01-07,2027-07-21,2026-06-10
EMP0358-20260913_210742,Melissa,Baker,carolinehoughton@example.org,1961-05-22,0909 879 0973,"Studio 40i
Clare Park
Harrisonborough
G1 8QR",Male,Bluewater Community & Rehabilitation NHS Trust,Asian,India,Skilled Worker,Nursing,Nursery Nurse,Surgery & Cancer,2,12.95,2023-08-03,2023-09-07,30.0,0.8,None,Permanent,On Leave,GO954249,2030-03-29,DQ188150,2029-06-02,2027-03-01,2023-08-24
EMP0359-20260913_210742,Damien,Clements,bakercatherine@example.net,2006-07-06,+44(0)1144960584,"5 Hammond Mountain
Sophiestad
TN99 7YG",Male,Eastmoor Teaching Hospitals NHS Trust,Asian,Japan,ILR,Medical,Registrar,Clinical Support Services,SPR,41.04,2023-11-30,2024-01-04,30.0,0.8,GMC,Permanent,Inactive,ED644681,2028-08-08,YA430970,2027-05-25,2027-07-10,2023-12-21
EMP0360-20260913_210742,Jay,Hayes,bthornton@example.net,2002-02-26,+44(0)20 74960948,"Flat 86f
Willis Locks
East Zoe
ST13 3PF",Male,Horizon Integrated Health Partnership NHS Trust,Asian,India,Skilled Worker,Medical,GP,Emergency & Urgent Care,GP,53.27,2023-07-14,2023-08-18,37.5,1.0,GMC,Bank,On Leave,JZ546373,2030-12-20,YZ104290,2031-03-10,2027-03-16,2023-08-04
EMP0361-20260913_210742,Jason,Quinn,pbyrne@example.com,2001-09-17,0151 4960205,"2 Austin Causeway
Phillipsview
S99 4YZ",Male,Northshire University Hospitals NHS Trust,Asian,Thailand,ILR,Medical,FY1/FY2,Surgery & Cancer,FY1,19.28,2020-04-03,2020-05-01,37.5,1.0,None,Permanent,Inactive,BL010456,2028-06-26,ZJ043973,2027-01-27,2026-11-10,2020-04-24
EMP0362-20260913_210742,Alexander,Williams,jacksoncarole@example.com,1964-04-12,+44161 4960173,"Studio 19C
Vincent Mews
West Rossshire
TA14 9RF",Male,Southgate Community & Mental Health NHS Trust,Asian,China,Dependent,Admin,Receptionist,Critical Care & Anaesthesia,3,14.11,2025-02-28,2025-04-04,30.0,0.8,GMC,Fixed Term,On Leave,YN214393,2029-02-25,CQ117594,2027-08-07,2027-06-07,2025-03-21
EMP0363-20260913_210742,Keith,Thomas,jbutler@example.org,1990-11-29,0141 496 0695,"999 Leanne Wall
Port Normantown
S1W 3NX",Female,Riverbank General Hospitals NHS Trust,White,Canada,ILR,Nursing,Charge Nurse,Critical Care & Anaesthesia,7,28.77,2024-01-10,2024-02-14,20.0,0.53,GMC,Fixed Term,Inactive,YC941450,2030-12-25,BR805914,2031-01-05,2027-04-18,2024-01-31
EMP0364-20260913_210742,Kathryn,Campbell,johnsonnatasha@example.com,1993-07-06,+44(0)9098790542,"9 Jones Pike
Wallaceview
S0 5FS",Male,Valleyview Mental Wellness NHS Trust,Mixed,Barbados,British Citizen,Nursing,Senior Staff Nurse,Clinical Support Services,6,22.66,2025-12-04,2026-01-08,37.5,1.0,NMC,Fixed Term,Suspended,HS665238,2029-02-09,RY646471,2031-09-01,2027-03-03,2025-12-25
EMP0365-20260913_210742,Alice,Walker,joyceburke@example.org,1970-11-22,+44(0)1164960918,"2 Bailey Unions
New Rebeccaview
YO78 3RH",Male,Valleyview Mental Wellness NHS Trust,White,United States,ILR,AHP,Pharmacist,Critical Care & Anaesthesia,5,19.16,2026-08-20,2026-10-01,15.0,0.4,HCPC,Permanent,Active,UJ505296,2030-09-05,NJ955703,2030-01-06,2026-11-03,2026-09-10
EMP0366-20260913_210742,Peter,Taylor,stephenscharles@example.org,2001-04-22,+44909 8790113,"Studio 68
Jemma Loop
Leonardberg
SG12 3PN",Male,Horizon Integrated Health Partnership NHS Trust,Asian,Thailand,ILR,Nursing,Nursery Nurse,Critical Care & Anaesthesia,2,13.0,2019-07-12,2019-08-16,20.0,0.53,HCPC,Bank,On Leave,ZI971260,2031-07-22,SP860691,2030-11-08,2026-11-01,2019-08-02
EMP0367-20260913_210742,Georgia,Warner,clairewoods@example.org,1967-11-23,(0118)4960677,"6 Benjamin Ridge
Lake Jacquelinechester
PO9V 5YX",Male,Lakeside District Hospitals NHS Trust,Mixed,Canada,ILR,Medical,GP,Clinical Support Services,GP,46.79,2020-06-30,2020-08-04,37.5,1.0,NMC,Permanent,Suspended,CU777413,2031-07-01,SQ387387,2029-10-18,2027-09-05,2020-07-21
EMP0368-20260913_210742,Francesca,Barton,jonathanwebster@example.net,1990-04-22,(0151)4960039,"Flat 96
Knight Drive
Hallmouth
JE2R 7HW",Female,Northshire University Hospitals NHS Trust,Mixed,Japan,ILR,Medical,FY1/FY2,Emergency & Urgent Care,FY1,21.14,2018-08-30,2018-09-27,20.0,0.53,NMC,Bank,Active,MI133493,2028-11-27,TC271269,2027-02-10,2027-05-08,2018-09-20
EMP0369-20260913_210742,Carly,Campbell,tbrown@example.org,2005-10-05,+44(0)161 4960999,"Flat 2
Bernard Mount
Hazelbury
G2C 3QG",Male,Southgate Community & Mental Health NHS Trust,White,New Zealand,ILR,Nursing,Nursery Nurse,Women & Children,2,12.49,2020-08-28,2020-09-25,18.75,0.5,HCPC,Fixed Term,Inactive,AI492707,2030-03-19,PF761448,2031-01-31,2027-04-28,2020-09-18
EMP0370-20260913_210742,Gavin,Hurst,liam65@example.com,1990-07-20,(0114) 496 0334,"853 Damian Inlet
Port Nathan
HP8M 5BJ",Male,Oakridge Community Services NHS Trust,Asian,Japan,ILR,Medical,SHO,Critical Care & Anaesthesia,SHO,29.34,2019-08-12,2019-09-16,20.0,0.53,NMC,Bank,On Leave,AH269150,2028-07-04,RS118039,2030-10-03,2027-04-19,2019-09-02
EMP0371-20260913_210742,Lee,Cooper,chamberlainandrea@example.org,2007-05-17,(020) 7496 0033,"Flat 1
West Viaduct
Bartonville
L0B 9XS",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,India,Skilled Worker,Admin,Medical Secretary,Medicine & Acute Care,4,18.01,2017-07-20,2017-08-17,15.0,0.4,HCPC,Fixed Term,On Leave,TE374592,2029-05-27,RW672069,2027-01-13,2026-09-15,2017-08-10
EMP0372-20260913_210742,Dawn,Adams,jonesvanessa@example.org,1965-11-22,(0808) 1570656,"17 Fox Expressway
Brownbury
LA1M 3YW",Male,Broadfield Clinical Services NHS Trust,White,Canada,British Citizen,Admin,Medical Secretary,Women & Children,4,17.29,2021-08-27,2021-10-08,30.0,0.8,HCPC,Bank,Active,NR151801,2027-04-05,JK320746,2027-05-03,2026-09-27,2021-09-17
EMP0373-20260913_210742,Wayne,White,lewiskaty@example.com,1977-09-08,0909 879 0249,"Flat 41
Cook Village
Shannonchester
ST6 9WX",Female,Lakeside District Hospitals NHS Trust,Mixed,New Zealand,British Citizen,Admin,Receptionist,Medicine & Acute Care,3,15.23,2022-06-24,2022-07-29,15.0,0.4,None,Permanent,Inactive,BK973428,2028-01-27,VE265742,2028-03-27,2027-08-27,2022-07-15
