emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,salary,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0320,Jamie,Duffy,wevans@example.com,1985-10-19,(0191) 496 0007,"4 Nixon Mission
Jaychester
G9 2TR",Female,Valleyview Mental Wellness NHS Trust,Black,Jamaica,British Citizen,AHP,Physiologist,Emergency & Urgent Care,6,48013,2024-12-08,2025-01-12,15.0,0.4,HCPC,Permanent,On Leave,EL858564,2029-11-07,HT067988,2031-08-09,2027-06-09,2024-12-29
EMP0321,Linda,Short,hayneschristine@example.org,1967-02-25,01184960225,"115 Cook Mill
Port Yvonnestad
S92 1AG",Male,Northwood Mental Health NHS Trust,Black,Kenya,Dependent,Nursing,Senior Staff Nurse,Women & Children,6,44312,2026-03-10,2026-04-21,30.0,0.8,None,Fixed Term,Suspended,BJ026191,2028-03-30,PH733561,2031-03-19,2027-05-11,2026-03-31
EMP0322,Damien,Hicks,amber33@example.net,2001-05-29,+44(0)909 879 0069,"Flat 84C
Abigail Harbors
Derekside
AB2N 6HJ",Female,Eastfield Psychological Services NHS Trust,Black,Jamaica,Dependent,Nursing,Staff Nurse,Corporate Services,5,37830,2020-11-27,2020-12-25,37.5,1.0,HCPC,Bank,On Leave,CK202432,2030-08-30,NI376097,2030-02-01,2026-09-27,2020-12-18
EMP0323,Ben,Mitchell,jill72@example.net,1980-04-02,+44(0)141 4960863,"Flat 4
Hurst Hollow
North Tina
ME07 2QY",Female,Southvale Hospitals NHS Trust,White,New Zealand,Skilled Worker,AHP,Physiotherapist,Surgery & Cancer,6,46298,2022-04-22,2022-05-20,18.75,0.5,None,Fixed Term,Inactive,PU629519,2027-05-07,SQ830936,2027-02-17,2027-06-02,2022-05-13
EMP0324,Georgina,Carter,maureen97@example.com,1979-01-13,+44(0)1154960192,"1 Kayleigh Views
Lake Abigailfurt
EC1X 8JH",Male,Southgate Community & Mental Health NHS Trust,Mixed,New Zealand,British Citizen,Admin,Administrator,Surgery & Cancer,3,29075,2023-12-06,2024-01-03,37.5,1.0,HCPC,Fixed Term,Active,XD153596,2028-06-25,CC079156,2029-01-18,2027-09-06,2023-12-27
EMP0325,Kayleigh,Thomas,barrettleslie@example.org,1972-02-07,0131 496 0850,"Studio 25P
Elizabeth Springs
Coxmouth
M4C 0DB",Male,Greenhaven Acute & Specialist Care NHS Trust,White,United Kingdom,ILR,Medical,Consultant,Medicine & Acute Care,CONS,118353,2021-12-18,2022-01-15,37.5,1.0,NMC,Bank,On Leave,BX692779,2028-12-12,HC692786,2028-01-18,2026-10-06,2022-01-08
EMP0326,Hazel,Bailey,evansiain@example.net,1988-12-27,0117 496 0360,"Flat 0
Grant Route
South Lesley
E4 8LX",Female,Horizon Integrated Health Partnership NHS Trust,Black,Jamaica,Dependent,Nursing,Charge Nurse,Surgery & Cancer,7,55135,2024-12-21,2025-01-25,15.0,0.4,NMC,Bank,Active,DT109361,2027-11-29,BX777130,2029-07-12,2026-12-30,2025-01-11
EMP0327,Patrick,Bond,ronald08@example.com,2001-06-08,0292018932,"473 Wright Islands
New Charliechester
DD76 4XJ",Male,Broadfield Clinical Services NHS Trust,Mixed,Ghana,Dependent,Medical,FY1/FY2,Medicine & Acute Care,FY1,38807,2023-07-04,2023-08-01,37.5,1.0,GMC,Permanent,On Leave,PC859772,2030-12-05,FR653758,2030-05-30,2026-09-19,2023-07-25
EMP0328,Karl,Clarke,lyndawilliams@example.net,1983-11-22,0191 498 0074,"87 Francis Lakes
New Arthurton
BD1A 5DD",Male,Riverside Integrated Care NHS Trust,Mixed,South Africa,ILR,Nursing,Healthcare Assistant,Corporate Services,2,26305,2025-02-02,2025-03-02,18.75,0.5,None,Fixed Term,Active,DC217281,2031-05-20,GF084657,2030-11-30,2027-03-08,2025-02-23
EMP0329,Marcus,Bradley,dunnjill@example.com,2001-03-10,(01632)960252,"884 Murphy Plaza
North Jayne
B5G 9FQ",Male,Meadowbrook Community Health NHS Trust,Asian,Japan,ILR,Admin,Data Analyst,Critical Care & Anaesthesia,8A,68510,2023-08-29,2023-10-10,30.0,0.8,None,Bank,Inactive,NP331464,2029-05-25,CM165060,2027-09-26,2027-05-04,2023-09-19
EMP0330,Joyce,Hudson,hazel72@example.net,1982-10-18,0121 4960680,"878 Justin Mountains
North Lisa
LL0 0TT",Female,Broadfield Clinical Services NHS Trust,Mixed,Kenya,British Citizen,Nursing,Senior Staff Nurse,Women & Children,6,50889,2026-05-25,2026-07-06,20.0,0.53,HCPC,Fixed Term,Active,CS062769,2030-03-13,YF488719,2031-05-01,2026-11-21,2026-06-15
EMP0331,Chelsea,Harrison,gillianlewis@example.net,1978-07-12,+44(0)909 879 0616,"05 Fisher Loop
Watsonborough
N36 8XT",Female,Southgate Community & Mental Health NHS Trust,Asian,India,Skilled Worker,Admin,Data Analyst,Corporate Services,8A,69445,2022-07-02,2022-07-30,18.75,0.5,NMC,Bank,Suspended,AT024127,2031-07-18,PA586601,2031-09-05,2027-08-01,2022-07-23
EMP0332,Maureen,Wright,pwalters@example.com,1970-10-22,+44(0)113 4960779,"64 Stewart Locks
New Alison
N2G 2QF",Female,Riverbank General Hospitals NHS Trust,Asian,Japan,Skilled Worker,Admin,Administrator,Critical Care & Anaesthesia,3,30917,2023-08-16,2023-09-13,15.0,0.4,None,Bank,Inactive,BL446545,2029-03-05,FA435069,2031-06-21,2026-10-05,2023-09-06
EMP0333,Elizabeth,Watson,gbennett@example.com,1979-08-11,0115 4960228,"Flat 60O
Janice Trafficway
New Joycechester
TS67 3SZ",Female,Broadfield Clinical Services NHS Trust,Asian,Japan,British Citizen,Admin,Receptionist,Surgery & Cancer,3,29817,2023-06-16,2023-07-28,15.0,0.4,HCPC,Permanent,On Leave,YG172536,2028-06-05,JW849308,2031-07-10,2026-12-20,2023-07-07
EMP0334,Gareth,Williams,mmoore@example.com,1981-07-09,020 7946 0773,"Studio 14P
Gibbons Loaf
Port Shannon
W03 2ER",Male,Riverside Integrated Care NHS Trust,White,United Kingdom,British Citizen,Medical,Registrar,Critical Care & Anaesthesia,SPR,80235,2018-11-22,2018-12-27,37.5,1.0,NMC,Bank,Suspended,JD919961,2029-05-12,AN541222,2027-02-06,2027-05-01,2018-12-13
EMP0335,Charles,Jones,louis98@example.org,1980-12-06,(0161) 496 0835,"Studio 9
Amelia Greens
Port Tobyside
N77 6SH",Female,Northshire University Hospitals NHS Trust,Black,Ghana,Dependent,Admin,Medical Secretary,Surgery & Cancer,4,37328,2020-04-15,2020-05-13,20.0,0.53,NMC,Permanent,Inactive,SD321235,2031-02-20,HC849865,2028-09-01,2026-12-30,2020-05-06
EMP0336,Carolyn,Kennedy,clarebuckley@example.org,1966-03-08,+44131 4960947,"Flat 03c
Burrows Crossroad
South Patrick
G2 8NG",Male,Midlands Central Hospitals NHS Trust,Asian,Japan,Skilled Worker,Nursing,Healthcare Assistant,Medicine & Acute Care,2,25071,2017-11-11,2017-12-16,37.5,1.0,None,Fixed Term,Suspended,ZP311857,2029-08-19,FH308343,2029-04-08,2027-05-14,2017-12-02
EMP0337,Angela,Saunders,ryan74@example.net,1980-07-19,0161 496 0776,"7 Donna Flats
New Craigside
L6B 7LT",Female,Valleyview Mental Wellness NHS Trust,Mixed,United Kingdom,British Citizen,Admin,Receptionist,Women & Children,3,29501,2017-10-09,2017-11-13,37.5,1.0,GMC,Permanent,Suspended,KU835868,2027-04-10,EE372732,2027-01-08,2027-02-01,2017-10-30
EMP0338,Gerald,Smith,yjames@example.com,1976-08-09,01154960640,"5 Georgina Garden
West Henryberg
S32 4BL",Male,Eastfield Psychological Services NHS Trust,White,New Zealand,Dependent,Medical,Consultant,Clinical Support Services,CONS,103747,2024-05-01,2024-05-29,15.0,0.4,None,Fixed Term,Inactive,XH420582,2027-09-24,ZY386835,2029-09-15,2026-11-25,2024-05-22
EMP0339,Joanna,Taylor,hewittanna@example.org,2007-08-11,+44(0)151 496 0092,"Flat 4
June Stream
Singhstad
G27 6SP",Female,Northshire University Hospitals NHS Trust,Mixed,Barbados,Dependent,Nursing,Ward Manager,Medicine & Acute Care,8A,67894,2023-05-28,2023-06-25,20.0,0.53,HCPC,Fixed Term,On Leave,IZ960939,2027-05-09,QC072359,2027-09-02,2026-12-16,2023-06-18
EMP0340,Max,Hughes,wardannette@example.org,1962-01-12,(0113)4960377,"50 Frost Port
West Connorton
DA7 2XG",Female,Northwood Mental Health NHS Trust,Black,Kenya,Dependent,Admin,Receptionist,Critical Care & Anaesthesia,3,29854,2017-06-12,2017-07-17,37.5,1.0,None,Bank,Suspended,NH442182,2031-05-29,XN631227,2027-08-18,2026-11-26,2017-07-03
EMP0341,Sharon,O'Connor,henrymatthews@example.com,2005-09-29,0306 9990496,"Studio 53
Diana Route
Edwardsstad
N4D 3XL",Male,Valleyview Mental Wellness NHS Trust,Asian,China,Dependent,Admin,Administrator,Corporate Services,3,30012,2019-10-23,2019-11-27,30.0,0.8,HCPC,Bank,Inactive,OI970453,2028-10-04,HG313661,2028-10-25,2027-04-26,2019-11-13
EMP0342,Andrea,Smith,zreynolds@example.org,2004-06-09,(0141) 496 0601,"02 Reece Lock
Mooreville
N84 8FQ",Female,Westmere Community Health NHS Trust,White,United Kingdom,Skilled Worker,Nursing,Nursery Nurse,Women & Children,2,26597,2018-12-31,2019-01-28,18.75,0.5,NMC,Fixed Term,On Leave,CZ341496,2031-01-08,VK120194,2029-08-22,2027-09-02,2019-01-21
EMP0343,Teresa,Fletcher,joseph18@example.com,1971-08-05,+441144960529,"2 Russell Dam
Natalieton
M5 4GP",Male,Valleyview Mental Wellness NHS Trust,Asian,Thailand,Skilled Worker,Admin,Medical Secretary,Medicine & Acute Care,4,37203,2017-11-08,2017-12-20,37.5,1.0,NMC,Bank,Active,QU938408,2029-10-15,HW613685,2029-02-27,2026-12-10,2017-11-29
EMP0344,Amanda,King,awilliams@example.com,1983-08-01,+44306 9990320,"Studio 9
Graham Mount
New Peter
B31 9QF",Male,Eastmoor Teaching Hospitals NHS Trust,Black,Ghana,ILR,Nursing,Healthcare Assistant,Women & Children,2,24661,2021-01-14,2021-02-11,20.0,0.53,HCPC,Permanent,Active,DT687133,2027-12-13,XJ189690,2031-09-08,2027-02-10,2021-02-04
EMP0345,Heather,Lyons,neil43@example.net,1961-05-18,09098790269,"96 Philip Meadow
South Duncan
L8 4QL",Male,Hillcrest Medical Centres NHS Trust,Black,Ghana,ILR,AHP,Physiologist,Corporate Services,6,54429,2024-11-16,2024-12-21,20.0,0.53,GMC,Fixed Term,On Leave,BK211741,2028-07-08,WC011661,2027-05-26,2027-05-05,2024-12-07
EMP0346,Jemma,Ward,jaderobinson@example.org,1982-01-23,0151 496 0154,"47 Clarke Extension
Samuelmouth
SN6B 6DL",Female,Northwood Mental Health NHS Trust,Mixed,India,ILR,Nursing,Staff Nurse,Critical Care & Anaesthesia,5,39793,2022-01-06,2022-02-17,18.75,0.5,GMC,Fixed Term,Inactive,TO080375,2028-06-01,PK454300,2030-08-21,2026-10-31,2022-01-27
EMP0347,Henry,Stokes,cameronhart@example.net,2003-03-15,+44(0)118 4960299,"Flat 8
Patricia Drive
Lake Dale
N7 3ZZ",Male,Riverside Integrated Care NHS Trust,Asian,India,Skilled Worker,Medical,SHO,Medicine & Acute Care,SHO,55287,2021-03-18,2021-04-15,30.0,0.8,NMC,Permanent,Active,BX546012,2027-07-04,MZ011971,2030-05-19,2027-01-24,2021-04-08
EMP0348,Jennifer,Taylor,georgiapayne@example.com,1972-10-03,+441174960687,"Flat 08
Dawson Burg
Colinport
E85 5AG",Female,Midlands Central Hospitals NHS Trust,Asian,Japan,Dependent,Nursing,Healthcare Assistant,Corporate Services,2,25999,2023-01-28,2023-02-25,18.75,0.5,HCPC,Fixed Term,Inactive,XQ709362,2030-01-25,RH728523,2029-05-05,2027-04-28,2023-02-18
EMP0349,Callum,McDonald,jennifergibbs@example.com,1984-02-17,+4420 74960349,"Flat 99
Marian Knolls
East Aimeemouth
CO68 7UQ",Female,Broadfield Clinical Services NHS Trust,White,New Zealand,Dependent,AHP,Physiotherapist,Emergency & Urgent Care,6,49845,2026-05-11,2026-06-22,18.75,0.5,GMC,Fixed Term,On Leave,YX307369,2027-07-16,LT834872,2027-08-09,2027-03-24,2026-06-01
EMP0350,Max,Smith,alice16@example.com,1978-05-26,+441134960769,"Studio 10Q
James Manors
Georginahaven
ZE8V 1PQ",Female,Broadfield Clinical Services NHS Trust,White,Canada,Dependent,Admin,Data Analyst,Corporate Services,8A,66404,2021-03-21,2021-04-25,30.0,0.8,NMC,Permanent,Active,IX231025,2029-12-12,AQ251676,2028-10-16,2026-12-15,2021-04-11
EMP0351,Peter,Wilson,marydavis@example.net,1961-03-30,0808 1570577,"09 Fox Branch
West Craig
W3 5BB",Male,Westmere Community Health NHS Trust,White,Canada,Dependent,Admin,Medical Secretary,Corporate Services,4,32860,2023-05-28,2023-07-02,30.0,0.8,HCPC,Fixed Term,On Leave,WO253992,2030-09-10,FK900444,2031-04-29,2027-03-14,2023-06-18
EMP0352,Damian,Perkins,zjones@example.com,1966-01-30,+44(0)20 74960927,"87 Yvonne Pines
Joanland
S52 8GJ",Female,Hillcrest Medical Centres NHS Trust,White,Australia,Skilled Worker,Admin,Data Analyst,Critical Care & Anaesthesia,8A,69193,2025-12-26,2026-02-06,18.75,0.5,NMC,Permanent,Suspended,KO168287,2029-08-19,UZ728582,2030-09-19,2026-11-15,2026-01-16
EMP0353,Brian,Macdonald,nlee@example.org,1980-04-01,01144960741,"2 Beth Squares
Lake Jean
B17 2WP",Male,Eastmoor Teaching Hospitals NHS Trust,Black,Nigeria,ILR,Admin,Medical Secretary,Emergency & Urgent Care,4,31288,2017-03-25,2017-04-22,15.0,0.4,NMC,Bank,On Leave,DB518043,2028-06-17,CN351017,2030-08-31,2027-07-12,2017-04-15
EMP0354,Phillip,Haynes,janicearcher@example.org,1969-02-03,0116 496 0866,"Flat 79
Howarth Grove
Grantborough
L4K 3XY",Male,Southgate Community & Mental Health NHS Trust,White,United States,Skilled Worker,AHP,Occupational Therapist,Women & Children,6,47633,2017-03-23,2017-04-27,20.0,0.53,GMC,Bank,Active,IB589144,2029-08-20,HU032383,2028-11-02,2026-10-31,2017-04-13
EMP0355,David,Jones,conwaycallum@example.com,1982-10-14,(0116) 496 0371,"3 Day Coves
Dianechester
TN76 6HZ",Female,Broadfield Clinical Services NHS Trust,Mixed,China,Dependent,Nursing,Nursery Nurse,Corporate Services,2,25278,2021-02-26,2021-04-02,18.75,0.5,None,Fixed Term,On Leave,NA946680,2027-06-05,CR551812,2030-02-28,2027-06-07,2021-03-19
EMP0356,Jamie,Collier,tconway@example.org,1972-12-01,0116 4960469,"Studio 10
Gardner Shore
Lynchshire
IP8 8GH",Male,Westborough Acute Care NHS Trust,Black,Kenya,Dependent,Medical,FY1/FY2,Critical Care & Anaesthesia,FY1,39797,2023-07-20,2023-08-31,20.0,0.53,NMC,Permanent,Inactive,XC689638,2031-08-22,ED623843,2027-02-23,2027-08-28,2023-08-10
EMP0357,Geraldine,Pearce,wharrison@example.com,1984-05-06,(0161)4960307,"Flat 1
Robinson Freeway
Port Marcusland
B57 0LY",Female,Valleyview Mental Wellness NHS Trust,Asian,India,Skilled Worker,AHP,Speech Therapist,Women & Children,6,51191,2021-04-19,2021-05-31,18.75,0.5,HCPC,Permanent,Suspended,WE087309,2030-10-20,IV074846,2029-02-14,2026-09-30,2021-05-10
EMP0358,Antony,Mitchell,houghtonjessica@example.com,1987-09-22,+44(0)115 4960306,"Flat 6
Rachel Alley
West Christopher
CH1P 3SE",Male,Horizon Integrated Health Partnership NHS Trust,Asian,India,Dependent,Nursing,Healthcare Assistant,Clinical Support Services,2,24319,2022-07-17,2022-08-21,30.0,0.8,HCPC,Permanent,Suspended,VR587900,2026-12-19,UJ924430,2027-03-24,2026-12-09,2022-08-07
EMP0359,Craig,Browne,lday@example.com,1970-06-10,020 74960362,"Flat 11
Kim Brooks
North Bruce
S65 8XH",Male,Westmere Community Health NHS Trust,Mixed,Australia,British Citizen,Medical,SHO,Corporate Services,SHO,51888,2021-06-05,2021-07-03,18.75,0.5,HCPC,Bank,Inactive,AV661496,2030-09-12,LL627875,2027-09-04,2026-11-02,2021-06-26
EMP0360,Grace,Hyde,djones@example.net,1982-09-13,+44115 4960785,"Studio 6
Nicole Courts
Toddbury
DL7P 3QU",Male,Eastmoor Teaching Hospitals NHS Trust,Black,Jamaica,Skilled Worker,Admin,Medical Secretary,Critical Care & Anaesthesia,4,35394,2022-07-21,2022-09-01,20.0,0.53,None,Fixed Term,Active,HQ003926,2027-11-24,FW281208,2029-10-03,2027-05-22,2022-08-11
EMP0361,Jade,King,mortonmartyn@example.com,1978-07-28,+44(0)1614960755,"Studio 52
Lynne Harbor
East Chloe
L51 5GG",Male,Greenhaven Acute & Specialist Care NHS Trust,Mixed,Canada,Dependent,AHP,Occupational Therapist,Medicine & Acute Care,6,50618,2018-07-04,2018-08-08,30.0,0.8,NMC,Bank,On Leave,EW557888,2030-06-05,DB814528,2029-12-06,2026-12-08,2018-07-25
EMP0362,Leslie,Todd,normancooper@example.com,1996-01-16,(0116) 4960987,"Flat 5
Bethany Field
New George
M3C 8TN",Female,Southgate Community & Mental Health NHS Trust,Black,Nigeria,British Citizen,Nursing,Charge Nurse,Critical Care & Anaesthesia,7,52686,2019-04-30,2019-06-11,18.75,0.5,HCPC,Permanent,Active,HC341438,2031-06-19,AV565534,2029-05-23,2027-03-09,2019-05-21
EMP0363,Abdul,Ellis,damiengreen@example.com,1987-09-08,(020) 7496 0242,"Studio 82j
Lynch Parkway
Lake Stanley
DY7E 2AQ",Female,Northshire University Hospitals NHS Trust,White,United Kingdom,British Citizen,Nursing,Senior Staff Nurse,Clinical Support Services,6,51079,2018-10-09,2018-11-06,37.5,1.0,HCPC,Bank,Inactive,VC005605,2027-08-30,HE097155,2027-10-25,2026-10-07,2018-10-30
EMP0364,Dawn,Joyce,janice08@example.net,1999-08-26,+4428 9018053,"3 Hughes Common
Port Oliverburgh
GU2 2BW",Male,Bluewater Community & Rehabilitation NHS Trust,White,Australia,ILR,Nursing,Ward Manager,Surgery & Cancer,8A,59563,2024-01-22,2024-02-26,30.0,0.8,HCPC,Permanent,Inactive,IC752764,2031-07-10,JH923652,2029-01-11,2026-12-17,2024-02-12
EMP0365,Samantha,Holmes,judithchapman@example.org,1979-05-01,(0141)4960104,"Studio 77
Kim Mill
East Marian
E9F 0WH",Female,Valleyview Mental Wellness NHS Trust,Asian,India,Dependent,AHP,Pharmacist,Women & Children,5,38939,2017-01-06,2017-02-17,15.0,0.4,None,Fixed Term,Inactive,YY666182,2029-03-13,EH547768,2027-05-15,2027-05-16,2017-01-27
EMP0366,Norman,Barker,ameliadale@example.org,1966-09-27,(0808) 1570222,"Flat 01u
Pamela Mountains
Birdtown
RH7E 8SZ",Female,Meadowbrook Community Health NHS Trust,Asian,China,Skilled Worker,AHP,Physiologist,Surgery & Cancer,6,44572,2016-11-11,2016-12-09,30.0,0.8,NMC,Bank,Active,WF642056,2030-02-06,BE206046,2028-06-19,2027-05-20,2016-12-02
EMP0367,Stanley,Ali,saunderslee@example.com,1986-09-21,+44909 879 0636,"89 Maurice Brooks
East Francisville
S2C 1DY",Male,Oakridge Community Services NHS Trust,Asian,China,British Citizen,Admin,Data Analyst,Surgery & Cancer,8A,57984,2020-04-04,2020-05-02,37.5,1.0,None,Permanent,Suspended,EX491067,2030-01-24,ZT949471,2031-04-23,2026-12-10,2020-04-25
EMP0368,Hollie,Kelly,singhmelanie@example.org,1997-07-23,+44(0)116 496 0946,"Flat 92A
Blackburn Ferry
New Charleneland
E77 4UR",Male,Eastfield Psychological Services NHS Trust,White,United Kingdom,ILR,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,49534,2020-07-23,2020-08-27,37.5,1.0,GMC,Fixed Term,Active,HW519836,2028-04-24,KB617992,2026-12-04,2027-01-24,2020-08-13
EMP0369,Jay,Robinson,eahmed@example.net,1992-06-11,+44(0)8081570711,"Flat 2
Taylor Lock
Julianfurt
WN8Y 2PU",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Canada,Dependent,Nursing,Nursery Nurse,Medicine & Acute Care,2,25162,2021-01-16,2021-02-27,18.75,0.5,GMC,Permanent,Active,HU506354,2028-07-27,HU400346,2031-05-11,2026-09-14,2021-02-06
EMP0370,Beth,Owen,heather92@example.com,2002-12-24,+44(0)1174960946,"Studio 57
Townsend Mission
Martinshire
G21 3LS",Female,Westmere Community Health NHS Trust,White,Canada,ILR,Admin,Administrator,Critical Care & Anaesthesia,3,26777,2019-12-09,2020-01-06,18.75,0.5,HCPC,Bank,On Leave,ZO023745,2027-10-05,VY926093,2030-12-26,2027-04-08,2019-12-30
EMP0371,Tom,Bates,smithfrancesca@example.net,1964-04-09,020 7946 0098,"868 Leon Brooks
Port Lynda
HA24 1WL",Male,Southgate Community & Mental Health NHS Trust,Mixed,Kenya,Dependent,Admin,Receptionist,Clinical Support Services,3,28458,2020-10-08,2020-11-05,15.0,0.4,None,Fixed Term,Active,IP391229,2029-04-14,TC964639,2030-02-15,2026-10-17,2020-10-29
EMP0372,Denise,Gould,stokeselliott@example.org,2003-06-12,+441614960226,"Studio 95
Mohammed Grove
Hartleyland
E5 6BE",Male,Greenhaven Acute & Specialist Care NHS Trust,Black,Trinidad and Tobago,British Citizen,AHP,Speech Therapist,Emergency & Urgent Care,6,52174,2026-02-01,2026-03-08,20.0,0.53,NMC,Bank,On Leave,QW612530,2030-01-05,OD574912,2030-12-16,2026-11-22,2026-02-22
EMP0373,Alison,Little,wlowe@example.org,1964-07-13,+44151 4960765,"20 Tom Loaf
Hooperborough
LL1 1HH",Female,Northwood Mental Health NHS Trust,White,Canada,Skilled Worker,Medical,Consultant,Critical Care & Anaesthesia,CONS,113538,2019-02-27,2019-04-10,30.0,0.8,HCPC,Bank,Suspended,FW353604,2026-10-31,GG826854,2027-07-05,2027-08-02,2019-03-20
EMP0374,Gary,Davies,jade88@example.net,2001-06-22,(01632) 960 558,"29 Robinson Via
Port Louisefort
W8H 6BR",Female,Valleyview Mental Wellness NHS Trust,Mixed,South Africa,ILR,Admin,Medical Secretary,Clinical Support Services,4,37118,2018-12-29,2019-01-26,18.75,0.5,GMC,Fixed Term,Suspended,MM193661,2026-11-28,GJ984130,2030-08-18,2027-09-08,2019-01-19
EMP0375,Lynda,Hall,mariareid@example.net,1998-11-23,(028)9018675,"Studio 6
Martin Center
Deanstad
ML4 7BW",Female,Northshire University Hospitals NHS Trust,Asian,India,British Citizen,Medical,GP,Medicine & Acute Care,GP,98230,2017-11-16,2017-12-14,18.75,0.5,None,Fixed Term,Inactive,US379456,2031-04-17,IX194586,2026-12-10,2027-07-18,2017-12-07
EMP0376,Ian,Jones,elliottryan@example.com,2008-04-25,+44(0)1214960791,"Studio 43r
Shane Alley
North Iainburgh
PL3 1WY",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,Trinidad and Tobago,ILR,AHP,Speech Therapist,Corporate Services,6,44294,2016-10-20,2016-11-17,37.5,1.0,GMC,Permanent,Inactive,YH763088,2030-02-03,ZV832463,2029-04-29,2027-08-09,2016-11-10
EMP0377,Guy,Jackson,jasmine20@example.net,1989-11-29,0121 4960209,"50 Danielle Causeway
Damianfurt
N22 2GA",Female,Riverbank General Hospitals NHS Trust,Mixed,Thailand,ILR,AHP,Pharmacist,Emergency & Urgent Care,5,40569,2023-04-27,2023-06-01,30.0,0.8,GMC,Fixed Term,Suspended,OQ924260,2029-06-22,ZS640826,2028-09-22,2027-06-07,2023-05-18
EMP0378,Raymond,Pearce,zstevens@example.org,1998-09-08,+44808 1570617,"Flat 01Y
Lewis Viaduct
Georginaborough
L0 0YG",Male,Valleyview Mental Wellness NHS Trust,Black,Trinidad and Tobago,Dependent,Nursing,Ward Manager,Surgery & Cancer,8A,58973,2024-09-18,2024-10-30,18.75,0.5,NMC,Bank,Inactive,PV448505,2028-04-30,WZ179648,2029-09-16,2026-10-22,2024-10-09
EMP0379,Alexander,Shaw,frederick44@example.org,2004-11-21,03069990652,"Flat 26
Alexander Brooks
Gordonland
LN96 8WQ",Female,Riverside Integrated Care NHS Trust,Mixed,Trinidad and Tobago,Dependent,Nursing,Staff Nurse,Medicine & Acute Care,5,38517,2022-01-03,2022-02-14,30.0,0.8,GMC,Bank,Inactive,SB329344,2029-11-05,VT047021,2031-04-19,2027-05-19,2022-01-24
EMP0380,Kimberley,Elliott,shawcolin@example.org,1961-05-28,(0808) 1570598,"Flat 26
Jade Path
South Declan
TD7W 9YR",Female,Southvale Hospitals NHS Trust,Black,Kenya,British Citizen,Nursing,Healthcare Assistant,Critical Care & Anaesthesia,2,27566,2024-12-01,2025-01-12,30.0,0.8,None,Permanent,Active,DE266944,2028-07-19,VR040492,2031-02-24,2027-03-05,2024-12-22
EMP0381,Phillip,Holloway,srowe@example.org,1968-03-12,+44115 4960324,"Studio 91U
Barnes Island
Forstertown
RH8X 6YJ",Female,Meadowbrook Community Health NHS Trust,Black,Ghana,ILR,Admin,Data Analyst,Emergency & Urgent Care,8A,58291,2020-01-10,2020-02-14,15.0,0.4,None,Bank,Active,IN003555,2028-06-17,GK012084,2026-11-24,2027-07-30,2020-01-31
EMP0382,Anna,Moore,isingh@example.org,1967-05-25,+442074960815,"349 Smith Turnpike
Johnsonstad
W7C 6DU",Male,Valleyview Mental Wellness NHS Trust,White,Australia,Skilled Worker,AHP,Pharmacist,Emergency & Urgent Care,5,38020,2017-02-18,2017-03-18,37.5,1.0,NMC,Permanent,Active,FE358609,2029-09-28,TV365201,2029-01-11,2027-03-05,2017-03-11
EMP0383,John,Perry,josh47@example.org,1993-05-18,(0306)9990229,"36 Johnston Gateway
Eleanorchester
N9 8TJ",Female,Eastmoor Teaching Hospitals NHS Trust,Mixed,Australia,Dependent,Nursing,Charge Nurse,Emergency & Urgent Care,7,52897,2020-02-23,2020-03-22,15.0,0.4,None,Fixed Term,Active,TL330832,2029-10-12,IQ460959,2030-07-29,2026-12-26,2020-03-15
EMP0384,Jade,Taylor,normanwalker@example.org,1966-06-26,0151 4960186,"9 Judith Neck
Lake Gavin
ME9E 1LB",Female,Hillcrest Medical Centres NHS Trust,Asian,India,Skilled Worker,Medical,FY1/FY2,Critical Care & Anaesthesia,FY1,41255,2025-06-24,2025-08-05,18.75,0.5,NMC,Fixed Term,Inactive,JO121072,2031-01-31,AY682419,2029-01-01,2026-10-17,2025-07-15
EMP0385,Marion,Watson,vwright@example.org,1967-12-27,+441914960636,"2 Armstrong Glens
Hurstton
LS4N 6RE",Male,Greenhaven Acute & Specialist Care NHS Trust,Black,Barbados,Skilled Worker,AHP,Pharmacist,Emergency & Urgent Care,5,42664,2024-08-06,2024-09-17,18.75,0.5,NMC,Bank,Inactive,HW181645,2031-06-27,IX875697,2029-02-01,2026-10-27,2024-08-27
EMP0386,Richard,Roberts,murphyphilip@example.org,1994-10-10,+44114 496 0919,"Studio 9
Taylor Neck
Johnsonside
DD7 1YX",Male,Northwood Mental Health NHS Trust,Mixed,Canada,Dependent,Medical,SHO,Women & Children,SHO,51533,2023-06-11,2023-07-23,30.0,0.8,NMC,Fixed Term,Active,DD279552,2027-05-15,QB788635,2028-03-14,2027-05-12,2023-07-02
