booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00002048-20260913_210743,2027-03-27,09:45:00,12:45:00,Lakeside District Hospitals NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,Consultant,GP,GP,46.15,61.54,EMP0900-20260913_210743,Rhys Storey,Specialist Skills Required,2025-02-19
BR-00002049-20260913_210743,2026-06-01,09:00:00,13:00:00,Eastfield Psychological Services NHS Trust,AHP,IT Support,Corporate Services,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0993-20260913_210743,Leslie Walker,Increased Patient Demand,2024-10-29
BR-00002050-20260913_210743,2026-03-15,19:15:00,20:15:00,Northshire University Hospitals NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,Consultant,GP,GP,46.15,61.54,EMP0964-20260913_210743,Charlie Williams,Bank Holiday Cover,2024-11-03
BR-00002051-20260913_210743,2027-02-12,23:15:00,02:15:00,Broadfield Clinical Services NHS Trust,AHP,General Surgery,Surgery & Cancer,Physiotherapist,Radiographer,6,22.56,28.21,EMP0713-20260913_210743,Dr Edward Ali,Training Cover,2026-05-01
BR-00002052-20260913_210743,2026-03-03,03:30:00,13:30:00,Northshire University Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0362-20260913_210743,Jay Cooper,Study Leave Cover,2025-03-15
BR-00002053-20260913_210743,2026-07-25,06:45:00,11:45:00,Riverside Integrated Care NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Speech Therapist,Radiographer,6,22.56,28.21,EMP0865-20260913_210743,Jessica Porter-Davis,Staff Redeployment,2025-01-14
BR-00002054-20260913_210743,2027-01-27,20:15:00,04:15:00,Eastfield Psychological Services NHS Trust,Admin,General Surgery,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP1015-20260913_210743,Dennis Mills,Training Cover,2025-02-28
BR-00002055-20260913_210743,2026-12-01,16:45:00,19:45:00,Northshire University Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0684-20260913_210743,Mohamed Hodgson,Staff Shortage,2026-09-06
BR-00002056-20260913_210743,2025-12-23,03:45:00,14:45:00,Northwood Mental Health NHS Trust,Admin,Paediatrics,Women & Children,Administrator,Administrator,3,13.33,16.41,EMP0436-20260913_210743,Danny Leonard,Bank Holiday Cover,2025-06-19
BR-00002057-20260913_210743,2026-03-05,03:45:00,08:45:00,Northwood Mental Health NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0606-20260913_210743,Elliot Green,Annual Leave Cover,2025-11-15
BR-00002058-20260913_210743,2026-11-21,05:30:00,10:30:00,Northshire University Hospitals NHS Trust,Nursing,Obstetrics,Women & Children,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0114-20260913_210743,Angela Frost,Unexpected Absence,2025-05-10
BR-00002059-20260913_210743,2026-06-18,06:00:00,07:00:00,Northwood Mental Health NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Physiologist,Physiotherapist,6,22.56,28.21,EMP0075-20260913_210743,Lewis Lewis,Staff Redeployment,2026-05-13
BR-00002060-20260913_210743,2025-09-14,10:30:00,22:30:00,Lakeside District Hospitals NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Pharmacist,Pharmacist,5,18.97,23.08,EMP0300-20260913_210743,Kathleen Wright,New Service Requirement,2025-11-26
BR-00002061-20260913_210743,2026-08-03,05:00:00,06:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Receptionist,Data Analyst,8A,28.21,35.9,EMP0278-20260913_210743,Lewis Jones-Leach,Planned Leave Cover,2026-08-19
BR-00002062-20260913_210743,2026-02-09,19:30:00,02:30:00,Northshire University Hospitals NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0586-20260913_210743,Richard Johnson,Maternity Leave Cover,2025-04-21
BR-00002063-20260913_210743,2027-07-14,05:00:00,14:00:00,Westmere Community Health NHS Trust,Medical,Gynaecology,Women & Children,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP1087-20260913_210743,Eileen Potts,Planned Leave Cover,2024-11-23
BR-00002064-20260913_210743,2027-04-24,05:30:00,17:30:00,Northshire University Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP1100-20260913_210743,Dr Jake Lee,Night Shift Cover,2025-05-04
BR-00002065-20260913_210743,2026-02-18,08:00:00,18:00:00,Hillcrest Medical Centres NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Speech Therapist,Physiologist,6,22.56,28.21,EMP0833-20260913_210743,Mr Russell Anderson,Operational Requirement,2026-08-30
BR-00002066-20260913_210743,2026-06-03,03:30:00,11:30:00,Hillcrest Medical Centres NHS Trust,Medical,Paediatrics,Women & Children,FY1/FY2,SHO,SHO,23.08,30.77,EMP0442-20260913_210743,Elizabeth Cooke-Brady,Ward Capacity Increase,2025-10-01
BR-00002067-20260913_210743,2026-01-14,14:00:00,01:00:00,Valleyview Mental Wellness NHS Trust,Medical,Radiology,Clinical Support Services,Consultant,SHO,SHO,23.08,30.77,EMP0730-20260913_210743,Gail Warren,Night Shift Cover,2025-06-21
BR-00002068-20260913_210743,2026-11-16,00:30:00,04:30:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Neurology,Medicine & Acute Care,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0015-20260913_210743,Frederick Potter,Maternity Leave Cover,2026-06-09
BR-00002069-20260913_210743,2026-07-15,09:00:00,17:00:00,Broadfield Clinical Services NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0411-20260913_210743,Dr Janice Taylor,Specialist Skills Required,2026-03-29
BR-00002070-20260913_210743,2026-09-30,14:15:00,18:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Postnatal Care,Women & Children,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0973-20260913_210743,Joel Pearson,Maternity Leave Cover,2025-03-26
BR-00002071-20260913_210743,2027-07-31,20:30:00,03:30:00,Lakeside District Hospitals NHS Trust,Nursing,Infectious Diseases,Medicine & Acute Care,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0410-20260913_210743,Adrian Webb,Additional Patient Safety Cover,2025-01-10
BR-00002072-20260913_210743,2027-08-13,19:00:00,05:00:00,Riverbank General Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0566-20260913_210743,Geoffrey Parsons,Ward Capacity Increase,2025-07-05
BR-00002073-20260913_210743,2025-09-30,07:00:00,14:00:00,Riverbank General Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0565-20260913_210743,Amelia Russell,Ward Capacity Increase,2024-10-27
BR-00002074-20260913_210743,2026-05-10,12:00:00,17:00:00,Valleyview Mental Wellness NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Healthcare Assistant,Nursery Nurse,2,12.31,14.36,EMP1175-20260913_210743,Harriet Thornton-Wilson,Weekend Cover,2026-04-13
BR-00002075-20260913_210743,2026-06-08,09:45:00,11:45:00,Lakeside District Hospitals NHS Trust,Nursing,Communications,Corporate Services,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0210-20260913_210743,Charlene Bell,Staff Redeployment,2026-08-03
BR-00002076-20260913_210743,2026-03-27,02:30:00,14:30:00,Southgate Community & Mental Health NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0796-20260913_210743,Nicole Bowen,Study Leave Cover,2025-01-21
BR-00002077-20260913_210743,2027-01-26,09:00:00,13:00:00,Hillcrest Medical Centres NHS Trust,Nursing,Communications,Corporate Services,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0831-20260913_210743,Dr Kyle Williams,Additional Patient Safety Cover,2025-10-17
BR-00002078-20260913_210743,2026-05-06,02:30:00,11:30:00,Riverbank General Hospitals NHS Trust,Admin,General Surgery,Surgery & Cancer,Receptionist,Administrator,3,13.33,16.41,EMP0267-20260913_210743,Dr Kevin Young,Staff Redeployment,2026-08-30
BR-00002079-20260913_210743,2027-04-30,17:45:00,19:45:00,Oakridge Community Services NHS Trust,Nursing,Postnatal Care,Women & Children,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0191-20260913_210743,Rita Anderson-Hughes,Planned Leave Cover,2025-06-24
BR-00002080-20260913_210743,2026-06-18,14:15:00,19:15:00,Oakridge Community Services NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0312-20260913_210743,Julie Smith,Emergency Cover,2025-07-04
BR-00002081-20260913_210743,2025-12-28,13:15:00,20:15:00,Lakeside District Hospitals NHS Trust,Nursing,Human Resources,Corporate Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0625-20260913_210743,Beverley Fisher-Williams,Staff Shortage,2024-11-28
BR-00002082-20260913_210743,2026-07-16,00:30:00,11:30:00,Meadowbrook Community Health NHS Trust,Admin,Physiotherapy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0116-20260913_210743,Joseph Kirby,Maternity Leave Cover,2026-08-31
BR-00002083-20260913_210743,2026-03-11,18:00:00,21:00:00,Southgate Community & Mental Health NHS Trust,Admin,Pharmacy,Clinical Support Services,Data Analyst,Administrator,3,13.33,16.41,EMP0673-20260913_210743,Mrs Lindsey Armstrong,Operational Requirement,2025-05-03
BR-00002084-20260913_210743,2027-08-26,08:00:00,20:00:00,Riverbank General Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP0406-20260913_210743,Patrick Hartley,Ward Capacity Increase,2026-06-15
BR-00002085-20260913_210743,2027-03-28,21:15:00,08:15:00,Northshire University Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Physiologist,Physiologist,6,22.56,28.21,EMP1134-20260913_210743,Dr Hazel Khan,Unexpected Absence,2026-05-05
BR-00002086-20260913_210743,2025-11-18,11:45:00,13:45:00,Southvale Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Receptionist,Medical Secretary,4,15.38,19.49,EMP0470-20260913_210743,Dr Melanie Stewart,Staff Shortage,2025-11-28
BR-00002087-20260913_210743,2026-05-20,19:45:00,23:45:00,Westmere Community Health NHS Trust,Nursing,Communications,Corporate Services,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0086-20260913_210743,Julia Savage,Increased Patient Demand,2026-08-24
BR-00002088-20260913_210743,2027-08-15,10:15:00,20:15:00,Horizon Integrated Health Partnership NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Receptionist,Receptionist,3,13.33,16.41,EMP0158-20260913_210743,Lynda Campbell,Ward Capacity Increase,2025-02-25
BR-00002089-20260913_210743,2026-08-27,08:45:00,12:45:00,Oakridge Community Services NHS Trust,Admin,Postnatal Care,Women & Children,Data Analyst,Administrator,3,13.33,16.41,EMP1101-20260913_210743,Dale Williams,Emergency Cover,2025-11-12
BR-00002090-20260913_210743,2026-03-15,01:15:00,08:15:00,Eastfield Psychological Services NHS Trust,Medical,Infectious Diseases,Medicine & Acute Care,SHO,Registrar,SPR,33.33,43.59,EMP0676-20260913_210743,Charles Gill,Bank Holiday Cover,2026-03-19
BR-00002091-20260913_210743,2027-02-24,22:45:00,08:45:00,Westmere Community Health NHS Trust,Medical,IT Support,Corporate Services,Registrar,SHO,SHO,23.08,30.77,EMP0501-20260913_210743,Robin Watkins,Training Cover,2025-04-30
BR-00002092-20260913_210743,2026-12-25,07:00:00,12:00:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0143-20260913_210743,Ms Jill Dean,Weekend Cover,2025-02-21
BR-00002093-20260913_210743,2027-06-29,07:15:00,19:15:00,Westborough Acute Care NHS Trust,Nursing,Communications,Corporate Services,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP1147-20260913_210743,Sean Spencer,Staff Shortage,2025-06-25
BR-00002094-20260913_210743,2027-01-02,01:30:00,06:30:00,Lakeside District Hospitals NHS Trust,AHP,Gynaecology,Women & Children,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1002-20260913_210743,Mrs Stephanie Shaw,Annual Leave Cover,2026-06-03
BR-00002095-20260913_210743,2026-07-05,16:45:00,04:45:00,Horizon Integrated Health Partnership NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Administrator,Receptionist,3,13.33,16.41,EMP0806-20260913_210743,Hayley Walton,Emergency Cover,2026-05-11
BR-00002096-20260913_210743,2026-07-01,02:15:00,05:15:00,Meadowbrook Community Health NHS Trust,AHP,IT Support,Corporate Services,Speech Therapist,Radiographer,6,22.56,28.21,EMP0039-20260913_210743,Suzanne Hill,High Acuity Patients,2026-03-14
BR-00002097-20260913_210743,2025-12-22,22:15:00,09:15:00,Meadowbrook Community Health NHS Trust,AHP,Neurology,Medicine & Acute Care,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1070-20260913_210743,Mr Kevin Holland,Night Shift Cover,2026-05-15
BR-00002098-20260913_210743,2026-08-29,01:00:00,06:00:00,Valleyview Mental Wellness NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0167-20260913_210743,Henry Tomlinson-Barrett,Weekend Cover,2025-10-03
BR-00002099-20260913_210743,2027-03-10,01:15:00,04:15:00,Valleyview Mental Wellness NHS Trust,Medical,Physiotherapy,Clinical Support Services,GP,GP,GP,46.15,61.54,EMP1134-20260913_210743,Ross Holt,Bank Holiday Cover,2025-08-14
BR-00002100-20260913_210743,2025-10-28,08:30:00,15:30:00,Southgate Community & Mental Health NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0995-20260913_210743,Jacqueline Lee-Baker,High Acuity Patients,2025-12-17
BR-00002101-20260913_210743,2026-05-14,21:30:00,05:30:00,Lakeside District Hospitals NHS Trust,Nursing,Acute Medicine,Medicine & Acute Care,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0342-20260913_210743,Abigail Wells,Operational Requirement,2026-08-26
BR-00002102-20260913_210743,2026-04-11,08:30:00,11:30:00,Southgate Community & Mental Health NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Receptionist,3,13.33,16.41,EMP0319-20260913_210743,Thomas Arnold,Ward Capacity Increase,2024-10-15
BR-00002103-20260913_210743,2026-01-06,04:45:00,14:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP1122-20260913_210743,Eleanor Todd,High Acuity Patients,2024-10-10
BR-00002104-20260913_210743,2027-07-24,22:15:00,03:15:00,Northshire University Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP1156-20260913_210743,Joe Holt-Taylor,Unexpected Absence,2026-02-16
BR-00002105-20260913_210743,2026-08-14,11:15:00,13:15:00,Midlands Central Hospitals NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP0691-20260913_210743,Rhys King,Staff Shortage,2025-03-14
BR-00002106-20260913_210743,2026-05-23,13:30:00,23:30:00,Oakridge Community Services NHS Trust,Medical,ENT Surgery,Surgery & Cancer,Registrar,SHO,SHO,23.08,30.77,EMP0244-20260913_210743,Vincent Pratt,New Service Requirement,2026-01-13
BR-00002107-20260913_210743,2026-12-10,01:45:00,04:45:00,Lakeside District Hospitals NHS Trust,Admin,Human Resources,Corporate Services,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP1046-20260913_210743,Jeremy Roberts,Staff Shortage,2025-04-20
BR-00002108-20260913_210743,2027-01-23,20:15:00,22:15:00,Midlands Central Hospitals NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0886-20260913_210743,Pamela Davies,Maternity Leave Cover,2025-01-12
BR-00002109-20260913_210743,2025-12-01,00:00:00,02:00:00,Northwood Mental Health NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,GP,GP,GP,46.15,61.54,EMP0663-20260913_210743,Kimberley Morris,Specialist Skills Required,2026-03-23
BR-00002110-20260913_210743,2026-08-20,00:15:00,07:15:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Data Analyst,Receptionist,3,13.33,16.41,EMP0143-20260913_210743,Lucy Parker,Additional Patient Safety Cover,2024-10-24
BR-00002111-20260913_210743,2026-05-08,09:30:00,18:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0989-20260913_210743,Dr Diana Brown,Night Shift Cover,2025-01-17
BR-00002112-20260913_210743,2026-05-22,14:15:00,17:15:00,Hillcrest Medical Centres NHS Trust,Admin,Paediatrics,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0251-20260913_210743,Miss Irene Dean,Annual Leave Cover,2025-12-27
BR-00002113-20260913_210743,2026-06-10,22:00:00,05:00:00,Hillcrest Medical Centres NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0367-20260913_210743,Luke Evans,Study Leave Cover,2025-01-10
BR-00002114-20260913_210743,2025-11-19,23:00:00,06:00:00,Northwood Mental Health NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Administrator,Administrator,3,13.33,16.41,EMP1050-20260913_210743,Carol Day-Patel,Bank Holiday Cover,2025-08-14
BR-00002115-20260913_210743,2026-08-23,04:15:00,09:15:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Gastroenterology,Medicine & Acute Care,GP,GP,GP,46.15,61.54,EMP0898-20260913_210743,Anthony Davies,Ward Capacity Increase,2025-10-11
BR-00002116-20260913_210743,2027-03-21,08:45:00,18:45:00,Riverbank General Hospitals NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0374-20260913_210743,Irene Griffin-Harris,Specialist Skills Required,2024-12-09
BR-00002117-20260913_210743,2027-04-11,23:45:00,11:45:00,Riverbank General Hospitals NHS Trust,Nursing,Paediatrics,Women & Children,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1144-20260913_210743,Vincent Wong,Staff Shortage,2026-09-06
BR-00002118-20260913_210743,2026-05-20,01:45:00,07:45:00,Westborough Acute Care NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Radiographer,Radiographer,6,22.56,28.21,EMP0439-20260913_210743,Neil Martin,Study Leave Cover,2024-11-29
BR-00002119-20260913_210743,2027-01-15,04:15:00,14:15:00,Southgate Community & Mental Health NHS Trust,Admin,Human Resources,Corporate Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0218-20260913_210743,Dr Mandy Harvey,Operational Requirement,2026-04-11
BR-00002120-20260913_210743,2026-02-27,10:30:00,19:30:00,Riverside Integrated Care NHS Trust,AHP,Pharmacy,Clinical Support Services,Radiographer,Physiologist,6,22.56,28.21,EMP0195-20260913_210743,Rosie Byrne-Wood,Operational Requirement,2025-12-29
BR-00002121-20260913_210743,2027-02-24,19:15:00,20:15:00,Eastfield Psychological Services NHS Trust,Admin,Physiotherapy,Clinical Support Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0508-20260913_210743,Dr Hazel Wright,Night Shift Cover,2026-05-01
BR-00002122-20260913_210743,2026-11-27,06:15:00,12:15:00,Southvale Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP1105-20260913_210743,Brett Ball,Maternity Leave Cover,2026-08-31
BR-00002123-20260913_210743,2027-08-01,04:00:00,09:00:00,Northshire University Hospitals NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0051-20260913_210743,Harriet Rees,Sickness Cover,2024-10-30
BR-00002124-20260913_210743,2026-10-10,09:45:00,17:45:00,Midlands Central Hospitals NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Physiologist,Radiographer,6,22.56,28.21,EMP0839-20260913_210743,Ryan Fitzgerald,Night Shift Cover,2025-06-15
BR-00002125-20260913_210743,2026-12-01,10:45:00,22:45:00,Northwood Mental Health NHS Trust,Medical,General Surgery,Surgery & Cancer,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0047-20260913_210743,Dr Jade Clarke,Weekend Cover,2024-10-20
BR-00002126-20260913_210743,2026-09-25,22:45:00,06:45:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Nephrology,Medicine & Acute Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0124-20260913_210743,Mr Iain Jackson,Ward Capacity Increase,2025-10-13
BR-00002127-20260913_210743,2027-02-11,04:00:00,13:00:00,Southgate Community & Mental Health NHS Trust,Medical,IT Support,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0569-20260913_210743,Dr Norman Bird,Additional Patient Safety Cover,2026-07-05
BR-00002128-20260913_210743,2027-08-25,06:30:00,13:30:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0303-20260913_210743,Darren Evans,Staff Redeployment,2024-12-10
BR-00002129-20260913_210743,2026-12-19,21:30:00,06:30:00,Southgate Community & Mental Health NHS Trust,Nursing,Geriatrics,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0134-20260913_210743,Miss Lynda Thomson,Bank Holiday Cover,2024-12-04
BR-00002130-20260913_210743,2026-04-26,03:15:00,10:15:00,Southgate Community & Mental Health NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,FY1/FY2,FY1,18.46,21.54,EMP1047-20260913_210743,Shannon Wyatt,Weekend Cover,2024-12-16
BR-00002131-20260913_210743,2027-08-04,02:00:00,07:00:00,Midlands Central Hospitals NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Radiographer,Physiologist,6,22.56,28.21,EMP0212-20260913_210743,Vincent Wilson,Study Leave Cover,2025-04-25
BR-00002132-20260913_210743,2026-05-17,11:15:00,21:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Obstetrics,Women & Children,Healthcare Assistant,Ward Manager,8A,28.21,35.9,EMP0090-20260913_210743,Sophie Greenwood,Operational Requirement,2026-02-27
BR-00002133-20260913_210743,2026-12-08,22:45:00,07:45:00,Hillcrest Medical Centres NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0549-20260913_210743,Mr Brandon Pearson,Ward Capacity Increase,2025-06-17
BR-00002134-20260913_210743,2026-10-11,11:45:00,12:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0867-20260913_210743,Harriet Ashton,Ward Capacity Increase,2026-01-16
BR-00002135-20260913_210743,2026-12-25,00:00:00,04:00:00,Westborough Acute Care NHS Trust,Admin,IT Support,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0305-20260913_210743,Jack Bradshaw-Savage,Staff Shortage,2024-10-07
BR-00002136-20260913_210743,2027-06-21,15:00:00,00:00:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Communications,Corporate Services,Pharmacist,Physiologist,6,22.56,28.21,EMP0155-20260913_210743,Wendy Jenkins,Weekend Cover,2026-09-08
BR-00002137-20260913_210743,2027-06-26,04:15:00,07:15:00,Riverside Integrated Care NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0953-20260913_210743,Jason Patel-Patterson,Additional Patient Safety Cover,2025-05-29
BR-00002138-20260913_210743,2026-01-22,12:45:00,14:45:00,Eastfield Psychological Services NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP1093-20260913_210743,Mohammed Short,Planned Leave Cover,2026-03-27
BR-00002139-20260913_210743,2027-01-26,03:45:00,10:45:00,Southvale Hospitals NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,GP,GP,GP,46.15,61.54,EMP1041-20260913_210743,Albert Knowles,Additional Patient Safety Cover,2025-12-17
BR-00002140-20260913_210743,2025-11-23,04:00:00,15:00:00,Bluewater Community & Rehabilitation NHS Trust,Admin,IT Support,Corporate Services,Medical Secretary,Administrator,3,13.33,16.41,EMP1022-20260913_210743,Martyn Lee,Sickness Cover,2024-10-20
BR-00002141-20260913_210743,2025-11-29,16:30:00,02:30:00,Eastfield Psychological Services NHS Trust,Medical,Obstetrics,Women & Children,SHO,SHO,SHO,23.08,30.77,EMP0341-20260913_210743,Holly O'Connor,High Acuity Patients,2026-05-12
BR-00002142-20260913_210743,2026-07-10,00:00:00,12:00:00,Southvale Hospitals NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Administrator,Data Analyst,8A,28.21,35.9,EMP0531-20260913_210743,Antony Roberts-Smith,Training Cover,2026-05-29
BR-00002143-20260913_210743,2026-03-11,19:45:00,01:45:00,Westborough Acute Care NHS Trust,Admin,Pathology,Clinical Support Services,Medical Secretary,Administrator,3,13.33,16.41,EMP0232-20260913_210743,Lee Morgan-Bennett,Additional Patient Safety Cover,2024-10-17
BR-00002144-20260913_210743,2026-09-11,18:45:00,20:45:00,Horizon Integrated Health Partnership NHS Trust,AHP,Physiotherapy,Clinical Support Services,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0184-20260913_210743,Raymond Carey,Staff Redeployment,2025-10-29
BR-00002145-20260913_210743,2026-04-01,04:45:00,14:45:00,Westborough Acute Care NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,SHO,SHO,23.08,30.77,EMP0419-20260913_210743,Mrs Beverley Barnes,Weekend Cover,2025-05-27
BR-00002146-20260913_210743,2025-11-01,05:45:00,14:45:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,GP,Registrar,SPR,33.33,43.59,EMP0691-20260913_210743,Dr Jeremy Parker,Staff Redeployment,2026-04-21
BR-00002147-20260913_210743,2026-08-17,17:15:00,05:15:00,Lakeside District Hospitals NHS Trust,AHP,General Surgery,Medicine & Acute Care,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0633-20260913_210743,Carl Slater,Staff Redeployment,2025-06-18
BR-00002148-20260913_210743,2025-10-02,06:30:00,09:30:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiologist,Pharmacist,5,18.97,23.08,EMP0174-20260913_210743,Oliver Henry,Weekend Cover,2026-04-04
